Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500790,NESTLEIND,NESTLE INDIA LTD.,21 Apr 2011,Interim Dividend - Rs. - 9.0000,-,26 Apr 2011,27 Apr 2011,18 Apr 2011,25 Apr 2011,-
500790,NESTLEIND,NESTLE INDIA LTD.,12 Dec 2011,Interim Dividend - Rs. - 27.0000,13 Dec 2011,-,-,05 Dec 2011,12 Dec 2011,-
500790,NESTLEIND,NESTLE INDIA LTD.,21 Mar 2012,Final Dividend - Rs. - 12.5000,-,23 Mar 2012,30 Mar 2012,16 Mar 2012,21 Mar 2012,-
500790,NESTLEIND,NESTLE INDIA LTD.,01 Aug 2012,Interim Dividend - Rs. - 18.0000,02 Aug 2012,-,-,26 Jul 2012,01 Aug 2012,-
500790,NESTLEIND,NESTLE INDIA LTD.,12 Dec 2012,Interim Dividend - Rs. - 18.0000,13 Dec 2012,-,-,06 Dec 2012,12 Dec 2012,-
500790,NESTLEIND,NESTLE INDIA LTD.,25 Feb 2013,Interim Dividend - Rs. - 12.5000,26 Feb 2013,-,-,18 Feb 2013,25 Feb 2013,-
500790,NESTLEIND,NESTLE INDIA LTD.,31 Jul 2013,Interim Dividend - Rs. - 18.0000,01 Aug 2013,-,-,25 Jul 2013,31 Jul 2013,-
500790,NESTLEIND,NESTLE INDIA LTD.,01 Nov 2013,Interim Dividend - Rs. - 18.0000,05 Nov 2013,-,-,28 Oct 2013,03 Nov 2013,-
500790,NESTLEIND,NESTLE INDIA LTD.,15 May 2014,Interim Dividend - Rs. - 12.5000,-,19 May 2014,20 May 2014,09 May 2014,16 May 2014,-
500790,NESTLEIND,NESTLE INDIA LTD.,15 May 2014,Interim Dividend - Rs. - 12.5000,-,19 May 2014,20 May 2014,09 May 2014,16 May 2014,-
500790,NESTLEIND,NESTLE INDIA LTD.,15 May 2014,Final Dividend - Rs. - 12.5000,-,19 May 2014,20 May 2014,09 May 2014,16 May 2014,-
500790,NESTLEIND,NESTLE INDIA LTD.,15 May 2014,Final Dividend - Rs. - 12.5000,-,19 May 2014,20 May 2014,09 May 2014,16 May 2014,-
500790,NESTLEIND,NESTLE INDIA LTD.,15 Sep 2014,Interim Dividend - Rs. - 30.0000,16 Sep 2014,-,-,09 Sep 2014,15 Sep 2014,-
500790,NESTLEIND,NESTLE INDIA LTD.,08 Dec 2014,Interim Dividend - Rs. - 8.0000,09 Dec 2014,-,-,02 Dec 2014,08 Dec 2014,-
500790,NESTLEIND,NESTLE INDIA LTD.,19 May 2015,Final Dividend - Rs. - 12.5000,-,21 May 2015,22 May 2015,14 May 2015,20 May 2015,-
500790,NESTLEIND,NESTLE INDIA LTD.,19 May 2015,Interim Dividend - Rs. - 14.0000,-,21 May 2015,22 May 2015,14 May 2015,20 May 2015,-
500790,NESTLEIND,NESTLE INDIA LTD.,11 Dec 2015,Interim Dividend - Rs. - 16.0000,14 Dec 2015,-,-,07 Dec 2015,11 Dec 2015,-
500790,NESTLEIND,NESTLE INDIA LTD.,18 May 2016,Final Dividend - Rs. - 18.5000,-,20 May 2016,21 May 2016,13 May 2016,19 May 2016,-
500790,NESTLEIND,NESTLE INDIA LTD.,18 May 2016,Interim Dividend - Rs. - 12.0000,-,20 May 2016,21 May 2016,13 May 2016,19 May 2016,-
500790,NESTLEIND,NESTLE INDIA LTD.,05 Aug 2016,Interim Dividend - Rs. - 12.0000,08 Aug 2016,-,-,01 Aug 2016,05 Aug 2016,-
500790,NESTLEIND,NESTLE INDIA LTD.,09 Dec 2016,Interim Dividend - Rs. - 16.0000,13 Dec 2016,-,-,06 Dec 2016,12 Dec 2016,-
500790,NESTLEIND,NESTLE INDIA LTD.,19 May 2017,Final Dividend - Rs. - 23.0000,-,23 May 2017,24 May 2017,16 May 2017,22 May 2017,-
500790,NESTLEIND,NESTLE INDIA LTD.,19 May 2017,Interim Dividend - Rs. - 15.0000,-,23 May 2017,24 May 2017,16 May 2017,22 May 2017,-
500790,NESTLEIND,NESTLE INDIA LTD.,02 Aug 2017,Interim Dividend - Rs. - 15.0000,03 Aug 2017,-,-,27 Jul 2017,02 Aug 2017,-
500790,NESTLEIND,NESTLE INDIA LTD.,11 Dec 2017,Interim Dividend - Rs. - 33.0000,12 Dec 2017,-,-,05 Dec 2017,11 Dec 2017,-
500790,NESTLEIND,NESTLE INDIA LTD.,16 May 2018,Final Dividend - Rs. - 23.0000,-,18 May 2018,19 May 2018,11 May 2018,17 May 2018,-
500790,NESTLEIND,NESTLE INDIA LTD.,16 May 2018,Interim Dividend - Rs. - 20.0000,-,18 May 2018,19 May 2018,11 May 2018,17 May 2018,-
500790,NESTLEIND,NESTLE INDIA LTD.,10 Aug 2018,Interim Dividend - Rs. - 20.0000,13 Aug 2018,-,-,06 Aug 2018,10 Aug 2018,-
500790,NESTLEIND,NESTLE INDIA LTD.,12 Dec 2018,Interim Dividend - Rs. - 50.0000,13 Dec 2018,-,-,06 Dec 2018,12 Dec 2018,-
500790,NESTLEIND,NESTLE INDIA LTD.,30 Apr 2019,Final Dividend - Rs. - 25.0000,-,03 May 2019,04 May 2019,24 Apr 2019,02 May 2019,-
500790,NESTLEIND,NESTLE INDIA LTD.,06 May 2019,Interim Dividend - Rs. - 23.0000,07 May 2019,-,-,-,06 May 2019,-
500790,NESTLEIND,NESTLE INDIA LTD.,09 Aug 2019,Special Dividend - Rs. - 180.0000,13 Aug 2019,-,-,05 Aug 2019,09 Aug 2019,-
500790,NESTLEIND,NESTLE INDIA LTD.,09 Aug 2019,Interim Dividend - Rs. - 23.0000,13 Aug 2019,-,-,05 Aug 2019,09 Aug 2019,-
500790,NESTLEIND,NESTLE INDIA LTD.,10 Dec 2019,Interim Dividend - Rs. - 55.0000,11 Dec 2019,-,-,04 Dec 2019,10 Dec 2019,-
500790,NESTLEIND,NESTLE INDIA LTD.,11 Jun 2020,Final Dividend - Rs. - 61.0000,-,13 Jun 2020,19 Jun 2020,08 Jun 2020,11 Jun 2020,-
500790,NESTLEIND,NESTLE INDIA LTD.,29 Oct 2020,Interim Dividend - Rs. - 135.0000,02 Nov 2020,-,-,26 Oct 2020,30 Oct 2020,-
