Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500790,NESTLEIND,NESTLE INDIA LTD.,31 May 2001,Dividend - Rs. - 10.0000,-,16 Jun 2001,27 Jun 2001,31 May 2001,14 Jun 2001,-
500790,NESTLEIND,NESTLE INDIA LTD.,31 May 2001,General ,-,16 Jun 2001,27 Jun 2001,31 May 2001,14 Jun 2001,-
500790,NESTLEIND,NESTLE INDIA LTD.,23 Nov 2001,Interim Dividend - Rs. - 10.0000,11 Dec 2001,-,-,23 Nov 2001,07 Dec 2001,-
500790,NESTLEIND,NESTLE INDIA LTD.,13 Dec 2007,Interim Dividend - Rs. - 24.0000,14 Dec 2007,-,-,07 Dec 2007,13 Dec 2007,-
500790,NESTLEIND,NESTLE INDIA LTD.,23 Apr 2008,Dividend - Rs. - 11.0000,-,25 Apr 2008,02 May 2008,17 Apr 2008,24 Apr 2008,-
500790,NESTLEIND,NESTLE INDIA LTD.,14 Nov 2008,Dividend - Rs. - 22.0000,17 Nov 2008,-,-,07 Nov 2008,14 Nov 2008,-
500790,NESTLEIND,NESTLE INDIA LTD.,29 Apr 2009,Dividend - Rs. - 21.0000,-,05 May 2009,06 May 2009,24 Apr 2009,04 May 2009,-
500790,NESTLEIND,NESTLE INDIA LTD.,04 Nov 2009,Interim Dividend - Rs. - 27.0000,05 Nov 2009,-,-,28 Oct 2009,04 Nov 2009,-
500790,NESTLEIND,NESTLE INDIA LTD.,23 Apr 2010,Final Dividend - Rs. - 21.5000,-,27 Apr 2010,28 Apr 2010,20 Apr 2010,26 Apr 2010,-
500790,NESTLEIND,NESTLE INDIA LTD.,23 Apr 2010,General ,-,27 Apr 2010,28 Apr 2010,20 Apr 2010,26 Apr 2010,-
500790,NESTLEIND,NESTLE INDIA LTD.,03 Nov 2010,Interim Dividend - Rs. - 27.0000,04 Nov 2010,-,-,28 Oct 2010,02 Nov 2010,-
500790,NESTLEIND,NESTLE INDIA LTD.,21 Apr 2011,Final Dividend - Rs. - 12.5000,-,26 Apr 2011,27 Apr 2011,18 Apr 2011,25 Apr 2011,-
