Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500093,CGPOWER,CG Power and Industrial Solutions Ltd,29 Jun 2001,NIL Dividend - Rs. - 0.0000,-,14 Jul 2001,24 Jul 2001,29 Jun 2001,12 Jul 2001,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,10 Aug 2006,-,18 Aug 2006,-,-,10 Aug 2006,17 Aug 2006,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,02 Nov 2007,Interim Dividend - Rs. - 0.4000,05 Nov 2007,-,-,29 Oct 2007,02 Nov 2007,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,04 Feb 2008,Interim Dividend - Rs. - 0.8000,05 Feb 2008,-,-,29 Jan 2008,04 Feb 2008,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,03 Apr 2008,Interim Dividend - Rs. - 0.4000,04 Apr 2008,-,-,28 Mar 2008,03 Apr 2008,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,27 Oct 2008,Interim Dividend - Rs. - 0.7000,29 Oct 2008,-,-,22 Oct 2008,28 Oct 2008,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,29 Jan 2009,Interim Dividend - Rs. - 0.8000,30 Jan 2009,-,-,22 Jan 2009,29 Jan 2009,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,30 Mar 2009,Interim Dividend - Rs. - 0.5000,31 Mar 2009,-,-,23 Mar 2009,27 Mar 2009,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,30 Oct 2009,Interim Dividend - Rs. - 0.8000,03 Nov 2009,-,-,26 Oct 2009,30 Oct 2009,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,04 Feb 2010,Interim Dividend - Rs. - 1.4000,05 Feb 2010,-,-,29 Jan 2010,04 Feb 2010,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,08 Mar 2010,Bonus issue 3:4,09 Mar 2010,-,-,02 Mar 2010,08 Mar 2010,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,29 Oct 2010,Interim Dividend - Rs. - 0.8000,01 Nov 2010,-,-,25 Oct 2010,29 Oct 2010,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,03 Feb 2011,Interim Dividend - Rs. - 0.8000,04 Feb 2011,-,-,28 Jan 2011,03 Feb 2011,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,28 Mar 2011,Interim Dividend - Rs. - 0.6000,29 Mar 2011,-,-,22 Mar 2011,28 Mar 2011,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,24 Oct 2011,Interim Dividend - Rs. - 0.8000,25 Oct 2011,-,-,18 Oct 2011,21 Oct 2011,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,03 Feb 2012,Interim Dividend - Rs. - 0.2000,06 Feb 2012,-,-,30 Jan 2012,03 Feb 2012,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,29 Mar 2012,Interim Dividend - Rs. - 0.4000,31 Mar 2012,-,-,26 Mar 2012,28 Mar 2012,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,26 Jul 2012,Interim Dividend - Rs. - 0.4000,-,28 Jul 2012,03 Aug 2012,23 Jul 2012,26 Jul 2012,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,07 Nov 2012,Interim Dividend - Rs. - 0.4000,08 Nov 2012,-,-,01 Nov 2012,07 Nov 2012,-
500093,CGPOWER,CG Power and Industrial Solutions Ltd,25 Jul 2013,Final Dividend - Rs. - 0.4000,-,29 Jul 2013,06 Aug 2013,22 Jul 2013,26 Jul 2013,06 Aug 2013
500093,CGPOWER,CG Power and Industrial Solutions Ltd,13 Nov 2013,Interim Dividend - Rs. - 0.4000,15 Nov 2013,-,-,07 Nov 2013,13 Nov 2013,25 Nov 2013
500093,CGPOWER,CG Power and Industrial Solutions Ltd,04 Feb 2014,Interim Dividend - Rs. - 0.4000,05 Feb 2014,-,-,29 Jan 2014,04 Feb 2014,14 Feb 2014
500093,CGPOWER,CG Power and Industrial Solutions Ltd,30 Jul 2014,Final Dividend - Rs. - 0.4000,-,01 Aug 2014,05 Aug 2014,24 Jul 2014,31 Jul 2014,12 Aug 2014
500093,CGPOWER,CG Power and Industrial Solutions Ltd,22 Oct 2014,Interim Dividend - Rs. - 0.4000,27 Oct 2014,-,-,17 Oct 2014,23 Oct 2014,05 Nov 2014
500093,CGPOWER,CG Power and Industrial Solutions Ltd,06 Feb 2015,Interim Dividend - Rs. - 0.4000,09 Feb 2015,-,-,02 Feb 2015,06 Feb 2015,18 Feb 2015
500093,CGPOWER,CG Power and Industrial Solutions Ltd,15 Mar 2016,Spin Off ,16 Mar 2016,-,-,09 Mar 2016,15 Mar 2016,-
