Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500209,INFY,INFOSYS LTD.,01 Jun 2017,Final Dividend - Rs. - 14.7500,-,03 Jun 2017,03 Jun 2017,29 May 2017,01 Jun 2017,-
500209,INFY,INFOSYS LTD.,31 Oct 2017,Interim Dividend - Rs. - 13.0000,01 Nov 2017,-,-,25 Oct 2017,31 Oct 2017,-
500209,INFY,INFOSYS LTD.,31 Oct 2017,Buy Back of Shares ,01 Nov 2017,-,-,25 Oct 2017,31 Oct 2017,-
500209,INFY,INFOSYS LTD.,14 Jun 2018,Final Dividend - Rs. - 20.5000,-,16 Jun 2018,16 Jun 2018,11 Jun 2018,14 Jun 2018,-
500209,INFY,INFOSYS LTD.,14 Jun 2018,Special Dividend - Rs. - 10.0000,-,16 Jun 2018,16 Jun 2018,11 Jun 2018,14 Jun 2018,-
500209,INFY,INFOSYS LTD.,04 Sep 2018,Bonus issue 1:1,05 Sep 2018,-,-,29 Aug 2018,04 Sep 2018,-
500209,INFY,INFOSYS LTD.,25 Oct 2018,Interim Dividend - Rs. - 7.0000,27 Oct 2018,-,-,22 Oct 2018,25 Oct 2018,-
500209,INFY,INFOSYS LTD.,24 Jan 2019,Special Dividend - Rs. - 4.0000,25 Jan 2019,-,-,18 Jan 2019,24 Jan 2019,-
500209,INFY,INFOSYS LTD.,13 Jun 2019,Final Dividend - Rs. - 10.5000,-,15 Jun 2019,15 Jun 2019,10 Jun 2019,13 Jun 2019,-
500209,INFY,INFOSYS LTD.,23 Oct 2019,Interim Dividend - Rs. - 8.0000,24 Oct 2019,-,-,16 Oct 2019,23 Oct 2019,-
500209,INFY,INFOSYS LTD.,29 May 2020,Final Dividend - Rs. - 9.5000,01 Jun 2020,-,-,22 May 2020,29 May 2020,-
500209,INFY,INFOSYS LTD.,23 Oct 2020,Interim Dividend - Rs. - 12.0000,26 Oct 2020,-,-,19 Oct 2020,23 Oct 2020,-
