Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500209,INFY,INFOSYS LTD.,25 Oct 2000,Interim Dividend - Rs. - 2.5000,10 Nov 2000,-,-,25 Oct 2000,08 Nov 2000,-
500209,INFY,INFOSYS LTD.,27 Apr 2001,Dividend - Rs. - 7.5000,-,16 May 2001,02 Jun 2001,27 Apr 2001,14 May 2001,-
500209,INFY,INFOSYS LTD.,18 Oct 2001,Interim Dividend - Rs. - 7.5000,02 Nov 2001,-,-,18 Oct 2001,31 Oct 2001,-
500209,INFY,INFOSYS LTD.,18 Oct 2007,Interim Dividend - Rs. - 6.0000,19 Oct 2007,-,-,12 Oct 2007,18 Oct 2007,-
500209,INFY,INFOSYS LTD.,29 May 2008,Dividend - Rs. - 27.2500,-,31 May 2008,14 Jun 2008,26 May 2008,29 May 2008,-
500209,INFY,INFOSYS LTD.,16 Oct 2008,Interim Dividend - Rs. - 10.0000,17 Oct 2008,-,-,10 Oct 2008,16 Oct 2008,-
500209,INFY,INFOSYS LTD.,04 Jun 2009,Final Dividend - Rs. - 13.5000,-,06 Jun 2009,20 Jun 2009,01 Jun 2009,04 Jun 2009,-
500209,INFY,INFOSYS LTD.,15 Oct 2009,Interim Dividend - Rs. - 10.0000,16 Oct 2009,-,-,08 Oct 2009,14 Oct 2009,-
500209,INFY,INFOSYS LTD.,26 May 2010,Dividend - Rs. - 15.0000,-,29 May 2010,12 Jun 2010,21 May 2010,27 May 2010,-
500209,INFY,INFOSYS LTD.,21 Oct 2010,Interim Dividend - Rs. - 10.0000,22 Oct 2010,-,-,15 Oct 2010,21 Oct 2010,-
500209,INFY,INFOSYS LTD.,21 Oct 2010,Special Dividend - Rs. - 30.0000,22 Oct 2010,-,-,15 Oct 2010,21 Oct 2010,-
500209,INFY,INFOSYS LTD.,26 May 2011,Final Dividend - Rs. - 20.0000,-,28 May 2011,11 Jun 2011,23 May 2011,26 May 2011,-
500209,INFY,INFOSYS LTD.,20 Oct 2011,Interim Dividend - Rs. - 15.0000,21 Oct 2011,-,-,14 Oct 2011,20 Oct 2011,-
500209,INFY,INFOSYS LTD.,24 May 2012,Final Dividend - Rs. - 22.0000,-,26 May 2012,09 Jun 2012,21 May 2012,24 May 2012,-
500209,INFY,INFOSYS LTD.,24 May 2012,Special Dividend - Rs. - 10.0000,-,26 May 2012,09 Jun 2012,21 May 2012,24 May 2012,-
500209,INFY,INFOSYS LTD.,18 Oct 2012,Interim Dividend - Rs. - 15.0000,19 Oct 2012,-,-,12 Oct 2012,18 Oct 2012,-
500209,INFY,INFOSYS LTD.,30 May 2013,Final Dividend - Rs. - 27.0000,-,01 Jun 2013,15 Jun 2013,27 May 2013,30 May 2013,17 Jun 2013
500209,INFY,INFOSYS LTD.,17 Oct 2013,Interim Dividend - Rs. - 20.0000,18 Oct 2013,-,-,10 Oct 2013,17 Oct 2013,21 Oct 2013
500209,INFY,INFOSYS LTD.,29 May 2014,Final Dividend - Rs. - 43.0000,-,31 May 2014,14 Jun 2014,26 May 2014,29 May 2014,16 Jun 2014
500209,INFY,INFOSYS LTD.,16 Oct 2014,Interim Dividend - Rs. - 30.0000,17 Oct 2014,-,-,10 Oct 2014,16 Oct 2014,20 Oct 2014
500209,INFY,INFOSYS LTD.,02 Dec 2014,Bonus issue 1:1,03 Dec 2014,-,-,26 Nov 2014,02 Dec 2014,-
500209,INFY,INFOSYS LTD.,15 Jun 2015,Bonus issue 1:1,-,17 Jun 2015,17 Jun 2015,10 Jun 2015,16 Jun 2015,-
500209,INFY,INFOSYS LTD.,15 Jun 2015,Final Dividend - Rs. - 29.5000,-,17 Jun 2015,17 Jun 2015,10 Jun 2015,16 Jun 2015,-
500209,INFY,INFOSYS LTD.,16 Oct 2015,Interim Dividend - Rs. - 10.0000,19 Oct 2015,-,-,12 Oct 2015,16 Oct 2015,-
500209,INFY,INFOSYS LTD.,09 Jun 2016,Final Dividend - Rs. - 14.2500,-,11 Jun 2016,11 Jun 2016,06 Jun 2016,09 Jun 2016,-
500209,INFY,INFOSYS LTD.,21 Oct 2016,Interim Dividend - Rs. - 11.0000,24 Oct 2016,-,-,17 Oct 2016,21 Oct 2016,-
