Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500387,SHREECEM,SHREE CEMENT LTD.,04 Oct 2001,Dividend - Rs. - 1.0000,-,19 Oct 2001,24 Oct 2001,04 Oct 2001,17 Oct 2001,-
500387,SHREECEM,SHREE CEMENT LTD.,10 Jul 2008,Dividend - Rs. - 8.0000,-,14 Jul 2008,18 Jul 2008,07 Jul 2008,11 Jul 2008,-
500387,SHREECEM,SHREE CEMENT LTD.,04 May 2009,Interim Dividend - Rs. - 5.0000,05 May 2009,-,-,24 Apr 2009,04 May 2009,-
500387,SHREECEM,SHREE CEMENT LTD.,16 Jul 2009,Dividend - Rs. - 5.0000,-,20 Jul 2009,24 Jul 2009,13 Jul 2009,17 Jul 2009,-
500387,SHREECEM,SHREE CEMENT LTD.,25 Jan 2010,Interim Dividend - Rs. - 5.0000,27 Jan 2010,-,-,19 Jan 2010,25 Jan 2010,-
500387,SHREECEM,SHREE CEMENT LTD.,05 Aug 2010,Final Dividend - Rs. - 8.0000,-,09 Aug 2010,14 Aug 2010,02 Aug 2010,06 Aug 2010,-
500387,SHREECEM,SHREE CEMENT LTD.,04 Feb 2011,Interim Dividend - Rs. - 6.0000,07 Feb 2011,-,-,31 Jan 2011,04 Feb 2011,-
500387,SHREECEM,SHREE CEMENT LTD.,21 Jul 2011,Final Dividend - Rs. - 8.0000,-,25 Jul 2011,01 Aug 2011,18 Jul 2011,22 Jul 2011,-
500387,SHREECEM,SHREE CEMENT LTD.,27 Jan 2012,Interim Dividend - Rs. - 6.0000,30 Jan 2012,-,-,20 Jan 2012,27 Jan 2012,-
500387,SHREECEM,SHREE CEMENT LTD.,18 May 2012,Interim Dividend - Rs. - 6.0000,21 May 2012,-,-,14 May 2012,18 May 2012,-
500387,SHREECEM,SHREE CEMENT LTD.,08 Oct 2012,Final Dividend - Rs. - 8.0000,-,10 Oct 2012,16 Oct 2012,03 Oct 2012,09 Oct 2012,-
500387,SHREECEM,SHREE CEMENT LTD.,03 May 2013,Interim Dividend - Rs. - 8.0000,06 May 2013,-,-,26 Apr 2013,03 May 2013,-
500387,SHREECEM,SHREE CEMENT LTD.,17 Oct 2013,Final Dividend - Rs. - 12.0000,-,21 Oct 2013,25 Oct 2013,11 Oct 2013,18 Oct 2013,-
500387,SHREECEM,SHREE CEMENT LTD.,31 Jan 2014,Interim Dividend - Rs. - 10.0000,03 Feb 2014,-,-,27 Jan 2014,31 Jan 2014,-
500387,SHREECEM,SHREE CEMENT LTD.,28 Aug 2014,Interim Dividend - Rs. - 10.0000,01 Sep 2014,-,-,22 Aug 2014,28 Aug 2014,-
500387,SHREECEM,SHREE CEMENT LTD.,28 Aug 2014,Interim Dividend - Rs. - 12.0000,01 Sep 2014,-,-,22 Aug 2014,28 Aug 2014,-
500387,SHREECEM,SHREE CEMENT LTD.,05 Nov 2015,Final Dividend - Rs. - 14.0000,-,07 Nov 2015,14 Nov 2015,02 Nov 2015,05 Nov 2015,-
500387,SHREECEM,SHREE CEMENT LTD.,10 Feb 2016,Interim Dividend - Rs. - 12.0000,11 Feb 2016,-,-,04 Feb 2016,10 Feb 2016,-
500387,SHREECEM,SHREE CEMENT LTD.,17 Mar 2016,Interim Dividend - Rs. - 12.0000,18 Mar 2016,-,-,11 Mar 2016,17 Mar 2016,-
500387,SHREECEM,SHREE CEMENT LTD.,22 Aug 2016,Interim Dividend - Rs. - 16.0000,23 Aug 2016,-,-,12 Aug 2016,22 Aug 2016,-
500387,SHREECEM,SHREE CEMENT LTD.,06 Feb 2017,Special Dividend - Rs. - 100.0000,07 Feb 2017,-,-,31 Jan 2017,06 Feb 2017,-
500387,SHREECEM,SHREE CEMENT LTD.,21 Jul 2017,Final Dividend - Rs. - 24.0000,-,25 Jul 2017,31 Jul 2017,18 Jul 2017,24 Jul 2017,-
500387,SHREECEM,SHREE CEMENT LTD.,18 Jan 2018,Interim Dividend - Rs. - 20.0000,19 Jan 2018,-,-,12 Jan 2018,18 Jan 2018,-
500387,SHREECEM,SHREE CEMENT LTD.,20 Jul 2018,Final Dividend - Rs. - 30.0000,-,24 Jul 2018,30 Jul 2018,17 Jul 2018,23 Jul 2018,-
500387,SHREECEM,SHREE CEMENT LTD.,29 Jan 2019,Interim Dividend - Rs. - 25.0000,30 Jan 2019,-,-,23 Jan 2019,29 Jan 2019,-
500387,SHREECEM,SHREE CEMENT LTD.,31 Jul 2019,Final Dividend - Rs. - 35.0000,-,02 Aug 2019,09 Aug 2019,26 Jul 2019,01 Aug 2019,-
500387,SHREECEM,SHREE CEMENT LTD.,24 Feb 2020,Interim Dividend - Rs. - 110.0000,25 Feb 2020,-,-,14 Feb 2020,24 Feb 2020,-
