Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500092,CRISIL,CRISIL LTD.,18 Jun 2001,Dividend - Rs. - 5.5000,-,03 Jul 2001,10 Jul 2001,18 Jun 2001,29 Jun 2001,-
500092,CRISIL,CRISIL LTD.,14 Mar 2008,Dividend - Rs. - 25.0000,-,18 Mar 2008,19 Mar 2008,11 Mar 2008,17 Mar 2008,-
500092,CRISIL,CRISIL LTD.,31 Jul 2008,Interim Dividend - Rs. - 10.0000,01 Aug 2008,-,-,25 Jul 2008,31 Jul 2008,-
500092,CRISIL,CRISIL LTD.,31 Oct 2008,Interim Dividend - Rs. - 25.0000,03 Nov 2008,-,-,24 Oct 2008,31 Oct 2008,-
500092,CRISIL,CRISIL LTD.,20 Mar 2009,Dividend - Rs. - 35.0000,-,24 Mar 2009,25 Mar 2009,17 Mar 2009,23 Mar 2009,-
500092,CRISIL,CRISIL LTD.,05 May 2009,Interim Dividend - Rs. - 25.0000,06 May 2009,-,-,27 Apr 2009,05 May 2009,-
500092,CRISIL,CRISIL LTD.,31 Jul 2009,Interim Dividend - Rs. - 25.0000,03 Aug 2009,-,-,27 Jul 2009,31 Jul 2009,-
500092,CRISIL,CRISIL LTD.,05 Nov 2009,Interim Dividend - Rs. - 25.0000,06 Nov 2009,-,-,29 Oct 2009,05 Nov 2009,-
500092,CRISIL,CRISIL LTD.,12 Mar 2010,Dividend - Rs. - 25.0000,-,17 Mar 2010,18 Mar 2010,10 Mar 2010,16 Mar 2010,-
500092,CRISIL,CRISIL LTD.,22 Apr 2010,Interim Dividend - Rs. - 125.0000,23 Apr 2010,-,-,16 Apr 2010,22 Apr 2010,-
500092,CRISIL,CRISIL LTD.,28 Jul 2010,Interim Dividend - Rs. - 25.0000,29 Jul 2010,-,-,22 Jul 2010,28 Jul 2010,-
500092,CRISIL,CRISIL LTD.,22 Oct 2010,Interim Dividend - Rs. - 25.0000,25 Oct 2010,-,-,18 Oct 2010,22 Oct 2010,-
500092,CRISIL,CRISIL LTD.,14 Mar 2011,Final Dividend - Rs. - 25.0000,-,16 Mar 2011,17 Mar 2011,09 Mar 2011,15 Mar 2011,-
500092,CRISIL,CRISIL LTD.,20 Apr 2011,Interim Dividend - Rs. - 27.5000,22 Apr 2011,-,-,15 Apr 2011,20 Apr 2011,-
500092,CRISIL,CRISIL LTD.,26 Jul 2011,Interim Dividend - Rs. - 27.5000,27 Jul 2011,-,-,20 Jul 2011,26 Jul 2011,-
500092,CRISIL,CRISIL LTD.,28 Sep 2011,Stock  Split From Rs.10/- to Rs.1/-,30 Sep 2011,-,-,23 Sep 2011,28 Sep 2011,-
500092,CRISIL,CRISIL LTD.,28 Oct 2011,Interim Dividend - Rs. - 2.7500,31 Oct 2011,-,-,20 Oct 2011,28 Oct 2011,-
500092,CRISIL,CRISIL LTD.,13 Mar 2012,Final Dividend - Rs. - 2.7500,-,15 Mar 2012,16 Mar 2012,07 Mar 2012,14 Mar 2012,-
500092,CRISIL,CRISIL LTD.,24 Apr 2012,Interim Dividend - Rs. - 3.0000,25 Apr 2012,-,-,18 Apr 2012,24 Apr 2012,-
500092,CRISIL,CRISIL LTD.,24 Apr 2012,Special Dividend - Rs. - 3.0000,25 Apr 2012,-,-,18 Apr 2012,24 Apr 2012,-
500092,CRISIL,CRISIL LTD.,23 Jul 2012,Interim Dividend - Rs. - 3.0000,24 Jul 2012,-,-,17 Jul 2012,23 Jul 2012,-
500092,CRISIL,CRISIL LTD.,23 Oct 2012,Interim Dividend - Rs. - 3.0000,26 Oct 2012,-,-,18 Oct 2012,23 Oct 2012,-
500092,CRISIL,CRISIL LTD.,12 Mar 2013,Final Dividend - Rs. - 4.0000,-,14 Mar 2013,15 Mar 2013,07 Mar 2013,13 Mar 2013,03 May 2013
500092,CRISIL,CRISIL LTD.,25 Apr 2013,Interim Dividend - Rs. - 3.0000,26 Apr 2013,-,-,17 Apr 2013,25 Apr 2013,10 May 2013
500092,CRISIL,CRISIL LTD.,07 Aug 2013,Interim Dividend - Rs. - 3.0000,08 Aug 2013,-,-,01 Aug 2013,07 Aug 2013,16 Aug 2013
500092,CRISIL,CRISIL LTD.,24 Oct 2013,Interim Dividend - Rs. - 3.0000,25 Oct 2013,-,-,18 Oct 2013,24 Oct 2013,01 Nov 2013
500092,CRISIL,CRISIL LTD.,11 Mar 2014,Final Dividend - Rs. - 4.0000,-,13 Mar 2014,14 Mar 2014,06 Mar 2014,12 Mar 2014,02 May 2014
500092,CRISIL,CRISIL LTD.,11 Mar 2014,Special Dividend - Rs. - 6.0000,-,13 Mar 2014,14 Mar 2014,06 Mar 2014,12 Mar 2014,02 May 2014
500092,CRISIL,CRISIL LTD.,25 Apr 2014,Interim Dividend - Rs. - 3.0000,28 Apr 2014,-,-,17 Apr 2014,25 Apr 2014,10 May 2014
500092,CRISIL,CRISIL LTD.,24 Jul 2014,Interim Dividend - Rs. - 3.0000,25 Jul 2014,-,-,18 Jul 2014,24 Jul 2014,07 Aug 2014
500092,CRISIL,CRISIL LTD.,22 Oct 2014,Interim Dividend - Rs. - 4.0000,27 Oct 2014,-,-,17 Oct 2014,23 Oct 2014,07 Nov 2014
500092,CRISIL,CRISIL LTD.,10 Mar 2015,Final Dividend - Rs. - 6.0000,-,12 Mar 2015,13 Mar 2015,04 Mar 2015,11 Mar 2015,05 May 2015
500092,CRISIL,CRISIL LTD.,10 Mar 2015,Special Dividend - Rs. - 4.0000,-,12 Mar 2015,13 Mar 2015,04 Mar 2015,11 Mar 2015,05 May 2015
500092,CRISIL,CRISIL LTD.,23 Apr 2015,Interim Dividend - Rs. - 4.0000,24 Apr 2015,-,-,17 Apr 2015,23 Apr 2015,12 May 2015
500092,CRISIL,CRISIL LTD.,23 Jul 2015,Interim Dividend - Rs. - 4.0000,24 Jul 2015,-,-,17 Jul 2015,23 Jul 2015,-
500092,CRISIL,CRISIL LTD.,21 Oct 2015,Interim Dividend - Rs. - 5.0000,23 Oct 2015,-,-,15 Oct 2015,21 Oct 2015,-
500092,CRISIL,CRISIL LTD.,08 Mar 2016,Final Dividend - Rs. - 7.0000,-,10 Mar 2016,11 Mar 2016,02 Mar 2016,09 Mar 2016,-
500092,CRISIL,CRISIL LTD.,08 Mar 2016,Special Dividend - Rs. - 3.0000,-,10 Mar 2016,11 Mar 2016,02 Mar 2016,09 Mar 2016,-
500092,CRISIL,CRISIL LTD.,28 Apr 2016,Interim Dividend - Rs. - 5.0000,29 Apr 2016,-,-,22 Apr 2016,28 Apr 2016,-
500092,CRISIL,CRISIL LTD.,28 Jul 2016,Interim Dividend - Rs. - 6.0000,29 Jul 2016,-,-,22 Jul 2016,28 Jul 2016,-
500092,CRISIL,CRISIL LTD.,21 Oct 2016,Interim Dividend - Rs. - 7.0000,24 Oct 2016,-,-,17 Oct 2016,21 Oct 2016,-
500092,CRISIL,CRISIL LTD.,21 Mar 2017,Dividend - Rs. - 9.0000,-,23 Mar 2017,24 Mar 2017,16 Mar 2017,22 Mar 2017,-
500092,CRISIL,CRISIL LTD.,03 May 2017,Interim Dividend - Rs. - 6.0000,04 May 2017,-,-,26 Apr 2017,03 May 2017,-
500092,CRISIL,CRISIL LTD.,27 Jul 2017,Interim Dividend - Rs. - 6.0000,28 Jul 2017,-,-,21 Jul 2017,27 Jul 2017,-
500092,CRISIL,CRISIL LTD.,31 Oct 2017,Interim Dividend - Rs. - 6.0000,01 Nov 2017,-,-,25 Oct 2017,31 Oct 2017,-
500092,CRISIL,CRISIL LTD.,27 Mar 2018,Final Dividend - Rs. - 10.0000,-,02 Apr 2018,03 Apr 2018,22 Mar 2018,28 Mar 2018,-
500092,CRISIL,CRISIL LTD.,03 May 2018,Interim Dividend - Rs. - 6.0000,04 May 2018,-,-,25 Apr 2018,03 May 2018,-
500092,CRISIL,CRISIL LTD.,27 Jul 2018,Interim Dividend - Rs. - 6.0000,30 Jul 2018,-,-,23 Jul 2018,27 Jul 2018,-
500092,CRISIL,CRISIL LTD.,29 Oct 2018,Interim Dividend - Rs. - 7.0000,30 Oct 2018,-,-,23 Oct 2018,29 Oct 2018,-
500092,CRISIL,CRISIL LTD.,28 Mar 2019,Final Dividend - Rs. - 11.0000,-,02 Apr 2019,03 Apr 2019,26 Mar 2019,01 Apr 2019,-
500092,CRISIL,CRISIL LTD.,06 May 2019,Interim Dividend - Rs. - 6.0000,07 May 2019,-,-,26 Apr 2019,06 May 2019,-
500092,CRISIL,CRISIL LTD.,06 Aug 2019,Interim Dividend - Rs. - 6.0000,07 Aug 2019,-,-,31 Jul 2019,06 Aug 2019,-
500092,CRISIL,CRISIL LTD.,21 Nov 2019,Interim Dividend - Rs. - 7.0000,22 Nov 2019,-,-,15 Nov 2019,21 Nov 2019,-
500092,CRISIL,CRISIL LTD.,31 Mar 2020,Final Dividend - Rs. - 13.0000,-,07 Apr 2020,08 Apr 2020,26 Mar 2020,03 Apr 2020,-
500092,CRISIL,CRISIL LTD.,04 May 2020,Interim Dividend - Rs. - 6.0000,05 May 2020,-,-,27 Apr 2020,04 May 2020,-
500092,CRISIL,CRISIL LTD.,04 Aug 2020,Interim Dividend - Rs. - 6.0000,05 Aug 2020,-,-,29 Jul 2020,04 Aug 2020,-
500092,CRISIL,CRISIL LTD.,02 Nov 2020,Interim Dividend - Rs. - 7.0000,03 Nov 2020,-,-,26 Oct 2020,02 Nov 2020,-
500092,CRISIL,CRISIL LTD.,30 Mar 2021,Final Dividend - Rs. - 14.0000,-,01 Apr 2021,02 Apr 2021,24 Mar 2021,30 Mar 2021,-
