Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,30 Aug 2000,Final Dividend - Rs. - 1.5000,-,15 Sep 2000,30 Sep 2000,30 Aug 2000,13 Sep 2000,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,03 Sep 2001,Dividend - Rs. - 5.0000,-,17 Sep 2001,27 Sep 2001,03 Sep 2001,14 Sep 2001,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,20 Jun 2005,Bonus issue 1:2,25 Jun 2005,-,-,20 Jun 2005,23 Jun 2005,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,20 Jun 2005,-,25 Jun 2005,-,-,20 Jun 2005,23 Jun 2005,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,03 Aug 2007,Interim Dividend - Rs. - 2.5000,06 Aug 2007,-,-,30 Jul 2007,03 Aug 2007,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,14 Feb 2008,Final Dividend - Rs. - 1.0000,-,16 Feb 2008,29 Feb 2008,11 Feb 2008,14 Feb 2008,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,08 Aug 2008,Interim Dividend - Rs. - 1.2000,11 Aug 2008,-,-,04 Aug 2008,08 Aug 2008,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,19 Feb 2009,Final Dividend - Rs. - 1.0000,-,21 Feb 2009,02 Mar 2009,16 Feb 2009,19 Feb 2009,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,04 Aug 2009,Interim Dividend - Rs. - 1.2000,05 Aug 2009,-,-,29 Jul 2009,04 Aug 2009,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,18 Feb 2010,Final Dividend - Rs. - 1.2000,-,20 Feb 2010,05 Mar 2010,15 Feb 2010,18 Feb 2010,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,05 Aug 2010,Interim Dividend - Rs. - 1.2000,06 Aug 2010,-,-,30 Jul 2010,05 Aug 2010,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,11 Feb 2011,Final Dividend - Rs. - 1.4000,-,15 Feb 2011,22 Feb 2011,08 Feb 2011,11 Feb 2011,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,08 Aug 2011,Interim Dividend - Rs. - 1.4000,09 Aug 2011,-,-,02 Aug 2011,08 Aug 2011,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,13 Feb 2012,Final Dividend - Rs. - 1.8000,-,15 Feb 2012,22 Feb 2012,08 Feb 2012,14 Feb 2012,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,30 Jul 2012,Interim Dividend - Rs. - 1.4000,31 Jul 2012,-,-,24 Jul 2012,30 Jul 2012,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,18 Feb 2013,Final Dividend - Rs. - 2.2000,-,21 Feb 2013,28 Feb 2013,13 Feb 2013,20 Feb 2013,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,30 Jul 2013,Interim Dividend - Rs. - 1.4000,31 Jul 2013,-,-,24 Jul 2013,30 Jul 2013,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,12 Feb 2014,Final Dividend - Rs. - 2.2000,-,14 Feb 2014,21 Feb 2014,07 Feb 2014,13 Feb 2014,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,30 Jul 2014,Interim Dividend - Rs. - 1.8000,31 Jul 2014,-,-,23 Jul 2014,30 Jul 2014,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,02 Mar 2015,Final Dividend - Rs. - 3.2000,-,04 Mar 2015,11 Mar 2015,25 Feb 2015,03 Mar 2015,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,31 Jul 2015,Interim Dividend - Rs. - 1.6000,03 Aug 2015,-,-,27 Jul 2015,31 Jul 2015,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,22 Feb 2016,Final Dividend - Rs. - 1.2000,-,24 Feb 2016,29 Feb 2016,16 Feb 2016,23 Feb 2016,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,02 Aug 2016,Interim Dividend - Rs. - 1.6000,03 Aug 2016,-,-,27 Jul 2016,02 Aug 2016,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,16 Mar 2017,Final Dividend - Rs. - 1.2000,-,20 Mar 2017,24 Mar 2017,10 Mar 2017,17 Mar 2017,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,02 Aug 2017,Interim Dividend - Rs. - 1.6000,03 Aug 2017,-,-,27 Jul 2017,02 Aug 2017,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,05 Apr 2018,Final Dividend - Rs. - 2.0000,-,09 Apr 2018,13 Apr 2018,28 Mar 2018,06 Apr 2018,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,27 Feb 2019,Final Dividend - Rs. - 1.5000,-,01 Mar 2019,08 Mar 2019,22 Feb 2019,28 Feb 2019,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,03 Apr 2020,Final Dividend,07 Apr 2020,-,-,26 Mar 2020,03 Apr 2020,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,19 May 2020,Interim Dividend - Rs. - 1.5000,20 May 2020,-,-,13 May 2020,19 May 2020,-
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,05 Nov 2020,Interim Dividend - Rs. - 17.0000,06 Nov 2020,-,-,29 Oct 2020,05 Nov 2020,-
