Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
500182,HEROMOTOCO,HERO MOTOCORP LTD.,12 Mar 2001,-,26 Mar 2001,-,-,12 Mar 2001,22 Mar 2001,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,17 Jul 2001,Dividend - Rs. - 3.0000,-,01 Aug 2001,10 Aug 2001,17 Jul 2001,30 Jul 2001,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,22 Oct 2001,Interim Dividend - Rs. - 5.0000,07 Nov 2001,-,-,22 Oct 2001,05 Nov 2001,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,10 Jul 2007,Dividend - Rs. - 17.0000,-,12 Jul 2007,24 Jul 2007,05 Jul 2007,11 Jul 2007,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,09 Sep 2008,Dividend - Rs. - 19.0000,-,11 Sep 2008,25 Sep 2008,04 Sep 2008,10 Sep 2008,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,28 Aug 2009,Dividend - Rs. - 20.0000,-,01 Sep 2009,04 Sep 2009,25 Aug 2009,31 Aug 2009,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,13 Apr 2010,Interim Dividend - Rs. - 80.0000,15 Apr 2010,-,-,07 Apr 2010,13 Apr 2010,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,30 Aug 2010,Dividend - Rs. - 30.0000,-,01 Sep 2010,03 Sep 2010,25 Aug 2010,31 Aug 2010,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,20 Apr 2011,Interim Dividend - Rs. - 70.0000,21 Apr 2011,-,-,13 Apr 2011,20 Apr 2011,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,25 Aug 2011,Final Dividend - Rs. - 35.0000,-,27 Aug 2011,31 Aug 2011,22 Aug 2011,25 Aug 2011,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,07 Aug 2012,Final Dividend - Rs. - 45.0000,-,09 Aug 2012,17 Aug 2012,02 Aug 2012,08 Aug 2012,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,03 Sep 2013,Dividend - Rs. - 60.0000,-,05 Sep 2013,11 Sep 2013,29 Aug 2013,04 Sep 2013,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,03 Jul 2014,Dividend - Rs. - 65.0000,-,05 Jul 2014,09 Jul 2014,27 Jun 2014,03 Jul 2014,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,08 Aug 2014,Interim Dividend - Rs. - 30.0000,11 Aug 2014,-,-,04 Aug 2014,08 Aug 2014,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,01 Jun 2015,Final Dividend - Rs. - 30.0000,-,03 Jun 2015,06 Jun 2015,27 May 2015,02 Jun 2015,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,21 Mar 2016,Interim Dividend - Rs. - 40.0000,22 Mar 2016,-,-,15 Mar 2016,21 Mar 2016,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,15 Sep 2016,Final Dividend - Rs. - 32.0000,-,17 Sep 2016,23 Sep 2016,09 Sep 2016,15 Sep 2016,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,16 Mar 2017,Interim Dividend - Rs. - 55.0000,18 Mar 2017,-,-,10 Mar 2017,16 Mar 2017,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,30 Jun 2017,Final Dividend - Rs. - 30.0000,-,04 Jul 2017,14 Jul 2017,27 Jun 2017,03 Jul 2017,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,15 Feb 2018,Interim Dividend - Rs. - 55.0000,17 Feb 2018,-,-,09 Feb 2018,14 Feb 2018,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,11 Jul 2018,Final Dividend - Rs. - 40.0000,-,13 Jul 2018,24 Jul 2018,06 Jul 2018,12 Jul 2018,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,11 Feb 2019,Interim Dividend - Rs. - 55.0000,12 Feb 2019,-,-,05 Feb 2019,11 Feb 2019,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,16 Jul 2019,Final Dividend - Rs. - 32.0000,-,18 Jul 2019,29 Jul 2019,11 Jul 2019,17 Jul 2019,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,17 Feb 2020,Interim Dividend - Rs. - 65.0000,18 Feb 2020,-,-,11 Feb 2020,14 Feb 2020,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,30 Jul 2020,Final Dividend - Rs. - 25.0000,-,03 Aug 2020,12 Aug 2020,27 Jul 2020,31 Jul 2020,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,15 Feb 2021,Interim Dividend - Rs. - 65.0000,16 Feb 2021,-,-,09 Feb 2021,15 Feb 2021,-
500182,HEROMOTOCO,HERO MOTOCORP LTD.,15 Feb 2021,Special Dividend - Rs. - 5.0000,16 Feb 2021,-,-,09 Feb 2021,15 Feb 2021,-
