root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,rate_of_growth,metric,n_neighbors,weights,algorithm
0.6999520597198355,0.4899328859060403,0.4899328859060403,0.5100671140939598,0.46938775510204084,0.19382022471910113,0.27435387673956263,"[[311  78]
 [287  69]]",0.001,euclidean,30,uniform,ball_tree
0.6765486832485664,0.4577181208053691,0.4577181208053691,0.5422818791946309,0.4421052631578947,0.12727272727272726,0.1976470588235294,"[[362  53]
 [288  42]]",0.002,euclidean,24,uniform,ball_tree
0.6292639782813061,0.3959731543624161,0.3959731543624161,0.6040268456375839,0.5833333333333334,0.02356902356902357,0.045307443365695796,"[[443   5]
 [290   7]]",0.003,euclidean,75,distance,ball_tree
0.603123858972388,0.363758389261745,0.363758389261745,0.636241610738255,0.6666666666666666,0.014652014652014652,0.028673835125448032,"[[470   2]
 [269   4]]",0.004,euclidean,68,uniform,ball_tree
0.5827497880190448,0.3395973154362416,0.3395973154362416,0.6604026845637584,0.6,0.023529411764705882,0.045283018867924525,"[[486   4]
 [249   6]]",0.005,manhattan,38,uniform,ball_tree
