root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,rate_of_growth,metric,n_neighbors,weights,algorithm
0.698472674962953,0.4878640776699029,0.4878640776699029,0.5121359223300971,0.518840579710145,0.43132530120481927,0.4710526315789474,"[[243 166]
 [236 179]]",0.001,manhattan,16,uniform,ball_tree
0.6923647391648675,0.47936893203883496,0.47936893203883496,0.5206310679611651,0.50814332247557,0.39,0.4413012729844413,"[[273 151]
 [244 156]]",0.002,manhattan,16,uniform,ball_tree
0.6923647391648675,0.47936893203883496,0.47936893203883496,0.5206310679611651,0.45132743362831856,0.1328125,0.20523138832997984,"[[378  62]
 [333  51]]",0.003,manhattan,103,uniform,ball_tree
0.6773019002466107,0.4587378640776699,0.4587378640776699,0.5412621359223301,0.37142857142857144,0.03523035230352303,0.06435643564356436,"[[433  22]
 [356  13]]",0.004,manhattan,100,uniform,ball_tree
0.6508023427434695,0.42354368932038833,0.42354368932038833,0.5764563106796117,0.5,0.02005730659025788,0.038567493112947666,"[[468   7]
 [342   7]]",0.005,euclidean,101,uniform,ball_tree
