root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,rate_of_growth,metric,n_neighbors,weights,algorithm
0.6736546767866917,0.45381062355658197,0.45381062355658197,0.546189376443418,0.5188679245283019,0.4074074074074074,0.4564315352697095,"[[308 153]
 [240 165]]",0.001,euclidean,32,distance,ball_tree
0.6684924959115617,0.4468822170900693,0.4468822170900693,0.5531177829099307,0.46825396825396826,0.15567282321899736,0.2336633663366337,"[[420  67]
 [320  59]]",0.002,manhattan,70,uniform,ball_tree
0.6562895209698788,0.43071593533487296,0.43071593533487296,0.569284064665127,0.3584905660377358,0.05307262569832402,0.09245742092457421,"[[474  34]
 [339  19]]",0.003,euclidean,76,uniform,ball_tree
0.6474323062869342,0.41916859122401845,0.41916859122401845,0.5808314087759815,0.4041095890410959,0.1761194029850746,0.24532224532224534,"[[444  87]
 [276  59]]",0.004,manhattan,6,uniform,ball_tree
0.6011920414224942,0.36143187066974597,0.36143187066974597,0.6385681293302541,0.45454545454545453,0.016025641025641024,0.03095975232198142,"[[548   6]
 [307   5]]",0.005,manhattan,58,uniform,ball_tree
