root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,rate_of_growth,metric,n_neighbors,weights,algorithm
0.6942101345006233,0.4819277108433735,0.4819277108433735,0.5180722891566265,0.4745762711864407,0.36363636363636365,0.411764705882353,"[[290 155]
 [245 140]]",0.001,manhattan,96,uniform,ball_tree
0.6907303625402171,0.4771084337349398,0.4771084337349398,0.5228915662650603,0.39766081871345027,0.1883656509695291,0.2556390977443609,"[[366 103]
 [293  68]]",0.002,euclidean,100,uniform,ball_tree
0.6594996277755921,0.43493975903614457,0.43493975903614457,0.5650602409638554,0.4,0.10495626822157435,0.16628175519630486,"[[433  54]
 [307  36]]",0.003,euclidean,85,uniform,ball_tree
0.6267145158182866,0.3927710843373494,0.3927710843373494,0.6072289156626506,0.3333333333333333,0.03492063492063492,0.06321839080459771,"[[493  22]
 [304  11]]",0.004,manhattan,71,uniform,ball_tree
0.6032042951494518,0.363855421686747,0.363855421686747,0.636144578313253,0.16666666666666666,0.003355704697986577,0.006578947368421053,"[[527   5]
 [297   1]]",0.005,euclidean,80,uniform,ball_tree
