root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,rate_of_growth,metric,n_neighbors,weights,algorithm
0.717958158617738,0.5154639175257731,0.5154639175257731,0.4845360824742268,0.4948717948717949,0.48737373737373735,0.4910941475826972,"[[183 197]
 [203 193]]",0.001,euclidean,1,uniform,ball_tree
0.715260748359876,0.5115979381443299,0.5115979381443299,0.4884020618556701,0.4772117962466488,0.46842105263157896,0.4727755644090305,"[[201 195]
 [202 178]]",0.002,euclidean,1,uniform,ball_tree
0.712553126975727,0.5077319587628866,0.5077319587628866,0.49226804123711343,0.4146341463414634,0.18579234972677597,0.25660377358490566,"[[314  96]
 [298  68]]",0.003,manhattan,2,uniform,ball_tree
0.7016181591415044,0.49226804123711343,0.49226804123711343,0.5077319587628866,0.3987341772151899,0.18,0.2480314960629921,"[[331  95]
 [287  63]]",0.004,euclidean,2,uniform,ball_tree
0.6481536027698258,0.42010309278350516,0.42010309278350516,0.5798969072164949,0.5454545454545454,0.10843373493975904,0.1809045226130653,"[[414  30]
 [296  36]]",0.005,euclidean,91,distance,ball_tree
