root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,rate_of_growth,metric,n_neighbors,weights,algorithm
0.6838376478166646,0.46763392857142855,0.46763392857142855,0.5323660714285714,0.4583333333333333,0.2756892230576441,0.34428794992175266,"[[367 130]
 [289 110]]",0.001,manhattan,93,uniform,ball_tree
0.6943650748294136,0.48214285714285715,0.48214285714285715,0.5178571428571429,0.33816425120772947,0.1917808219178082,0.24475524475524474,"[[394 137]
 [295  70]]",0.002,euclidean,6,uniform,ball_tree
0.6141922686399942,0.37723214285714285,0.37723214285714285,0.6227678571428571,0.41379310344827586,0.036036036036036036,0.06629834254143646,"[[546  17]
 [321  12]]",0.003,euclidean,86,uniform,ball_tree
0.5863019699779287,0.34375,0.34375,0.65625,1.0,0.0064516129032258064,0.012820512820512822,"[[586   0]
 [308   2]]",0.004,euclidean,80,uniform,ball_tree
0.5891504173687008,0.3470982142857143,0.3470982142857143,0.6529017857142857,0.3050847457627119,0.0625,0.1037463976945245,"[[567  41]
 [270  18]]",0.005,euclidean,16,uniform,ball_tree
