root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,rate_of_growth,metric,n_neighbors,weights,algorithm
0.6205196554962162,0.38504464285714285,0.38504464285714285,0.6149553571428571,0.3107569721115538,0.312,0.31137724550898205,"[[473 173]
 [172  78]]",0.01,euclidean,1,uniform,ball_tree
0.48527422291789973,0.23549107142857142,0.23549107142857142,0.7645089285714286,0.1440677966101695,0.13385826771653545,0.13877551020408163,"[[668 101]
 [110  17]]",0.02,manhattan,1,uniform,ball_tree
0.36135904187228685,0.13058035714285715,0.13058035714285715,0.8694196428571429,0.0625,0.06557377049180328,0.064,"[[775  60]
 [ 57   4]]",0.03,euclidean,1,uniform,ball_tree
0.273453443412742,0.07477678571428571,0.07477678571428571,0.9252232142857143,0.0,0.0,0.0,"[[829  37]
 [ 30   0]]",0.04,euclidean,1,uniform,ball_tree
0.18600595228571123,0.03459821428571429,0.03459821428571429,0.9654017857142857,0.058823529411764705,0.0625,0.06060606060606061,"[[864  16]
 [ 15   1]]",0.05,manhattan,1,uniform,ball_tree
