threshold,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.43999999999999995,0.48053392658509453,0.48053392658509453,1.0,0.6491359879789632,"[[  0 467]
 [  0 432]]",25,25,adam,sigmoid,0.2,32,2,0.001
0.4099999999999999,0.4938820912124583,0.4178082191780822,0.29975429975429974,0.3490701001430615,"[[322 170]
 [285 122]]",25,25,adam,relu,0.2,32,2,0.002
0.4099999999999999,0.5328142380422692,0.41735537190082644,0.2657894736842105,0.32475884244372993,"[[378 141]
 [279 101]]",25,25,adam,relu,0.2,32,2,0.003
0.34999999999999987,0.3770856507230256,0.3770856507230256,1.0,0.5476575121163166,"[[  0 560]
 [  0 339]]",25,25,adam,sigmoid,0.2,32,2,0.004
0.30999999999999983,0.44160177975528364,0.3298059964726631,0.6051779935275081,0.42694063926940634,"[[210 380]
 [122 187]]",50,25,adam,relu,0.2,32,2,0.005
