threshold,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5,0.5044642857142857,0.5247148288973384,0.30196936542669583,0.38333333333333336,"[[314 125]
 [319 138]]",25,32,adam,relu,0.2,32,2,0.001
0.49,0.5267857142857143,0.49145299145299143,0.27380952380952384,0.3516819571865444,"[[357 119]
 [305 115]]",25,25,adam,relu,0.2,32,2,0.002
0.47,0.53125,0.4425531914893617,0.26463104325699743,0.3312101910828026,"[[372 131]
 [289 104]]",25,25,adam,relu,0.1,32,2,0.003
0.41999999999999993,0.5301339285714286,0.42474916387959866,0.3377659574468085,0.37629629629629624,"[[348 172]
 [249 127]]",25,25,adam,relu,0.2,32,2,0.004
0.3899999999999999,0.5625,0.4297872340425532,0.28133704735376047,0.34006734006734013,"[[403 134]
 [258 101]]",25,25,adam,relu,0.2,32,2,0.005
