root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,rate_of_growth
0.6657380317728401,0.44320712694877507,0.44320712694877507,0.5567928730512249,0.2571428571428571,0.2748091603053435,0.2656826568265683,"[[428 208]
 [190  72]]",100,0.001,sigmoid,0.01
0.5212628147575825,0.2717149220489978,0.2717149220489978,0.7282850779510023,0.174496644295302,0.17687074829931973,0.17567567567567569,"[[628 123]
 [121  26]]",1000,0.001,sigmoid,0.02
0.41411617319271327,0.1714922048997773,0.1714922048997773,0.8285077951002228,0.08235294117647059,0.08433734939759036,0.08333333333333334,"[[737  78]
 [ 76   7]]",1000,0.0001,sigmoid,0.03
0.2811842598248948,0.07906458797327394,0.07906458797327394,0.920935412026726,0.07407407407407407,0.041666666666666664,0.05333333333333334,"[[825  25]
 [ 46   2]]",1000,0.1,rbf,0.04
0.26486959433739155,0.07015590200445435,0.07015590200445435,0.9298440979955457,0.05714285714285714,0.0625,0.05970149253731344,"[[833  33]
 [ 30   2]]",100,0.001,sigmoid,0.05
