root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,rate_of_growth
0.5646597025732799,0.3188405797101449,0.3188405797101449,0.6811594202898551,0.2153846153846154,0.24,0.227027027027027,"[[569 153]
 [133  42]]",100,0.01,sigmoid,0.01
0.37030223577423615,0.13712374581939799,0.13712374581939799,0.862876254180602,0.08823529411764706,0.08955223880597014,0.08888888888888889,"[[768  62]
 [ 61   6]]",10,0.01,sigmoid,0.02
0.29298753307495307,0.0858416945373467,0.0858416945373467,0.9141583054626533,0.043478260869565216,0.05714285714285714,0.04938271604938271,"[[818  44]
 [ 33   2]]",100,0.0001,sigmoid,0.03
0.17349447958987207,0.030100334448160536,0.030100334448160536,0.9698996655518395,0.0,0.0,0.0,"[[870   8]
 [ 19   0]]",1000,0.1,rbf,0.04
0.14553939959299939,0.021181716833890748,0.021181716833890748,0.9788182831661093,0.0,0.0,0.0,"[[878   8]
 [ 11   0]]",1000,0.1,rbf,0.05
