root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,rate_of_growth
0.5220392971881296,0.2725250278086763,0.2725250278086763,0.7274749721913237,0.2158273381294964,0.18072289156626506,0.1967213114754098,"[[624 109]
 [136  30]]",1000,0.1,rbf,0.01
0.34660277212722007,0.12013348164627363,0.12013348164627363,0.8798665183537263,0.0425531914893617,0.03076923076923077,0.03571428571428571,"[[789  45]
 [ 63   2]]",10,0.001,sigmoid,0.02
0.2212312597720623,0.048943270300333706,0.048943270300333706,0.9510567296996663,0.0,0.0,0.0,"[[855  13]
 [ 31   0]]",100,0.1,rbf,0.03
0.14915408491089419,0.02224694104560623,0.02224694104560623,0.9777530589543938,0.0,0.0,0.0,"[[879   8]
 [ 12   0]]",1000,0.1,rbf,0.04
0.11061562988603114,0.012235817575083427,0.012235817575083427,0.9877641824249166,0.0,0.0,0.0,"[[888   6]
 [  5   0]]",1000,0.1,rbf,0.05
