root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.5411774674032025,0.29287305122494434,0.29287305122494434,0.7071269487750557,0.0,0.0,0.0,"[[635 261]
 [  2   0]]",75,100,0.01
0.3891627698918965,0.1514476614699332,0.1514476614699332,0.8485523385300668,0.0,0.0,0.0,"[[762 136]
 [  0   0]]",100,25,0.02
0.2851170978132999,0.08129175946547884,0.08129175946547884,0.9187082405345212,0.013513513513513514,1.0,0.026666666666666665,"[[824  73]
 [  0   1]]",100,25,0.03
0.2136750233185911,0.045657015590200446,0.045657015590200446,0.9543429844097996,0.0,0.0,0.0,"[[857  41]
 [  0   0]]",25,25,0.04
0.15292253159083996,0.02338530066815145,0.02338530066815145,0.9766146993318485,0.0,0.0,0.0,"[[877  21]
 [  0   0]]",50,25,0.05
0.04719291781830087,0.0022271714922048997,0.0022271714922048997,0.9977728285077951,0.0,0.0,0.0,"[[896   2]
 [  0   0]]",25,25,0.1
