root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.8716266613105939,0.7597330367074527,0.7597330367074527,0.24026696329254726,1.0,0.24026696329254726,0.3874439461883408,"[[  0   0]
 [683 216]]",25,25,0.01
0.9397891037411358,0.8832035595105673,0.8832035595105673,0.1167964404894327,1.0,0.1167964404894327,0.20916334661354583,"[[  0   0]
 [794 105]]",25,25,0.02
0.9729374807717838,0.946607341490545,0.946607341490545,0.05339265850945495,1.0,0.05339265850945495,0.10137275607180572,"[[  0   0]
 [851  48]]",25,25,0.03
0.9854333953346172,0.9710789766407119,0.9710789766407119,0.028921023359288096,1.0,0.028921023359288096,0.05621621621621622,"[[  0   0]
 [873  26]]",25,25,0.04
0.9893762711964917,0.978865406006674,0.978865406006674,0.021134593993325918,1.0,0.021134593993325918,0.04139433551198257,"[[  0   0]
 [880  19]]",25,25,0.05
