root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.8918117191315792,0.7953281423804227,0.7953281423804227,0.20467185761957732,1.0,0.20467185761957732,0.3397968605724838,"[[  0   0]
 [715 184]]",25,25,0.01
0.9550521362050637,0.9121245828698554,0.9121245828698554,0.0878754171301446,1.0,0.0878754171301446,0.16155419222903886,"[[  0   0]
 [820  79]]",25,25,0.02
0.9774999324341601,0.9555061179087876,0.9555061179087876,0.04449388209121246,1.0,0.04449388209121246,0.08519701810436635,"[[  0   0]
 [859  40]]",25,25,0.03
0.9899382571953437,0.9799777530589544,0.9799777530589544,0.020022246941045607,1.0,0.020022246941045607,0.03925845147219193,"[[  0   0]
 [881  18]]",25,25,0.04
0.9938632614323344,0.9877641824249166,0.9877641824249166,0.012235817575083427,1.0,0.012235817575083427,0.024175824175824177,"[[  0   0]
 [888  11]]",25,25,0.05
