root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.875,0.765625,0.765625,0.234375,1.0,0.234375,0.379746835443038,"[[  0   0]
 [637 195]]",25,25,0.01
0.9418169836912216,0.8870192307692307,0.8870192307692307,0.11298076923076923,1.0,0.11298076923076923,0.20302375809935205,"[[  0   0]
 [738  94]]",25,25,0.02
0.9731985329907689,0.9471153846153846,0.9471153846153846,0.052884615384615384,1.0,0.052884615384615384,0.1004566210045662,"[[  0   0]
 [788  44]]",25,25,0.03
0.9879076568493325,0.9759615384615384,0.9759615384615384,0.02403846153846154,1.0,0.02403846153846154,0.04694835680751174,"[[  0   0]
 [812  20]]",25,25,0.04
0.9921567416492215,0.984375,0.984375,0.015625,1.0,0.015625,0.03076923076923077,"[[  0   0]
 [819  13]]",25,25,0.05
