root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,threshold,features
0.5114083119567588,0.26153846153846155,0.26153846153846155,0.7384615384615385,0.7384615384615385,0.25,0.03125,0.05555555555555555,"[[95  3]
 [31  1]]",none,0.001,p_0.05,0.01,"['% Deli. Qty to Traded Qty GR', 'Beta GR']"
0.5114083119567588,0.26153846153846155,0.26153846153846155,0.7384615384615385,0.7384615384615385,0.25,0.03125,0.05555555555555555,"[[95  3]
 [31  1]]",none,0.001,p_0.1,0.01,"['% Deli. Qty to Traded Qty GR', 'Beta GR']"
0.5114083119567588,0.26153846153846155,0.26153846153846155,0.7384615384615385,0.7384615384615385,0.25,0.03125,0.05555555555555555,"[[95  3]
 [31  1]]",none,0.001,p_0.15,0.01,"['% Deli. Qty to Traded Qty GR', 'Beta GR']"
0.5114083119567588,0.26153846153846155,0.26153846153846155,0.7384615384615385,0.7384615384615385,0.25,0.03125,0.05555555555555555,"[[95  3]
 [31  1]]",none,0.001,p_0.2,0.01,"['No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Beta GR']"
0.5114083119567588,0.26153846153846155,0.26153846153846155,0.7384615384615385,0.7384615384615385,0.25,0.03125,0.05555555555555555,"[[95  3]
 [31  1]]",none,0.001,p_0.25,0.01,"['No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Beta GR']"
0.5114083119567588,0.26153846153846155,0.26153846153846155,0.7384615384615385,0.7384615384615385,0.25,0.03125,0.05555555555555555,"[[95  3]
 [31  1]]",none,0.001,f_0.1,0.01,"['Open Price GR', 'High Price GR', 'Close Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Beta GR']"
0.5114083119567588,0.26153846153846155,0.26153846153846155,0.7384615384615385,0.7384615384615385,0.25,0.03125,0.05555555555555555,"[[95  3]
 [31  1]]",none,0.001,f_0.5,0.01,"['Open Price GR', 'High Price GR', 'No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Beta GR']"
0.5114083119567588,0.26153846153846155,0.26153846153846155,0.7384615384615385,0.7384615384615385,0.25,0.03125,0.05555555555555555,"[[95  3]
 [31  1]]",none,0.001,f_1,0.01,"['High Price GR', 'No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Beta GR']"
0.5114083119567588,0.26153846153846155,0.26153846153846155,0.7384615384615385,0.7384615384615385,0.25,0.03125,0.05555555555555555,"[[95  3]
 [31  1]]",none,0.001,f_2,0.01,"['% Deli. Qty to Traded Qty GR', 'Beta GR']"
0.5114083119567588,0.26153846153846155,0.26153846153846155,0.7384615384615385,0.7384615384615385,0.25,0.03125,0.05555555555555555,"[[95  3]
 [31  1]]",none,0.001,f_5,0.01,['Beta GR']
0.38230072737812854,0.14615384615384616,0.14615384615384616,0.8538461538461538,0.8538461538461538,0.0,0.0,0.0,"[[111   1]
 [ 18   0]]",none,0.001,p_0.01,0.02,['Beta GR']
0.38230072737812854,0.14615384615384616,0.14615384615384616,0.8538461538461538,0.8538461538461538,0.0,0.0,0.0,"[[111   1]
 [ 18   0]]",none,0.001,p_0.05,0.02,"['No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Beta GR']"
0.38230072737812854,0.14615384615384616,0.14615384615384616,0.8538461538461538,0.8538461538461538,0.0,0.0,0.0,"[[111   1]
 [ 18   0]]",none,0.001,p_0.1,0.02,"['No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Beta GR']"
0.38230072737812854,0.14615384615384616,0.14615384615384616,0.8538461538461538,0.8538461538461538,0.0,0.0,0.0,"[[111   1]
 [ 18   0]]",none,0.001,p_0.15,0.02,"['No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Beta GR']"
0.38230072737812854,0.14615384615384616,0.14615384615384616,0.8538461538461538,0.8538461538461538,0.0,0.0,0.0,"[[111   1]
 [ 18   0]]",none,0.001,p_0.2,0.02,"['No.of Shares GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Beta GR']"
