root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,confusion matrix,penalty,C,p_f_value,threshold,features
0.531381286298804,0.28236607142857145,0.28236607142857145,0.7176339285714286,0.7176339285714286,0.2,0.004,0.00784313725490196,"[[642   4]
 [249   1]]",none,0.001,p_0.05,0.01,"['Beta GR', 'Dividend Value GR']"
0.531381286298804,0.28236607142857145,0.28236607142857145,0.7176339285714286,0.7176339285714286,0.2,0.004,0.00784313725490196,"[[642   4]
 [249   1]]",none,0.001,p_0.1,0.01,"['Beta GR', 'Dividend Value GR']"
0.531381286298804,0.28236607142857145,0.28236607142857145,0.7176339285714286,0.7176339285714286,0.2,0.004,0.00784313725490196,"[[642   4]
 [249   1]]",none,0.001,p_0.15,0.01,"['Beta GR', 'Dividend Value GR', 'Expenditure GR']"
0.531381286298804,0.28236607142857145,0.28236607142857145,0.7176339285714286,0.7176339285714286,0.2,0.004,0.00784313725490196,"[[642   4]
 [249   1]]",none,0.001,p_0.2,0.01,"['Low Price GR', 'No. of Trades GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR']"
0.531381286298804,0.28236607142857145,0.28236607142857145,0.7176339285714286,0.7176339285714286,0.2,0.004,0.00784313725490196,"[[642   4]
 [249   1]]",none,0.001,p_0.25,0.01,"['Low Price GR', 'No. of Trades GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR']"
0.5303300858899106,0.28125,0.28125,0.71875,0.71875,0.25,0.004,0.007874015748031496,"[[643   3]
 [249   1]]",l2,10.0,f_0.1,0.01,"['Open Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR']"
0.531381286298804,0.28236607142857145,0.28236607142857145,0.7176339285714286,0.7176339285714286,0.2,0.004,0.00784313725490196,"[[642   4]
 [249   1]]",none,0.001,f_0.5,0.01,"['Open Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR']"
0.531381286298804,0.28236607142857145,0.28236607142857145,0.7176339285714286,0.7176339285714286,0.2,0.004,0.00784313725490196,"[[642   4]
 [249   1]]",none,0.001,f_1,0.01,"['Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Beta GR', 'Dividend Value GR', 'Expenditure GR']"
0.531381286298804,0.28236607142857145,0.28236607142857145,0.7176339285714286,0.7176339285714286,0.2,0.004,0.00784313725490196,"[[642   4]
 [249   1]]",none,0.001,f_2,0.01,"['Beta GR', 'Dividend Value GR', 'Expenditure GR']"
0.531381286298804,0.28236607142857145,0.28236607142857145,0.7176339285714286,0.7176339285714286,0.2,0.004,0.00784313725490196,"[[642   4]
 [249   1]]",none,0.001,f_5,0.01,['Beta GR']
