SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500148,UFLEX LTD   ,A ,Q,357.00,364.50,355.30,362.55,363.50,351.35,918,27214,9811415.00,
500150,FOSECO INDIA,B ,Q,1302.00,1302.00,1254.50,1283.90,1285.50,1307.00,98,567,721939.00,
500151,GOLDEN TOB  ,B ,Q,46.70,46.70,45.90,45.95,46.00,46.15,22,536,24727.00,
500153,GANESH BENZO,X ,Q,61.95,63.90,61.50,61.85,62.00,61.95,278,33509,2083120.00,
500159,METROGLOBL  ,X ,Q,55.00,58.00,53.55,56.85,56.85,54.00,40,4324,241765.00,
500160,GTL LTD.    ,B ,Q,6.70,7.08,6.64,7.05,7.07,6.75,5947,120491,839349.00,
500163,GODFREY PH  ,A ,Q,923.90,936.00,918.00,928.25,922.00,917.50,575,6799,6310502.00,
500164,GODREJ IND  ,A ,Q,448.90,452.30,445.60,448.70,445.60,449.75,245,7015,3148020.00,
500165,KANSAI NERO ,A ,Q,596.00,596.00,577.25,579.85,578.95,585.35,755,9683,5642250.00,
500166,GOODRICKE   ,X ,Q,231.35,239.95,231.00,232.25,232.25,234.75,406,26501,6186578.00,
500168,GOODYEAR (I),A ,Q,976.70,1003.15,976.70,999.35,999.35,976.70,873,9327,9303644.00,
500170,GTN INDUS   ,B ,Q,10.86,11.83,10.86,11.83,11.83,11.35,4,324,3528.00,
500171,GHCL LTD    ,A ,Q,212.15,213.00,203.85,208.35,208.35,211.85,305,11096,2315179.00,
500173,GFLLIMITED  ,A ,Q,86.00,92.10,83.70,87.50,91.30,85.10,241,7215,621402.00,
500174,GUJ.LEASE   ,B ,Q,2.50,2.50,2.50,2.50,2.50,2.60,4,1055,2637.00,
500179,HCL INFOSYS ,B ,Q,9.20,9.31,8.73,8.92,8.92,9.18,248,141014,1251370.00,
500180,HDFC BANK   ,A ,Q,1578.70,1594.95,1565.00,1572.40,1572.40,1583.50,9791,253454,399701755.00,
500182,HEROMOTOCO  ,A ,Q,3532.00,3552.65,3473.55,3541.15,3541.15,3539.25,3529,34251,120635457.00,
500183,HFCL        ,A ,Q,28.15,28.60,27.75,28.10,28.10,28.40,1952,727239,20538184.00,
500184,HSCL        ,A ,Q,45.15,45.40,44.70,44.95,44.95,45.10,976,288099,12974683.00,
500185,HIND.CONSTN.,A ,Q,8.20,8.84,8.20,8.61,8.61,8.44,559,576384,4926208.00,
500186,HIND.OIL EXP,A ,Q,84.65,85.50,84.10,84.40,84.40,84.65,228,15737,1333715.00,
500187,HSIL        ,B ,Q,177.00,187.00,176.90,184.95,184.70,176.45,1011,45422,8368616.00,
500188,HINDUS.ZI   ,A ,Q,295.60,300.50,295.60,296.95,297.20,298.75,2396,90147,26803113.00,
500189,NXTDIGITAL  ,B ,Q,516.60,527.00,512.55,524.20,512.55,514.95,11,37,19217.00,
500191,HMT LTD.    ,Z ,Q,26.25,26.25,24.95,25.40,25.50,26.25,73,4649,116887.00,
500192,PRAG BOSIMI ,XT,Q,1.92,2.00,1.85,1.86,1.86,1.91,25,12550,23377.00,
500193,HLVLTD      ,B ,Q,5.90,5.99,5.30,5.78,5.78,5.93,126,51946,303968.00,
500199,I.G.PETRO   ,B ,Q,468.00,474.00,450.00,453.70,453.70,453.25,1070,16913,7785043.00,
500201,IND.GLYCOLS ,A ,Q,417.05,449.80,412.05,442.25,449.80,422.10,1906,42543,18229324.00,
500202,IND.LEAS.DEV,X ,Q,10.80,10.80,10.80,10.80,10.80,10.86,1,1,10.00,
500206,MARGO FIN   ,X ,Q,7.15,7.20,7.15,7.20,7.20,7.15,3,474,3402.00,
500207,INDO RAMA   ,B ,Q,32.45,33.00,32.45,32.50,32.55,32.85,65,5565,181469.00,
500209,INFOSYS LTD ,A ,Q,1287.00,1296.00,1282.65,1292.00,1292.00,1296.10,3935,113926,146897173.00,
500210,INGERSOLL   ,A ,Q,739.50,782.40,738.95,759.30,759.30,735.35,626,4734,3638593.00,
500211,INSILCO LTD.,X ,Q,8.60,8.80,8.23,8.27,8.27,8.66,90,55012,461234.00,
500212,INTEG.FIN.SE,XT,Q,28.35,29.90,28.35,29.00,29.00,29.80,5,386,10977.00,
500213,INTER.TRAVEL,X ,Q,56.00,56.85,53.35,56.45,56.45,55.10,88,6595,360889.00,
500214,ION EXCHANGE,A ,Q,1228.00,1240.85,1176.20,1182.10,1182.10,1224.10,1461,36294,43657631.00,
500215,AGRO TECH FO,A ,Q,826.20,844.00,826.05,832.25,831.95,835.65,84,233,194598.00,
500219,JAIN IRRIG  ,A ,Q,20.55,20.60,20.10,20.25,20.40,20.25,234,69789,1425209.00,
500220,JASCH INDUST,X ,Q,46.70,50.10,46.70,49.80,50.00,49.30,61,5656,279121.00,
500223,JCT LTD     ,X ,Q,0.89,0.97,0.89,0.92,0.92,0.93,458,3661930,3355853.00,
500227,JINDAL POLYF,A ,Q,552.00,570.00,506.60,519.00,519.00,532.70,4426,86374,47315231.00,
500228,JSWSL       ,A ,Q,403.25,415.25,403.25,408.85,408.85,410.70,1934,172205,70548531.00,
500231,UMANG DAIR  ,B ,Q,60.10,60.95,59.50,60.50,60.70,60.00,73,3603,216470.00,
500233,KAJARIA CER.,A ,Q,925.00,960.00,921.55,949.80,949.00,916.50,1110,19018,18009654.00,
500234,KAKATIYA CEM,B ,Q,165.00,168.00,165.00,166.45,166.95,164.65,147,1443,239944.00,
500235,KALYANI STEL,A ,Q,285.45,294.55,283.00,291.20,293.00,283.40,1008,25200,7306956.00,
500238,WHIRLPOOL   ,A ,Q,2485.00,2505.40,2448.90,2464.90,2464.90,2468.95,627,4427,10960752.00,
500239,KG DENIM    ,X ,Q,29.20,29.30,28.05,29.20,29.20,28.80,27,5578,161861.00,
500240,KINETIC ENG.,XT,Q,33.85,35.50,32.20,35.50,35.50,33.85,87,11863,412807.00,
500241,KIRL.BROS.  ,B ,Q,160.10,167.25,155.25,162.00,161.65,157.00,307,14229,2302428.00,
500243,KIRL INDUS  ,B ,Q,936.90,999.00,936.90,992.65,999.00,950.85,425,13341,12931720.00,
500245,KIRL.FERROUS,B ,Q,154.00,159.05,154.00,158.60,157.90,152.45,527,25759,4060723.00,
500247,KOTAK MAH.BK,A ,Q,1936.00,1984.30,1936.00,1961.30,1961.30,1953.65,8348,120121,236027422.00,
500249,KSB         ,A ,Q,660.25,665.00,655.15,663.00,662.40,655.50,90,1404,925680.00,
500250,L.G.BALKRISH,A ,Q,334.65,337.00,330.60,332.85,333.15,332.10,135,3524,1176864.00,
500251,TRENT LTD.  ,A ,Q,693.45,698.50,677.45,692.00,692.00,686.75,767,13679,9388273.00,
500252,LAXMIMACH   ,A ,Q,6259.00,6324.70,6182.40,6274.00,6274.00,6213.55,394,896,5623939.00,
500253,LIC HOUS.FIN,A ,Q,439.20,443.10,433.65,434.35,434.35,439.20,1769,102884,44918940.00,
500257,LUPIN LTD.  ,A ,Q,1065.00,1069.25,1053.25,1058.35,1057.80,1068.85,1928,73232,77629734.00,
500259,LYKA LABS   ,T ,Q,32.50,32.65,31.00,31.45,31.50,31.95,49,8165,257115.00,
500260,RAMCOCEM    ,A ,Q,934.70,949.95,921.95,941.50,941.50,929.90,1550,35687,33565505.00,
500264,MAFATLAL IND,X ,Q,103.85,103.85,96.50,97.65,97.95,100.70,63,5671,561233.00,
500265,MAH.SEAMLESS,A ,Q,288.65,295.00,288.65,290.60,290.35,287.85,199,2518,735654.00,
500266,MAH.SCOOTER ,A ,Q,3913.45,3945.20,3869.90,3899.65,3898.00,3888.40,96,210,818081.00,
500267,MAJESTIC AUT,X ,Q,112.40,114.50,112.30,112.50,112.50,109.10,48,4366,493088.00,
500268,MANALI PETRO,B ,Q,47.70,53.75,46.85,49.35,49.35,45.40,8172,1734296,86955398.00,
500271,MFSL        ,A ,Q,784.80,830.90,777.95,818.10,818.10,776.75,4384,121128,97507444.00,
500277,MID INDIA IN,XT,Q,1.43,1.43,1.43,1.43,1.43,1.37,2,1012,1447.00,
500279,MIRC ELECT  ,B ,Q,13.27,13.84,13.05,13.84,13.84,13.19,187,61413,837188.00,
500280,CENTURY ENKA,B ,Q,247.60,252.00,246.25,247.40,247.30,247.45,73,2236,555676.00,
500284,LORDS CHLORO,XT,Q,31.10,32.65,30.05,32.60,32.65,31.10,13,849,27584.00,
500285,SPICEJET LTD,A ,Q,87.85,89.55,87.00,87.70,87.70,87.85,2142,285006,25082695.00,
500288,MOREPEN LAB.,A ,Q,28.60,31.40,28.60,30.65,30.65,29.05,2845,1105860,33936185.00,
500290,MRF LTD.    ,A ,Q,96502.00,98575.90,89150.00,90076.80,90076.80,97008.00,5340,7487,704080239.00,
500292,HEIDEL CEM  ,A ,Q,229.30,233.10,227.75,228.30,229.20,232.35,484,14576,3348836.00,
500294,NCC         ,A ,Q,91.85,93.65,85.75,90.25,90.25,90.90,5188,697755,62463122.00,
500295,VEDL        ,A ,Q,186.00,190.30,183.75,187.80,187.80,186.15,4755,661434,123073932.00,
500296,NAHAR SPG.  ,B ,Q,78.05,82.00,78.00,79.60,79.60,78.10,135,3668,293044.00,
500298,NAT.PEROXIDE,A ,Q,1948.00,1954.20,1938.00,1947.35,1947.35,1940.70,355,3085,6003188.00,
500300,GRASIM IND. ,A ,Q,1232.05,1243.65,1223.45,1235.10,1237.00,1232.05,1863,103185,127464328.00,
500302,PEL         ,A ,Q,1626.00,1675.75,1597.50,1633.25,1633.25,1622.15,7552,120541,197587126.00,
500304,NIIT LTD.   ,A ,Q,193.00,195.00,192.10,193.55,194.00,193.60,486,25800,4998398.00,
500306,JAYKAY      ,XT,Q,20.65,20.65,20.65,20.65,20.65,20.25,48,95007,1961894.00,
500307,NIRLON      ,A ,Q,279.00,295.00,270.00,284.90,275.00,285.00,122,12909,3675921.00,
500312,ONGC CORPN  ,A ,Q,100.70,100.80,98.90,99.45,99.45,99.95,3060,760772,75672368.00,
500314,ORIENT HOTEL,B ,Q,24.20,24.60,23.65,24.00,24.00,24.10,32,3607,86714.00,
500317,OSWAL AGRO. ,B ,Q,10.36,10.72,10.36,10.59,10.59,10.60,36,4976,52930.00,
500319,INDIAN SUCRO,X ,Q,23.95,25.30,23.95,24.25,24.25,24.80,20,3209,77721.00,
500325,RELIANCE    ,A ,Q,1977.45,2062.20,1971.20,2055.55,2055.55,1975.25,105055,1942646,3939137149.00,
500327,PILITA      ,B ,Q,13.00,13.01,12.75,12.85,12.85,12.99,74,22196,285267.00,
500330,RAYMOND     ,A ,Q,334.00,341.55,332.75,337.95,337.95,334.90,1517,47989,16241610.00,
500331,PIDILITE    ,A ,Q,1757.50,1793.00,1751.85,1771.85,1771.85,1757.40,2686,34660,61610008.00,
500333,PIX TRANS   ,X ,Q,379.90,387.90,376.00,378.70,378.70,370.05,248,11024,4213724.00,
500335,BIRLA CORPN.,A ,Q,815.10,845.00,808.30,831.65,829.55,814.30,686,15461,12825184.00,
500336,SURYA ROSHNI,A ,Q,325.95,358.00,325.00,349.25,351.00,323.00,4019,76501,26290114.00,
500337,PRIME SECUR.,B ,Q,41.35,42.00,41.15,41.60,41.60,41.95,33,411,17060.00,
500338,PRSMJOHNSN  ,A ,Q,105.75,116.00,104.35,112.45,112.45,106.25,2044,154106,17274329.00,
500339,RAIN        ,A ,Q,133.80,140.45,133.80,136.10,136.10,134.35,1251,154935,21181430.00,
500343,AMJLAND     ,B ,Q,25.60,25.60,25.10,25.20,25.25,25.45,28,2782,70308.00,
500346,PUN.COMMUNI.,B ,Q,22.50,22.55,21.10,22.20,22.50,21.25,19,703,15504.00,
500350,RSWM  LTD   ,B ,Q,158.00,158.65,153.00,156.30,156.00,153.00,104,2084,321834.00,
500354,RAJSH.SUGAR ,B ,Q,15.45,15.50,15.45,15.50,15.50,15.75,11,550,8522.00,
500355,RALLIS INDIA,A ,Q,267.95,267.95,263.85,264.80,265.90,267.40,1420,42399,11250721.00,
500356,RAMANEWS    ,B ,Q,14.45,14.75,14.45,14.56,14.56,14.40,22,1899,27708.00,
500357,RAMA PAPER  ,XT,Q,13.22,13.22,13.22,13.22,13.22,13.48,6,7640,101000.00,
500358,RAMA PETRO  ,X ,Q,2.36,2.36,2.36,2.36,2.36,2.25,2,200,472.00,
500360,RAPICUT CARB,X ,Q,27.05,27.15,27.05,27.15,27.15,27.35,6,617,16708.00,
500365,WELSPLSOL   ,X ,Q,10.49,10.49,10.01,10.13,10.11,10.31,84,50243,510968.00,
500366,ROLTA (I)   ,B ,Q,4.15,4.19,4.10,4.15,4.14,4.14,1409,149822,622377.00,
500367,RUBFILA INT.,X ,Q,63.80,63.80,60.05,61.75,62.00,62.60,471,100115,6156991.00,
500368,RUCHI SOYA  ,B ,Q,720.00,728.00,690.50,705.45,705.45,711.85,1390,11941,8527460.00,
500370,SALORA INT. ,XT,Q,28.20,28.20,28.20,28.20,28.20,29.65,8,2251,63478.00,
500378,JINDAL SAW  ,A ,Q,73.50,73.95,71.70,72.10,72.10,72.30,728,119298,8694440.00,
500380,JK LAKSHMI  ,A ,Q,375.65,375.65,370.00,371.50,371.50,373.60,772,25331,9436300.00,
500387,SHREE CEMENT,A ,Q,28201.00,28500.00,28000.75,28317.75,28139.10,28313.55,557,1090,30801836.00,
500388,SHREE KRISHN,XT,Q,19.15,19.15,19.15,19.15,19.15,20.15,3,154,2949.00,
500390,REL INFRA   ,A ,Q,31.20,32.20,31.15,31.80,31.80,31.30,636,196449,6208580.00,
500400,TATA POWER  ,A ,Q,88.50,89.25,87.50,87.75,87.75,88.20,8603,1834067,161542400.00,
500402,SPMLINFRA   ,B ,Q,14.69,15.00,14.40,14.92,15.00,14.70,16,4177,61987.00,
500403,SUNDARAM FAS,A ,Q,597.00,620.00,597.00,617.65,617.65,596.55,586,7928,4843003.00,
500404,SUNFLAG IRON,A ,Q,63.10,64.35,62.55,63.50,63.40,63.10,266,37757,2392172.00,
500405,SUPREME PET ,A ,Q,380.00,384.40,376.25,379.55,378.00,380.05,641,11177,4260953.00,
500407,SWARAJ ENGIN,A ,Q,1280.65,1292.35,1267.00,1268.60,1270.00,1279.80,317,1332,1699315.00,
500408,TATA ELXSI  ,A ,Q,2812.00,2865.10,2812.00,2833.15,2842.35,2823.10,2185,20297,57739258.00,
500410,ACC LTD     ,A ,Q,1765.10,1790.00,1744.40,1776.25,1776.25,1764.75,3772,69353,123000177.00,
500411,THERMAX     ,A ,Q,1146.40,1170.00,1146.10,1150.40,1149.40,1134.70,397,4190,4854367.00,
500412,THIRUMALAI  ,A ,Q,103.70,108.00,98.00,98.70,98.70,102.85,4348,401935,41399592.00,
500413,THOMAS COOK ,A ,Q,47.00,48.65,46.70,47.05,47.05,47.45,295,46505,2202067.00,
500414,TIMEX GROUP ,X ,Q,30.90,34.10,30.75,32.20,32.20,31.10,149,94134,3050729.00,
500418,TOKYO PLAST ,B ,Q,71.15,73.50,70.00,71.50,71.15,72.35,101,1901,135583.00,
500420,TORRENT PHAR,A ,Q,2593.05,2615.25,2578.40,2609.75,2609.75,2585.65,805,9878,25683332.00,
500422,TRANSCHEM   ,X ,Q,19.45,20.00,17.75,19.90,20.00,18.10,39,4935,96430.00,
500425,AMBUJA CEME ,A ,Q,274.00,277.75,271.80,277.00,277.00,271.70,3296,236569,65295084.00,
500426,UTLINDS     ,XT,Q,16.10,16.45,15.30,15.83,16.09,16.10,26,7420,116623.00,
500429,UNIPHOS ENT.,B ,Q,80.10,82.45,80.10,82.10,81.25,80.00,59,3944,323376.00,
500439,VARD HOLDNG ,B ,Q,1355.00,1357.00,1337.10,1357.00,1357.00,1352.80,9,39,52789.00,
500440,HINDALCO    ,A ,Q,279.35,297.30,279.35,295.50,295.50,279.35,11458,1607377,466450236.00,
500444,WEST COAS PA,A ,Q,188.00,193.30,184.10,190.25,190.00,186.70,690,30431,5756787.00,
500449,HIND.ORG.CHM,T ,Q,23.95,24.50,23.15,23.60,23.55,23.80,241,38223,910172.00,
500450,MPIL CORP L ,X ,Q,257.45,257.45,257.45,257.45,257.45,245.20,11,502,129239.00,
500456,PAS.ACRYLON ,X ,Q,14.45,14.60,12.95,13.19,13.19,14.32,344,202275,2786481.00,
500458,KORE        ,XT,Q,2.37,2.48,2.26,2.26,2.26,2.37,16,1750,4189.00,
500459,PROCTER &GAM,A ,Q,12642.00,13166.20,12626.35,13027.40,13088.00,12537.60,546,970,12553054.00,
500460,MUKAND LTD. ,B ,Q,65.25,66.50,64.95,65.65,65.90,66.25,95,4041,266039.00,
500463,AGCNET      ,B ,Q,878.90,907.55,858.10,905.35,907.55,864.35,236,3655,3284518.00,
500464,UCAL FUEL   ,B ,Q,129.90,129.90,127.00,127.50,127.30,128.75,158,6275,807719.00,
500467,HARR.MALAYAL,B ,Q,117.10,117.15,114.75,115.00,114.75,116.10,124,4917,569151.00,
500469,FEDERAL BANK,A ,Q,83.00,84.00,82.40,83.45,83.45,82.85,1328,672488,55969646.00,
500470,TATA STEEL  ,A ,Q,690.25,704.60,683.00,694.50,694.50,690.25,9304,626305,434435721.00,
500472,SKF INDIA   ,A ,Q,2413.00,2425.00,2350.00,2376.05,2360.45,2392.05,737,3096,7367793.00,
500477,ASHOK LEYL. ,A ,Q,133.40,135.55,133.00,135.00,135.00,133.90,4494,917904,123499084.00,
500480,CUMMINS (I) ,A ,Q,800.00,806.25,771.90,773.90,773.90,795.80,2364,70054,55051565.00,
500483,TATA COMM   ,A ,Q,1034.00,1046.05,1023.30,1030.20,1030.20,1027.35,518,6848,7069363.00,
500488,ABBOTT (I)  ,A ,Q,14390.00,14477.60,14346.25,14427.60,14400.05,14371.70,579,1326,19118057.00,
500490,BAJ HOLD INV,A ,Q,3522.55,3570.00,3506.50,3546.35,3543.40,3523.00,590,2863,10129639.00,
500493,BHARAT FORGE,A ,Q,658.80,666.40,644.20,648.15,647.35,655.35,2004,68490,44916316.00,
500495,ESCORTS LTD.,A ,Q,1450.00,1450.00,1421.00,1424.90,1425.00,1442.35,1950,28610,40866744.00,
500500,HIND.MOTORS ,B ,Q,6.55,7.11,6.55,6.90,6.90,6.79,5917,28860,197804.00,
500510,LARSEN & TOU,A ,Q,1550.00,1559.45,1527.45,1530.65,1530.65,1552.90,7479,138719,213402858.00,
500520,MAH & MAH   ,A ,Q,914.30,919.60,902.45,914.10,914.10,914.35,5012,172013,156620056.00,
500530,BOSCH LTD   ,A ,Q,16151.00,16580.50,15926.70,16225.05,16211.35,16295.15,1801,5234,85312657.00,
500540,PREMIER LTD ,T ,Q,4.00,4.00,3.80,3.98,3.98,3.98,25,3655,14108.00,
500547,BHARAT PET. ,A ,Q,417.45,422.80,414.20,421.95,421.95,415.70,5622,454045,189303223.00,
500550,SIEMENS LTD.,A ,Q,1838.30,1875.60,1838.30,1844.45,1839.00,1860.70,731,8911,16547091.00,
500570,TATA MOTORS ,A ,Q,326.05,331.35,323.00,324.90,324.90,328.95,35975,4273371,1396617001.00,
500575,VOLTAS LTD  ,A ,Q,1090.15,1110.05,1080.15,1101.05,1101.05,1090.15,1946,60589,66394274.00,
500620,GREAT EASTE ,A ,Q,258.00,259.50,252.05,255.60,256.95,257.60,547,10387,2668657.00,
500645,DEEPAK FERT.,A ,Q,157.50,166.80,156.25,161.55,162.00,157.20,937,63408,10321122.00,
500650,EXCEL INDUST,A ,Q,835.25,873.45,835.25,855.40,855.40,842.25,559,4530,3905991.00,
500655,GARWARE POLY,X ,Q,575.10,664.00,572.00,626.10,626.10,560.90,2028,233882,145255171.00,
500660,GLAXOSMITH  ,A ,Q,1450.00,1455.25,1424.00,1441.00,1441.00,1445.10,613,3575,5138150.00,
500670,GUJ.NARMADA ,A ,Q,224.70,225.85,222.80,223.80,223.80,223.20,488,30730,6883316.00,
500672,NOVARTIS    ,A ,Q,649.60,651.90,635.00,639.50,640.00,643.50,529,3801,2437242.00,
500674,SANOFI      ,A ,Q,7872.40,7872.40,7780.55,7790.30,7790.30,7811.10,301,706,5505304.00,
500680,PFIZER LTD. ,A ,Q,4415.00,4451.15,4415.00,4438.40,4438.40,4419.35,927,3032,13441371.00,
500690,GUJ.ST.FERT ,A ,Q,77.70,79.00,77.70,78.15,77.95,77.70,323,39597,3105349.00,
500696,HIND UNI LT ,A ,Q,2245.00,2267.50,2235.00,2262.40,2262.40,2235.90,9472,121168,273241802.00,
500710,AKZOINDIA   ,A ,Q,2206.10,2239.55,2193.00,2201.70,2200.95,2209.70,396,1511,3345330.00,
500730,NOCIL LTD   ,A ,Q,149.00,157.20,148.95,155.60,155.60,148.70,3861,184125,28345864.00,
500770,TATA CHEM.  ,A ,Q,561.45,581.00,546.60,559.15,559.15,561.45,10476,526060,299110941.00,
500777,T.P.L.      ,B ,Q,41.35,42.90,40.95,42.35,42.35,40.85,336,43637,1843529.00,
500780,ZUARIGLOB   ,T ,Q,98.75,98.75,93.65,97.10,97.00,97.00,108,4502,433815.00,
500790,NESTLE (I)  ,A ,Q,17167.70,17442.00,17165.55,17416.65,17392.00,17167.70,671,2025,35154239.00,
500800,TATACONSUM  ,A ,Q,603.00,621.85,599.55,610.40,610.40,600.65,4641,554142,337081679.00,
500820,ASIAN PAINTS,A ,Q,2524.90,2534.75,2496.00,2505.40,2508.00,2510.05,3363,125040,314391884.00,
500825,BRITANIA IND,A ,Q,3424.85,3469.00,3420.80,3463.55,3468.00,3424.45,2507,21446,73870761.00,
500830,COLGATE PALM,A ,Q,1580.00,1611.00,1576.00,1608.15,1602.15,1582.20,903,89843,142007601.00,
500840,EIH LTD.    ,A ,Q,96.30,99.50,96.30,97.75,97.75,97.45,944,109623,10819169.00,
500850,INDIAN HOTEL,A ,Q,127.70,128.70,125.65,127.35,127.00,126.80,1183,93383,11891980.00,
500870,CASTROL     ,A ,Q,131.40,131.65,129.70,130.60,130.65,130.05,490,36201,4732674.00,
500875,ITC LTD.    ,A ,Q,229.20,229.30,224.50,226.45,226.45,227.65,24757,2604153,590017994.00,
500877,APOLLO TYRES,A ,Q,247.25,248.80,239.00,240.05,240.05,249.20,6555,610703,148589161.00,
500878,CEAT LIMITED,A ,Q,1592.00,1666.00,1589.10,1654.65,1652.05,1590.70,2497,32368,52944935.00,
500890,MODI RUBBER ,T ,Q,87.95,87.95,87.95,87.95,87.95,83.80,37,1638,144062.00,
500940,FINOLEX IND.,A ,Q,682.00,690.00,666.40,677.00,677.00,680.00,1911,20460,13915290.00,
501148,DALAL ST INV,XT,Q,252.00,260.55,250.35,259.70,260.55,255.45,34,549,139942.00,
501150,CENTRUM CAP ,B ,Q,24.75,25.15,24.50,25.00,25.00,24.75,628,222469,5523967.00,
501242,TCI FINANCE ,B ,Q,7.09,7.09,6.64,6.64,6.64,6.98,62,12007,79825.00,
501295,INDUS.INV.TR,B ,Q,59.60,59.60,55.80,55.80,55.80,58.60,16,161,9052.00,
501298,INDUS.&PRUD.,X ,Q,1081.00,1111.00,1081.00,1101.10,1095.00,1104.85,31,173,190059.00,
501301,TATA INVEST.,A ,Q,1083.35,1095.25,1082.05,1085.45,1083.70,1081.50,279,1077,1171101.00,
501314,PRISMX      ,X ,Q,36.60,36.60,36.60,36.60,36.60,35.90,8,768,28108.00,
501343,MOTOR&GEN.FI,B ,Q,20.00,20.00,19.00,19.30,19.30,19.00,20,676,13079.00,
501370,WALCHAND PF ,X ,Q,55.75,55.75,55.35,55.40,55.35,57.50,3,3,166.00,
501391,W.H.BRADY   ,X ,Q,129.00,129.00,123.00,126.50,128.65,122.95,26,672,85268.00,
501421,TECHNVISN   ,XT,Q,144.00,144.00,144.00,144.00,144.00,140.00,1,8,1152.00,
501423,SHA ENG PLA ,X ,Q,923.80,942.25,905.10,940.40,942.25,920.90,164,3144,2912444.00,
501425,BOM.BURMAH  ,A ,Q,1246.70,1268.00,1240.90,1246.00,1245.00,1245.95,290,2603,3255906.00,
501430,BOM.CYCLE   ,X ,Q,476.00,476.00,460.00,460.10,460.00,476.00,59,363,168254.00,
501455,GREAVES COTT,A ,Q,86.45,88.80,85.65,87.75,87.75,86.70,1360,85616,7474440.00,
501700,INDIA NIVEH ,X ,Q,20.35,20.50,20.25,20.40,20.40,20.50,23,622,12680.00,
501831,COAST CORP  ,X ,Q,205.00,208.95,180.00,184.80,184.00,200.55,370,16683,3136946.00,
501848,GLOBAL OFFS ,B ,Q,7.71,7.88,7.71,7.88,7.88,7.51,26,6735,52747.00,
501945,DHENUBUILD  ,X ,Q,1.56,1.56,1.56,1.56,1.56,1.53,1,5,7.00,
502015,ASIIL       ,X ,Q,16.80,16.80,15.50,15.80,15.80,15.80,76,46095,727300.00,
502090,SAGAR CEM.  ,A ,Q,685.00,696.45,679.80,693.20,693.15,688.00,200,2257,1556214.00,
502137,DECAN CEMENT,B ,Q,391.00,394.35,388.05,393.65,394.35,392.20,441,6472,2533857.00,
502157,MANGALAM CEM,A ,Q,272.00,275.70,267.00,268.00,267.40,269.40,161,4991,1356005.00,
502168,N C L IND.  ,A ,Q,165.50,168.00,161.25,164.85,164.85,160.60,984,28883,4731551.00,
502175,SAURAS.CEM. ,X ,Q,59.85,61.00,59.05,60.15,60.15,59.35,306,32620,1956628.00,
502180,SRI DIGV CEM,B ,Q,57.50,58.30,57.50,57.70,57.70,57.70,405,56894,3286243.00,
502219,BORORENEW   ,A ,Q,310.00,315.65,295.60,304.45,304.45,309.15,6891,216073,65874208.00,
502271,RAASI REFRAC,X ,Q,4.88,4.88,4.78,4.88,4.88,4.65,30,10601,51712.00,
502281,TRIVENI GLAS,X ,Q,6.19,6.19,5.70,5.83,5.83,5.99,55,17524,101980.00,
502294,NILACHAL REF,X ,Q,30.00,30.00,28.90,28.90,28.90,30.40,2,26,752.00,
502330,ANDPAPER    ,B ,Q,223.45,229.00,222.95,228.60,228.05,224.50,477,12505,2842713.00,
502355,BALKRISH IND,A ,Q,1645.00,1670.40,1618.85,1648.40,1648.40,1648.20,4509,69151,114007609.00,
502420,ORIENT PAPER,B ,Q,21.20,21.90,21.15,21.50,21.45,21.30,255,75192,1624240.00,
502445,CITADEL     ,X ,Q,11.84,11.84,10.75,10.75,10.75,11.28,4,152,1635.00,
502448,ROLLATAINER ,T ,Q,3.42,3.50,3.42,3.50,3.50,3.60,2,61,209.00,
502450,SESHA.PAPER ,A ,Q,140.00,141.25,139.70,140.15,139.85,138.20,68,1134,159228.00,
502587,NATHIND     ,X ,Q,80.60,84.00,78.00,83.00,84.00,79.05,132,22848,1879372.00,
502742,SINTEX IND. ,T ,Q,4.18,4.34,4.01,4.12,4.12,4.18,717,556012,2308243.00,
502820,DCM LTD.    ,B ,Q,32.05,32.05,32.05,32.05,32.05,29.15,21,2343,75093.00,
502865,FORBES & CO ,B ,Q,1441.00,1510.00,1441.00,1493.00,1508.00,1467.30,74,1696,2526551.00,
502873,H.P.COTTON  ,X ,Q,37.30,37.30,33.80,34.55,34.35,35.55,22,753,26152.00,
502893,UNITEDINT   ,X ,Q,11.31,12.49,11.31,12.49,12.49,11.90,4,503,5690.00,
502937,KESORAM IND ,B ,Q,70.90,70.90,66.50,66.95,66.95,68.15,951,122959,8395162.00,
502958,LAKSHMI MILL,X ,Q,1979.00,2010.00,1844.00,1936.85,1938.95,1943.05,68,382,722397.00,
502986,VARDH TEXT  ,A ,Q,1041.00,1048.45,1034.00,1039.10,1042.10,1048.60,128,640,665252.00,
503015,MODERN INDIA,XT,Q,49.20,52.55,49.15,49.85,49.50,50.50,22,2011,100181.00,
503031,PENLAND LTD ,B ,Q,6.06,6.14,5.89,5.98,6.05,5.96,76,83948,503726.00,
503092,PASUPATI SPG,Z ,Q,6.65,6.65,6.65,6.65,6.65,6.80,3,444,2952.00,
503100,PHOENIX MILL,A ,Q,808.00,824.05,803.70,817.35,824.05,806.40,109,1018,828319.00,
