root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,rate_of_growth,metric,n_neighbors,weights,algorithm
0.6189770029011433,0.38313253012048193,0.38313253012048193,0.6168674698795181,0.2445414847161572,0.27860696517412936,0.26046511627906976,"[[456 173]
 [145  56]]",0.01,euclidean,1,uniform,ball_tree
0.47083622098130024,0.2216867469879518,0.2216867469879518,0.7783132530120482,0.07547169811320754,0.0851063829787234,0.08,"[[638  98]
 [ 86   8]]",0.02,manhattan,1,uniform,ball_tree
0.2620585789383372,0.06867469879518072,0.06867469879518072,0.9313253012048193,0.0,0.0,0.0,"[[773  13]
 [ 44   0]]",0.03,euclidean,3,distance,ball_tree
0.208263040350187,0.043373493975903614,0.043373493975903614,0.9566265060240964,0.0,0.0,0.0,"[[794  10]
 [ 26   0]]",0.04,manhattan,1,uniform,ball_tree
0.1628067077745433,0.02650602409638554,0.02650602409638554,0.9734939759036144,0.0,0.0,0.0,"[[808   8]
 [ 14   0]]",0.05,manhattan,1,uniform,ball_tree
