root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,rate_of_growth
0.6095420428291101,0.3715415019762846,0.3715415019762846,0.6284584980237155,0.296,0.27007299270072993,0.282442748091603,"[[281  88]
 [100  37]]",1000.0,1e-05,sigmoid,0.01
0.38499525175450905,0.1482213438735178,0.1482213438735178,0.8517786561264822,0.0,0.0,0.0,"[[431  15]
 [ 60   0]]",100.0,0.1,rbf,0.02
0.3111879571320709,0.09683794466403162,0.09683794466403162,0.9031620553359684,0.0,0.0,0.0,"[[457  22]
 [ 27   0]]",100.0,0.1,sigmoid,0.03
0.17782168978975482,0.03162055335968379,0.03162055335968379,0.9683794466403162,0.0,0.0,0.0,"[[490   6]
 [ 10   0]]",10.0,0.001,sigmoid,0.04
0.044455422447438706,0.001976284584980237,0.001976284584980237,0.9980237154150198,0.0,0.0,0.0,"[[505   0]
 [  1   0]]",0.1,0.1,rbf,0.05
