root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,C,gamma,kernel,rate_of_growth
0.6530831278520247,0.426517571884984,0.426517571884984,0.5734824281150159,0.2655367231638418,0.2554347826086957,0.26038781163434904,"[[312 130]
 [137  47]]",1000,0.0001,sigmoid,0.01
0.5226499204028683,0.2731629392971246,0.2731629392971246,0.7268370607028753,0.13043478260869565,0.11650485436893204,0.12307692307692307,"[[443  80]
 [ 91  12]]",1000,0.01,sigmoid,0.02
0.4036574006810734,0.16293929712460065,0.16293929712460065,0.8370607028753994,0.038461538461538464,0.037037037037037035,0.03773584905660377,"[[522  50]
 [ 52   2]]",10,0.001,sigmoid,0.03
0.32223262686248344,0.10383386581469649,0.10383386581469649,0.8961661341853036,0.0,0.0,0.0,"[[561  38]
 [ 27   0]]",1000,0.0001,sigmoid,0.04
0.23980823009322946,0.05750798722044728,0.05750798722044728,0.9424920127795527,0.0,0.0,0.0,"[[590  18]
 [ 18   0]]",1000,0.0001,sigmoid,0.05
