Date,Open,High,Low,Close,% Return,% YTD
2008-02-13,6699.41,6806.21,6643.25,6729.51,1.5064166380075017,187.85528218250658
2008-02-14,6850.53,7105.67,6850.53,7086.83,5.309747663648601,173.34153634276538
2008-02-15,7014.77,7249.05,6970.68,7236.57,2.11293342721639,167.68551952098852
2008-02-18,7284.47,7299.67,7180.27,7234.13,-0.0337176314192944,167.77580718068376
2008-02-19,7293.39,7352.29,7218.58,7238.95,0.06662860634243373,167.5975106887049
2008-02-20,7211.76,7211.76,7028.55,7074.3,-2.274501136214502,173.8256788657535
2008-02-21,7147.03,7197.08,7031.73,7121.15,0.6622563363159584,172.02418148754063
2008-02-22,7049.62,7049.78,6979.51,6997.47,-1.7367981295155932,176.8321979229636
2008-02-25,7052.39,7083.05,6901.46,7073.19,1.0821053895193389,173.86865049574521
2008-02-26,7122.04,7182.47,7116.54,7162.8,1.2668965487990569,170.4424247500977
2008-02-27,7225.55,7303.91,7155.63,7178.19,0.21486011057127996,169.8625976743441
2008-02-28,7173.55,7213.7,7122.04,7177.42,-0.010726938127847419,169.89154877379335
2008-02-29,7157.1,7170.38,6969.69,7108.12,-0.9655280030986035,172.52283304164814
2008-03-03,6991.67,6991.67,6735.62,6751.98,-5.010326218465644,186.89732493283455
2008-03-04,6765.12,6779.25,6493.87,6597.44,-2.2888100971863112,193.617675947034
2008-03-05,6591.55,6640.59,6533.86,6613.56,0.24433719745842186,192.9020073908757
2008-03-07,6498.68,6498.68,6231.77,6354.94,-3.9104506498769287,204.8219180668897
2008-03-10,6247.44,6362.28,6079.06,6341.75,-0.20755506739638108,205.45590728111324
2008-03-11,6295.41,6508.65,6274.13,6490.09,2.3391019828911563,198.47428926255256
2008-03-12,6630.08,6717.05,6454.23,6479.38,-0.1650208240563722,198.96764813917383
2008-03-13,6369.97,6369.97,6077.54,6121.05,-5.5303130855112625,216.46939659045424
2008-03-14,6151.29,6275.26,6108.13,6260.84,2.2837585054851672,209.4033707936954
2008-03-17,6092.29,6092.29,5837.53,5859.51,-6.4101622146549015,230.59504975672027
2008-03-18,5839.48,5952.98,5795.64,5837.37,-0.37784729439834797,231.84893196764983
2008-03-19,6000.03,6080.84,5831.02,5852.81,0.2645026784322546,230.97349820000989
2008-03-24,5888.94,5941.53,5773.51,5859.72,0.11806294754144186,230.58320192773715
2008-03-25,5959.65,6241.44,5959.65,6221.98,6.182206658338618,211.33578057145797
2008-03-26,6244.59,6289.07,6181.85,6220.78,-0.019286465080248227,211.3958378209807
2008-03-27,6174.34,6261.72,6149.87,6211.31,-0.15223171370791766,211.87060378567483
2008-03-28,6239.46,6420.93,6198.7,6395.47,2.964914003648178,202.89017069894783
2008-03-31,6352.15,6352.15,6126.49,6157.27,-3.7245112556231197,214.60777260051938
2008-04-01,6197.26,6238.26,6036.55,6149.29,-0.12960289219086096,215.01604250246777
2008-04-02,6278.46,6371.54,6176.34,6188.74,0.6415374783105054,213.00797900703537
2008-04-03,6203.53,6256.71,6162.78,6203.25,0.23445806416169113,212.275823157216
2008-04-04,6217.38,6218.71,6028.89,6045.14,-2.5488252125901667,220.44336442166764
2008-04-07,6060.35,6214.01,6024.18,6187.94,2.362228170067193,213.04844584789123
2008-04-08,6193.31,6198.97,6115.73,6154.02,-0.548163039719185,214.77392013675615
2008-04-09,6135.2,6247.88,6116.92,6235.77,1.3283999727007778,210.64728173104524
2008-04-10,6232.65,6311.72,6206.86,6220.07,-0.2517732373067072,211.43138260501894
2008-04-11,6266.6,6315.07,6222.03,6273.04,0.8515981331399747,208.8016336576843
2008-04-15,6240.99,6415.4,6199.57,6397.38,1.9821330646704105,202.7997398935189
2008-04-16,6445.14,6510.75,6424.53,6442.71,0.7085713213846878,200.6692835778733
2008-04-17,6513.52,6576.85,6513.52,6555.17,1.7455387562066216,195.51102412294418
2008-04-21,6601.68,6680.43,6601.68,6673.71,1.8083436432617228,190.26208810391822
2008-04-22,6659.21,6732.68,6634.35,6712.52,0.5815356076305456,188.58387014116903
2008-04-23,6735.57,6755.74,6654.26,6688.74,-0.35426337649646644,189.60985178075393
2008-04-24,6733.2,6752.32,6664.64,6673.65,-0.2256030283730559,190.26469772912878
2008-04-25,6710.17,6803.82,6685.39,6794.59,1.8122017186996686,185.09814425888834
2008-04-28,6837.34,6843.75,6765.81,6776.9,-0.2603541935569442,185.8423467957326
2008-04-29,6792.85,6923.29,6775.03,6908.87,1.9473505585149598,180.38232011891958
2008-04-30,6944.24,6965.79,6870.95,6885.03,-0.34506366453559423,181.35316766956717
2008-05-02,6977.67,7005.35,6947.94,6990.13,1.526500247638718,177.1228861265813
2008-05-05,7022.39,7066.27,6967.41,6981.55,-0.12274449831405354,177.46345725519404
2008-05-06,6976.32,6992.61,6868.96,6916.23,-0.9356088547672115,180.0839474684908
2008-05-07,6925.72,6943.15,6861.24,6897.26,-0.2742823763813407,180.85428126531406
2008-05-08,6854.92,6854.92,6791.21,6812.75,-1.2252691648567682,184.3381894242413
2008-05-09,6794.85,6832.24,6630.52,6653.45,-2.338262816043446,191.14594683960954
2008-05-12,6617.22,6686.11,6534.78,6673.97,0.30841142565136703,190.250780270214
2008-05-13,6723.31,6778.84,6620.89,6639.75,-0.5127382951976123,191.74667720923227
2008-05-14,6620.77,6726.26,6601.03,6715.4,1.1393501261342642,188.4601066206034
2008-05-15,6755.06,6846.85,6755.06,6843.54,1.9081514131697341,183.05891395388934
2008-05-16,6887.31,6911.62,6849.55,6896.67,0.7763525894493251,180.87830793701886
2008-05-20,6871.82,6892.47,6807.22,6847.19,-0.7174476957720222,182.90802504385013
2008-05-21,6793.36,6890.08,6781.95,6872.6,0.3711011378390472,181.86203183656838
2008-05-22,6828.51,6828.51,6730.73,6745.76,-1.8455897331432047,187.1618616731102
2008-05-23,6770.12,6805.94,6634.63,6642.92,-1.524513175683695,191.6074557574079
2008-05-26,6573.9,6573.9,6489.24,6505.47,-2.0691202061743907,197.76864700013985
2008-05-27,6545.59,6567.75,6442.25,6457.04,-0.7444504393994689,200.00201330640667
2008-05-28,6484.38,6553.55,6427.23,6543.05,1.3320344925848326,196.0584131253773
2008-05-29,6583.66,6592.69,6435.73,6477.33,-1.0044245420713582,199.0622679406484
2008-05-30,6506.03,6535.08,6429.45,6474.97,-0.03643476555925673,199.1712702915998
2008-06-02,6525.63,6540.45,6294.23,6323.07,-2.3459568152439436,206.3583037986295
2008-06-03,6250.32,6293.43,6174.49,6283.1,-0.6321296458840275,208.30720504209705
2008-06-04,6297.32,6304.95,6064.49,6087.93,-3.106269198325673,218.19107644141766
2008-06-05,6088.95,6179.96,5998.04,6169.16,1.334279467733679,214.00141996641358
2008-06-06,6225.1,6246.59,6094.02,6109.45,-0.9678789332745463,217.07027637512377
2008-06-09,5956.09,5957.41,5816.82,5928.25,-2.9658970938464146,226.7616918989584
2008-06-10,5899.19,5951.04,5775.25,5864.42,-1.0767089781976158,230.3182582420768
2008-06-11,5905.42,5978.2,5905.42,5957.79,1.5921438096180074,225.1415373821501
2008-06-12,5874.43,5997.71,5798.71,5989.48,0.5319086439770304,223.42123189325287
2008-06-13,6020.15,6021.19,5944.1,5964.63,-0.41489411434714185,224.76867802361588
2008-06-16,6016.8,6099.56,6016.8,6045.68,1.3588437170453105,220.4147424276508
2008-06-17,6049.46,6178.22,6034.36,6166.76,2.002752378557915,214.12362407487885
2008-06-18,6188.07,6215.81,6065.33,6076.48,-1.4639778424975325,218.79064853336146
2008-06-19,6022.09,6023.72,5941.55,5953.14,-2.029793564695337,225.3955055651303
2008-06-20,5975.42,5988.31,5723.36,5747.63,-3.4521277846649046,237.0302194121751
2008-06-23,5699.37,5704.26,5550.95,5587.61,-2.78410405680255,246.68221296761942
2008-06-24,5594.37,5630.33,5454.21,5492.05,-1.7102124163998478,252.71437805555303
2008-06-25,5408.62,5550.89,5359.89,5543.15,0.930435811764263,249.46285054526763
2008-06-26,5571.63,5625.47,5533.39,5591.1,0.8650316155976334,246.46581173650978
2008-06-27,5492.1,5492.1,5354.7,5367.19,-4.00475756112394,260.91977366182306
2008-06-30,5365.5,5393.06,5199.65,5215.37,-2.8286682603000823,271.42618836247476
2008-07-01,5224.8,5236.4,4986.37,5002.84,-4.075070416863991,287.20506752164766
2008-07-02,4999.07,5258.79,4899.76,5244.79,4.836253008291291,269.34271915558105
2008-07-03,5204.51,5204.51,4960.05,5028.18,-4.130003298511465,285.2537100899331
2008-07-04,5033.3,5178.8,4993.4,5161.93,2.6600081938196407,275.27145854360674
2008-07-07,5193.79,5302.65,5186.16,5204.19,0.8186860340996249,272.22411172535976
2008-07-08,5126.97,5196.83,5040.47,5159.57,-0.8573860677646206,275.44310863114566
2008-07-09,5237.75,5387.42,5237.75,5378.51,4.243376870553184,260.1601558796023
2008-07-10,5350.97,5413.23,5312.43,5377.9,-0.011341430991118617,260.2010078283345
2008-07-11,5414.94,5424.68,5186.38,5226.85,-2.808717157254681,270.61040588499765
2008-07-14,5189.58,5273.59,5160.5,5186.76,-0.7670011574849145,273.47496317546984
2008-07-15,5106.68,5106.68,4932.98,4956.47,-4.439958663982912,290.8275446033164
2008-07-16,4972.92,5031.17,4862.3,4895.05,-1.2391883739839016,295.7314021307239
2008-07-17,4994.18,5074.79,4970.7,5045.27,3.0688144145616603,283.94872821474365
2008-07-18,5087.09,5221.25,5047.88,5203.98,3.1457186632231515,272.23913235638884
2008-07-21,5247.33,5271.53,5177.74,5260.24,1.0810956229655,268.2579121865162
2008-07-22,5261.61,5396.34,5250.29,5372.11,2.1267090474959227,260.5892284409664
2008-07-23,5528.62,5710.2,5528.62,5692.25,5.959297184904999,240.30919232289517
2008-07-24,5740.6,5783.45,5589.43,5641.17,-0.8973604462207407,243.390644139425
2008-07-25,5546.71,5574.88,5482.74,5508.25,-2.356248792360449,251.67702990968093
2008-07-28,5502.78,5566.4,5493.97,5541.47,0.603095356964567,249.56879672722215
2008-07-29,5465.23,5479.87,5321.45,5342.36,-3.5930899201836453,262.59724166847616
2008-07-30,5404.66,5526.34,5404.66,5514.32,3.2188021773148945,251.28991425960047
2008-07-31,5539.77,5540.29,5476.48,5525.77,0.20764119601330844,250.56200312354656
2008-08-01,5441.26,5650.16,5424.47,5642.57,2.113732565778159,243.3054441504492
2008-08-04,5632.57,5708.85,5626.94,5670.9,0.502076181598099,241.5904001128569
2008-08-05,5670.96,5811.12,5667.24,5803.57,2.33948755929394,233.78162062316815
2008-08-06,5905.17,5953.68,5797.66,5811.93,0.14404926622753056,233.30150225484476
2008-08-07,5797.89,5884.8,5788.17,5829.5,0.3023092156994256,232.29693798782057
2008-08-08,5805.74,5860.79,5754.27,5845.02,0.26623209537697257,231.41460593804638
2008-08-11,5918.68,5972.31,5918.68,5964.99,2.0525165012266644,224.74907753407805
2008-08-12,5987.78,5993.16,5844.34,5872.46,-1.5512180238357431,229.86601867019957
2008-08-13,5830.84,5906.82,5816.73,5844.37,-0.47833446289970993,231.45146525630648
2008-08-14,5828.61,5829.71,5693.7,5705.52,-2.375790718246784,239.5176951443514
2008-08-18,5697.75,5739.29,5643.2,5658.53,-0.8235883845819636,242.33714409926256
2008-08-19,5620.76,5646.31,5558.17,5627.21,-0.5535006441602319,244.24252871316335
2008-08-20,5652.42,5705.11,5652.42,5682.58,0.9839689650821715,240.88829369758105
2008-08-21,5673.01,5673.01,5512.82,5527.11,-2.735905169834829,250.47701239888477
2008-08-22,5498.03,5578.95,5488.4,5570.47,0.7844967804151004,247.74893321389396
2008-08-25,5643.04,5665.39,5577.56,5587.23,0.30087227828170526,246.70579159977305
2008-08-26,5553.22,5602.3,5532.47,5596.93,0.17361017892587594,246.1049182319593
2008-08-27,5623.48,5623.48,5528.02,5537.75,-1.0573653770906577,249.80362060403593
2008-08-28,5536.69,5554.99,5440.74,5454.16,-1.509457812288384,255.16468163750238
2008-08-29,5524.36,5637.06,5524.36,5631.51,3.251646449682455,243.97967862971032
2008-09-01,5588.18,5630.72,5548.91,5617.12,-0.2555264928944534,244.86088956618337
2008-09-02,5648.54,5811.02,5639.86,5792.51,3.1224186059760184,234.41893065355086
2008-09-04,5752.8,5780.93,5700.25,5746.85,-0.78825932108878,237.0759633538373
2008-09-05,5651.4,5658.79,5604.35,5615.12,-2.292212255409498,244.98372252062288
2008-09-08,5771.34,5821.9,5744.43,5752.12,2.439841000726606,236.76713976759874
2008-09-09,5722.91,5757.39,5681.56,5725.98,-0.45444114517778633,238.30453476959406
2008-09-10,5678.07,5723.77,5631.29,5649.79,-1.330601923164243,242.86672601990514
2008-09-11,5617.15,5617.15,5521.05,5539.39,-1.9540549294752463,249.70005722651769
2008-09-12,5575.39,5578.95,5407.22,5429.81,-1.9781961551723182,256.75741876787583
2008-09-15,5325.9,5325.9,5093.54,5224.39,-3.7831894670347643,270.7849146024703
2008-09-16,5077.35,5214.72,5051.34,5203.9,-0.392198897861773,272.2448548204232
2008-09-17,5239.3,5239.3,5074.55,5099.89,-1.9986932877265051,279.83662392718276
2008-09-18,4920.65,5108.66,4836.93,5099.61,-0.005490314496991999,279.8574792974365
2008-09-19,5242.08,5349.86,5222.19,5336.02,4.635844701849767,263.0280621137102
2008-09-22,5389.08,5392.27,5299.27,5318.12,-0.3354560140329421,264.2499605123615
2008-09-23,5237.3,5313.11,5182.14,5190.93,-2.3916346378043296,273.17494167711754
2008-09-24,5209.06,5280.03,5197.63,5226.48,0.6848483797700755,270.63664263519615
2008-09-25,5234.89,5234.89,5142.99,5174.78,-0.9891934916042899,274.33958545097573
2008-09-26,5159.5,5159.5,4995.06,5010.75,-3.1697965903864422,286.5938232799481
2008-09-29,5014.64,5014.93,4736.31,4810.03,-4.005787556752982,302.7261784230036
2008-09-30,4669.78,4939.3,4650.37,4897.59,1.8203628667596838,295.5261669515006
2008-10-01,4942.68,5006.82,4843.36,4953.62,1.1440320647502,291.05240208170994
2008-10-03,4910.27,4942.84,4755.37,4771.05,-3.685587509740351,306.0164953207365
2008-10-06,4700.78,4700.78,4457.87,4478.26,-6.13680426740445,332.56197719650044
2008-10-07,4549.07,4605.45,4359.98,4423.23,-1.2288254813253463,337.94353899751997
2008-10-08,4308.11,4308.11,4035.64,4252.43,-3.861431578281016,355.53365957817056
2008-10-10,4042.31,4080.63,3862.73,3934.7,-7.471727929677863,392.3183470150202
2008-10-13,4015.19,4205.49,4015.19,4192.2,6.544336289933161,362.07838366490154
2008-10-14,4330.37,4405.33,4234.09,4254.67,1.4901483707838503,355.2938300737777
2008-10-15,4186.25,4186.25,4020.59,4034.74,-5.169143552848999,380.1114817807344
2008-10-16,3868.54,4017.36,3768.42,3965.65,-1.7123779970952158,388.4760379761199
2008-10-17,4020.2,4043.01,3749.57,3771.68,-4.891253640638993,413.597388961948
2008-10-20,3823.42,3926.54,3764.74,3826.41,1.451077503923992,406.251290374006
2008-10-21,3879.25,3980.86,3840.92,3967.21,3.679689317140622,388.2839577436032
2008-10-22,3905.93,3908.45,3776.78,3790.3,-4.459305153999916,411.074321293829
2008-10-23,3652.16,3792.86,3617.48,3640.1,-3.9627470121098685,432.16257795115524
2008-10-24,3572.05,3574.35,3218.77,3257.79,-10.502733441388967,494.61321939105954
2008-10-27,3221.66,3254.92,2899.28,3162.35,-2.929593374649686,512.5586984362894
2008-10-28,3303.98,3369.33,3303.98,3355.24,6.099577845589521,477.3432004864034
2008-10-29,3442.91,3442.91,3307.55,3350.62,-0.13769506801301068,478.1392697470916
2008-10-31,3433.61,3590.84,3433.61,3570.07,6.549534116074041,442.6014055746806
2008-11-03,3691.04,3768.82,3684.07,3757.97,5.2632021220872405,415.4711187156896
2008-11-04,3750.27,3889.9,3687.32,3879.58,3.2360556364207316,399.3130699714918
2008-11-05,3975.02,3988.6,3708.12,3730.65,-3.838817603967437,419.2459759023226
2008-11-06,3622.81,3726.5,3566.08,3610.58,-3.2184739924678074,436.5135241429355
2008-11-07,3586.4,3718.06,3581.84,3690.22,2.2057397980379756,424.9348277338479
