DATE,SCRIP CODE,DELIVERY QTY,DELIVERY VAL,DAY'S VOLUME,DAY'S TURNOVER,DELV. PER.
12022021,509196,1460,64459,1460,64459,100.0
12022021,509220,2288,97584,2803,120337,81.63
12022021,509243,396,819285,858,1795888,46.15
12022021,509438,31,39848,31,39848,100.0
12022021,509449,274,3787,274,3787,100.0
12022021,509470,77,805174,104,1076205,74.04
12022021,509472,186,53196,207,56305,89.86
12022021,509480,64071,49334670,113122,86216432,56.64
12022021,509486,3956,345557,4584,395364,86.3
12022021,509488,57506,23957000,134763,56635802,42.67
12022021,509496,47957,3493668,104382,7687790,45.94
12022021,509525,5336,3197332,6865,4201108,77.73
12022021,509546,1123,18755,1228,17953,91.45
12022021,509557,1695,3817988,2886,6662365,58.73
12022021,509563,2667,9308,2667,8939,100.0
12022021,509567,4923,1412163,7438,2175414,66.19
12022021,509597,225,41760,225,42640,100.0
12022021,509631,7626,8831290,27720,32367328,27.51
12022021,509635,1671,509572,5955,1854106,28.06
12022021,509675,1236,3810465,3007,9363303,41.1
12022021,509692,1367,198079,1490,213829,91.74
12022021,509709,12339,386211,15448,492126,79.87
12022021,509715,28118,2032932,47909,3475070,58.69
12022021,509820,9976,3205289,16389,5281701,60.87
12022021,509835,1330,14869,1330,14869,100.0
12022021,509874,54410,5329460,74013,7412097,73.51
12022021,509895,427,108950,511,130525,83.56
12022021,509930,1075,2074482,3202,6156764,33.57
12022021,509966,66,238762,120,435546,55.0
12022021,510245,239383,2267089,239383,2267089,100.0
12022021,511000,1,0,1,0,100.0
12022021,511012,42635,23875,42635,23875,100.0
12022021,511034,9554,807313,13965,1197332,68.41
12022021,511066,7848,123999,8464,133925,92.72
12022021,511072,736909,11016790,986351,14099776,74.71
12022021,511076,889586,17791720,892226,14031849,99.7
12022021,511108,962,129870,1131,156555,85.06
12022021,511110,255,1046,255,1043,100.0
12022021,511116,413653,78594,413653,78594,100.0
12022021,511122,35,816,35,816,100.0
12022021,511131,2813,14487,3884,20022,72.43
12022021,511144,6613,26915,6845,30522,96.61
12022021,511147,8524,127349,10027,155577,85.01
12022021,511153,3380,504020,3380,504020,100.0
12022021,511176,12,249,12,249,100.0
12022021,511187,80,52,80,51,100.0
12022021,511196,31745,16408991,52281,26691425,60.72
12022021,511208,13270,60777,23052,105040,57.57
12022021,511218,6294,9052346,86641,124984197,7.26
12022021,511243,21849,10237349,99968,47130095,21.86
12022021,511333,20747,1950218,40938,3779312,50.68
12022021,511355,7249,35804,7249,35804,100.0
12022021,511367,50,177,50,176,100.0
12022021,511389,812292,4792371,812292,4792371,100.0
12022021,511391,40,424,40,424,100.0
12022021,511411,10,635,10,635,100.0
12022021,511413,211,20584,352,34202,59.94
12022021,511431,153335,8487093,307478,16898884,49.87
12022021,511441,300,1401,300,1401,100.0
12022021,511451,401,2190,401,2281,100.0
12022021,511463,53059,791641,66705,980772,79.54
12022021,511473,1924,22300,3263,37986,58.96
12022021,511501,1022,17630,1023,17646,99.9
12022021,511505,484,41721,641,55380,75.51
12022021,511509,5237,273634,6825,357727,76.73
12022021,511523,609,5116,1109,9226,54.91
12022021,511525,133303,65332,133303,65332,100.0
12022021,511533,1333,47722,1557,56755,85.61
12022021,511549,2423,83109,4454,154979,54.4
12022021,511551,23440,1413432,24044,1466979,97.49
12022021,511557,1053,32486,1175,37239,89.62
12022021,511559,427,11209,506,12247,84.39
12022021,511571,1802,27517,1954,29806,92.22
12022021,511589,9733,163028,11088,184872,87.78
12022021,511593,100,585,100,585,100.0
12022021,511601,21290,312963,21591,306290,98.61
12022021,511605,10780,897435,12324,1030816,87.47
12022021,511609,400,4168,400,4164,100.0
12022021,511611,2,3,2,3,100.0
12022021,511628,600,29100,600,29112,100.0
12022021,511630,200,552,200,546,100.0
12022021,511654,3,28,3,27,100.0
12022021,511658,6630,448520,8530,576625,77.73
12022021,511672,2400,45464,2400,45464,100.0
12022021,511676,11737,1430741,23701,2906905,49.52
12022021,511710,48157,155548,49351,157089,97.58
12022021,511712,1000,13040,1000,13040,100.0
12022021,511714,200,4344,200,4344,100.0
12022021,511716,9396,39531,9396,39531,100.0
12022021,511724,2457,73833,2688,80928,91.41
12022021,511726,7573,170772,8074,182118,93.79
12022021,511728,100,1086,101,1010,99.01
12022021,511730,95,834,95,833,100.0
12022021,511736,301506,69346,301506,69346,100.0
12022021,511742,8989,994184,11188,1248959,80.34
12022021,511754,8390,646030,9530,742561,88.04
12022021,511756,207,932,207,932,100.0
12022021,511758,1,18,1,18,100.0
12022021,511764,2390,36998,2590,38744,92.28
12022021,511766,20063,8429470,26573,11155288,75.5
12022021,511768,5537,118492,5537,116626,100.0
12022021,512018,11350,17063,11350,17063,100.0
12022021,512020,10,9150,12,11295,83.33
12022021,512047,1451,1437,1451,1436,100.0
12022021,512048,15433,9106,15433,8572,100.0
12022021,512064,25,1227,25,1227,100.0
12022021,512068,62466,1061922,90440,1564795,69.07
12022021,512070,42109,22551475,159555,85833488,26.39
12022021,512093,65535,88452,65535,88452,100.0
12022021,512131,10087,323793,12922,421291,78.06
12022021,512161,20100,2058240,42616,4406445,47.17
12022021,512165,25699,3187961,30322,3483647,84.75
12022021,512175,2169,15118,2384,16777,90.98
12022021,512179,11912,4536686,42909,16430967,27.76
12022021,512197,5,19,5,19,100.0
12022021,512217,3724,114513,4146,127512,89.82
12022021,512229,142,7000,142,7000,100.0
12022021,512237,28245,2515218,63104,5689091,44.76
12022021,512247,33656,127039,33656,127039,100.0
12022021,512257,201118,705925,289373,942826,69.5
12022021,512267,71984,379356,73682,376364,97.7
12022021,512279,1,6,1,6,100.0
12022021,512296,5861,195172,9194,313113,63.75
12022021,512329,23,2388,23,2388,100.0
12022021,512344,490,745,490,744,100.0
12022021,512379,48688,34081,48688,34081,100.0
12022021,512381,15430,1319265,27979,2455784,55.15
12022021,512393,2200,113850,2200,113850,100.0
12022021,512399,5,316,5,316,100.0
12022021,512437,2713,922963,5191,1817910,52.26
12022021,512441,1,58,1,58,100.0
12022021,512453,1602,904169,2158,1225587,74.24
12022021,512455,101512,1228670,101512,1228670,100.0
12022021,512463,6405,11486,6405,11486,100.0
12022021,512477,501,13277,501,13276,100.0
12022021,512481,7058,10870,7058,10869,100.0
12022021,512493,597,18806,722,23368,82.69
12022021,512499,2175457,1501066,2239555,1541794,97.14
12022021,512519,5352,177954,7511,249733,71.26
12022021,512527,1066,467974,1116,488084,95.52
12022021,512529,26875,6748313,54732,13900436,49.1
12022021,512531,4845,381544,8491,670025,57.06
12022021,512553,701,49035,844,59316,83.06
12022021,512565,651,2468,651,2467,100.0
12022021,512573,5893,2936777,11955,5972571,49.29
12022021,512587,284,7910,618,17191,45.95
12022021,512597,111,7437,111,7408,100.0
12022021,512599,102155,73469876,952839,664130926,10.72
12022021,512608,46681,116092,46681,116092,100.0
12022021,512618,1,5,1,5,100.0
12022021,512626,1619,104507,1939,126432,83.5
12022021,512634,4830,202860,5192,215734,93.03
12022021,513005,1174,16531,1174,16531,100.0
12022021,513010,4285,2821673,7521,4961767,56.97
12022021,513023,17081,1025715,35805,2176686,47.71
12022021,513043,5227,94086,5227,94978,100.0
12022021,513059,1100,4840,1100,4840,100.0
12022021,513063,1950,23964,1950,23964,100.0
12022021,513097,26241,2195060,35047,2938825,74.87
12022021,513108,699,201872,1204,348959,58.06
12022021,513117,54,137,54,137,100.0
12022021,513121,10872,259336,10872,259336,100.0
12022021,513142,43274,412551,43274,412551,100.0
12022021,513149,245,27208,245,26965,100.0
12022021,513173,350,1488,350,1487,100.0
12022021,513179,2569,12305,2569,12305,100.0
12022021,513216,25386,191964,25386,191964,100.0
12022021,513228,15381,342228,20591,460032,74.7
12022021,513250,121500,614833,121500,614833,100.0
12022021,513262,2315,1483221,4277,2732928,54.13
12022021,513269,12324,900269,20300,1499505,60.71
12022021,513295,19813,34871,21813,40328,90.83
12022021,513303,450,1355,450,1372,100.0
12022021,513305,30676,54911,31176,51752,98.4
12022021,513309,500,2590,500,2590,100.0
12022021,513335,1365,7522,1365,7521,100.0
12022021,513343,100,219,100,219,100.0
12022021,513349,3868,496265,6330,812405,61.11
12022021,513353,9422,1277624,12213,1682799,77.15
12022021,513361,37110,30004,37110,30004,100.0
12022021,513369,1804,63411,2347,88094,76.86
12022021,513375,5274,2704508,8755,4516649,60.24
12022021,513377,39122,1116934,160284,4609223,24.41
12022021,513401,89,1074,89,1071,100.0
12022021,513430,28,178,28,178,100.0
12022021,513434,4604,3536563,39162,30352037,11.76
12022021,513446,14153,381424,23334,630403,60.65
12022021,513452,200,430,200,430,100.0
12022021,513456,511,6213,511,6213,100.0
12022021,513472,1353,26858,1553,29920,87.12
12022021,513488,2174,50002,3073,69527,70.75
12022021,513502,69264,44489,69264,44489,100.0
12022021,513509,2300,360275,2300,360275,100.0
12022021,513511,1810,69685,1910,72632,94.76
12022021,513513,23,109,23,108,100.0
12022021,513515,4342,13924,4342,13924,100.0
12022021,513517,4065,572962,4171,608841,97.46
12022021,513519,18109,1175275,97345,6307151,18.6
12022021,513528,100,184,100,184,100.0
12022021,513532,1716,96182,2682,151747,63.98
12022021,513536,114214,2188951,114214,2188951,100.0
12022021,513548,42,3005,42,3005,100.0
12022021,513554,2062,216510,2303,242856,89.54
12022021,513558,50,517,50,517,100.0
12022021,513566,11,81,11,81,100.0
12022021,513579,1218,1510,1218,1510,100.0
12022021,513599,115038,8363263,395459,28925861,29.09
12022021,513605,8889,1468019,12194,2013559,72.9
12022021,513642,615,8125,615,8125,100.0
12022021,513683,176371,9109563,340308,17704535,51.83
12022021,513687,1801,5979,1801,5979,100.0
12022021,513691,118084,339038,118084,339038,100.0
12022021,513693,839,33099,1018,40369,82.42
12022021,513709,2299,215302,2578,244098,89.18
12022021,513713,48524,251840,57640,294316,84.18
12022021,513723,50,1038,50,1037,100.0
12022021,513729,2044,88199,2966,129118,68.91
12022021,514010,6920,22836,6920,22836,100.0
12022021,514028,202,962,202,961,100.0
12022021,514030,6439,622330,7685,766013,83.79
12022021,514034,47165,718795,136523,2041885,34.55
12022021,514036,1137,587432,1859,972210,61.16
12022021,514043,4161,627687,7046,1075122,59.05
12022021,514045,1707,54624,1722,54829,99.13
12022021,514087,516,30780,516,28199,100.0
12022021,514113,5136,23195,5136,23195,100.0
12022021,514128,500,3325,500,3325,100.0
12022021,514138,5195,638605,5195,638605,100.0
12022021,514140,1078,4644,1078,4644,100.0
12022021,514142,4090,193662,4559,217408,89.71
12022021,514144,2797,1230,2797,1230,100.0
12022021,514162,11372,766473,20288,1378868,56.05
12022021,514165,70204,744163,111345,1200323,63.05
12022021,514167,4789,2595399,7582,4199999,63.16
12022021,514175,3246,44601,3291,45227,98.63
12022021,514183,25460,3498204,30776,4241899,82.73
12022021,514197,629,3396,629,3396,100.0
12022021,514215,12810,1161867,16124,1467359,79.45
12022021,514223,4436,7730,4436,7730,100.0
12022021,514234,2924,222298,2924,222298,100.0
12022021,514240,2074,3651,2374,4178,87.36
12022021,514266,652,26243,652,26230,100.0
12022021,514272,31556,438629,31556,435642,100.0
12022021,514274,12624,237963,21129,403657,59.75
12022021,514280,200,1952,200,1952,100.0
12022021,514286,45308,593535,45318,592387,99.98
12022021,514300,18184,741908,27622,1133221,65.83
12022021,514302,1290,48762,1461,55070,88.3
12022021,514312,106,295,106,295,100.0
12022021,514316,100,21800,100,21800,100.0
12022021,514318,100,1850,100,1850,100.0
12022021,514322,1081,35457,1231,41096,87.81
12022021,514326,220,1239,220,1238,100.0
12022021,514330,10,35,10,34,100.0
12022021,514332,50,715,60,843,83.33
12022021,514354,3252,123414,4299,165666,75.65
12022021,514358,164,1660,164,1667,100.0
12022021,514360,1064,15269,1445,20820,73.63
12022021,514386,202,271,202,270,100.0
12022021,514394,7352,258056,9284,326239,79.19
12022021,514400,2889,10459,2889,10458,100.0
12022021,514412,5,92,5,92,100.0
12022021,514418,31689,17663449,43181,24014736,73.39
12022021,514428,4117,555384,5860,818279,70.26
12022021,514442,900,10989,900,11016,100.0
12022021,514448,3975,1611863,4942,1993936,80.43
12022021,514450,1215,52367,1275,54408,95.29
12022021,514454,20,104,20,104,100.0
12022021,514470,510,15825,510,15825,100.0
12022021,515008,2217,119828,2217,119828,100.0
12022021,515030,1183,344017,1674,487719,70.67
12022021,515037,15733,337473,19363,415120,81.25
12022021,515043,37322,2508039,46465,3116336,80.32
12022021,515055,31627,1361543,62964,2713667,50.23
12022021,515059,4514,53356,4629,54183,97.52
12022021,515085,10803,28196,10946,28793,98.69
12022021,515093,2482,134028,2953,159401,84.05
12022021,515127,70,152,70,151,100.0
12022021,515145,13819,375186,21034,567589,65.7
12022021,515147,168667,5178077,204289,6383526,82.56
12022021,516003,2793,195092,4072,278879,68.59
12022021,516007,2214,25926,2654,30163,83.42
12022021,516016,7099,521067,9411,697659,75.43
12022021,516020,2245,6557,2245,6557,100.0
12022021,516022,23291,2671478,28326,3216421,82.22
12022021,516030,251450,20908068,262794,22023739,95.68
12022021,516062,1200,8052,1200,8052,100.0
12022021,516064,23153,1584823,23904,1633152,96.86
12022021,516072,3042,549234,3951,727581,76.99
12022021,516078,700,6223,700,6223,100.0
12022021,516082,959,206042,1530,335823,62.68
12022021,516086,25,87,25,87,100.0
12022021,516092,4,39,5,45,80.0
12022021,516096,360,26845,360,26845,100.0
12022021,516098,125,323,125,322,100.0
12022021,516106,100,325,100,325,100.0
12022021,516108,4467,352670,5809,458055,76.9
12022021,516110,306,4651,306,4651,100.0
12022021,517015,1193,977306,1900,1574672,62.79
12022021,517035,3397,127898,3885,149326,87.44
12022021,517041,6710,2003271,13996,4247691,47.94
12022021,517059,2273,275488,2661,320990,85.42
12022021,517063,1666,62809,1786,67626,93.28
12022021,517077,23,665,23,665,100.0
12022021,517096,4151,83228,5601,114330,74.11
12022021,517119,3347,17104,3808,19487,87.89
12022021,517146,46626,1403443,74409,2275826,62.66
12022021,517166,40475,577888,40475,577888,100.0
12022021,517168,2845,910258,3175,1018291,89.61
12022021,517170,10000,125000,10000,125000,100.0
12022021,517174,117,4890308,236,9813775,49.58
12022021,517201,550,15373,550,15372,100.0
12022021,517206,806,1159431,1059,1522355,76.11
12022021,517214,62902,3818035,62902,3818035,100.0
12022021,517230,2815,7319,2815,7319,100.0
12022021,517236,1642,33605,1642,33605,100.0
12022021,517238,2722,166777,2722,166777,100.0
12022021,517246,4910,56676,4910,56676,100.0
12022021,517258,1283,21850,1283,21850,100.0
12022021,517264,340,6120,440,7852,77.27
12022021,517271,53799,1993253,132762,4864580,40.52
12022021,517273,487,7690,487,7690,100.0
12022021,517288,165,1180,165,1179,100.0
12022021,517300,9511,730921,18903,1460819,50.31
12022021,517330,11844,523505,15148,694478,78.19
12022021,517334,523424,103245384,7131598,1343498691,7.34
12022021,517344,8885,398937,9731,439287,91.31
12022021,517354,4366,4984008,51217,58686343,8.52
12022021,517356,9544,2768,9544,2859,100.0
12022021,517370,617,13695,617,13695,100.0
12022021,517372,706,71412,866,89085,81.52
12022021,517380,2940,976815,6280,2101972,46.82
12022021,517385,4249,4525398,7767,8298837,54.71
12022021,517393,22758,15021,22758,15020,100.0
12022021,517411,1830,10651,2350,13720,77.87
12022021,517415,1,2,1,2,100.0
12022021,517417,30632,4806161,36055,5673740,84.96
12022021,517421,14755,9235893,48113,30816610,30.67
12022021,517429,16148,643660,16148,643660,100.0
12022021,517447,4568,114429,5626,144373,81.19
12022021,517449,1668,283560,1876,319101,88.91
12022021,517467,1560,11681,1560,11681,100.0
12022021,517477,3081,400376,4708,620978,65.44
12022021,517494,44448,577824,49765,654403,89.32
12022021,517498,16856,632943,21621,820432,77.96
12022021,517500,17539,2495800,27226,3904014,64.42
12022021,517506,2081,15380359,5309,39035375,39.2
12022021,517514,3500,51975,4101,58697,85.34
12022021,517522,803,450122,1070,600667,75.05
12022021,517530,5713,27423,5849,27817,97.67
12022021,517536,5798,558638,8119,798476,71.41
12022021,517544,1796,754231,4135,1739127,43.43
12022021,517546,10,152,11,166,90.91
12022021,517548,2,5,2,5,100.0
12022021,517554,2650,15291,3350,19081,79.1
12022021,517562,10551,814538,19182,1515255,55.0
12022021,517569,4995,2497750,12659,6373993,39.46
12022021,517571,1704,28968,1814,31348,93.94
12022021,518029,24458,897609,43152,1605462,56.68
12022021,518075,2460,79922,2460,79922,100.0
12022021,518091,2745,589901,5441,1194128,50.45
12022021,519003,5506,382667,6379,458966,86.31
12022021,519091,395,5565432,639,9019687,61.82
12022021,519097,34343,480458,34343,480458,100.0
12022021,519105,12543,592030,14810,701704,84.69
12022021,519126,9084,16736362,17982,34123056,50.52
12022021,519136,921,40386,1179,51170,78.12
12022021,519156,1394,1142105,7185,5829655,19.4
12022021,519174,950,5538,950,5538,100.0
12022021,519183,2801,2200046,11153,8577915,25.11
12022021,519191,2643,61054,2861,65781,92.38
12022021,519214,892,2891,892,2890,100.0
12022021,519216,10285,718408,12634,878960,81.41
12022021,519224,2071,47323,2218,51018,93.37
12022021,519234,136,1718,136,1718,100.0
12022021,519260,2294884,2100539,2294884,2100539,100.0
12022021,519262,2126,37558,2126,37558,100.0
12022021,519285,2300,11140,2300,11140,100.0
12022021,519287,22563,226082,22563,226081,100.0
12022021,519295,4503,1017678,5544,1239620,81.22
12022021,519307,433656,1721615,495175,1931684,87.58
12022021,519319,2,10,2,10,100.0
12022021,519359,2673,107455,3936,157398,67.91
12022021,519367,771,172704,803,179647,96.01
12022021,519383,50,771,51,785,98.04
12022021,519397,906,24587,906,24587,100.0
12022021,519421,6454,15631725,6454,15631725,100.0
12022021,519455,341,11383,341,11383,100.0
12022021,519457,4068,89293,5123,111839,79.41
12022021,519463,130,2005,130,2005,100.0
12022021,519475,305,28609,305,28592,100.0
12022021,519477,384,11771,384,11771,100.0
12022021,519483,1,11,1,11,100.0
12022021,519500,51,199,51,199,100.0
12022021,519506,1300,6240,1300,6240,100.0
12022021,519532,3471,69073,3472,69618,99.97
12022021,519552,1810,506348,2704,755948,66.94
12022021,519566,3046,211241,3522,242339,86.48
12022021,519588,1738,702761,9429,3814834,18.43
12022021,519600,11095,2706626,18658,4553439,59.47
12022021,519602,22230,1868432,35266,2962210,63.04
12022021,519612,427,7580,434,7773,98.39
12022021,520008,47984,1720227,102351,3751484,46.88
12022021,520021,11909,554960,16726,775204,71.2
12022021,520043,6425,1031534,10871,1754359,59.1
12022021,520051,51228,3493750,103324,7110573,49.58
12022021,520056,141,529878,276,1032398,51.09
12022021,520057,31082,2839341,47487,4411531,65.45
12022021,520059,99260,6630568,331500,22168470,29.94
12022021,520066,1887,477128,6775,1734237,27.85
12022021,520073,17225,4006535,23171,5428057,74.34
12022021,520075,6183,971041,8208,1299156,75.33
12022021,520086,34255,592612,52142,904735,65.7
12022021,520111,618,1000604,3426,5597125,18.04
12022021,520113,445,458350,2315,2409544,19.22
12022021,520119,10900,484687,10900,484687,100.0
12022021,520121,700,3991,700,3991,100.0
12022021,520123,1537,89684,1991,115168,77.2
12022021,520127,1001,8109,1001,8453,100.0
12022021,520141,2242,17017,2242,17021,100.0
12022021,520151,19495,1559600,27985,2257400,69.66
12022021,520155,2302,29121,4303,52038,53.5
12022021,521016,8387,1059279,95467,12193146,8.79
12022021,521018,3501,93078,3501,93078,100.0
12022021,521034,1296,6014,1296,6013,100.0
12022021,521036,300,168,300,168,100.0
12022021,521054,100,81,100,81,100.0
12022021,521062,6200,6200,6200,6203,100.0
12022021,521064,548632,7741198,1373257,19507570,39.95
12022021,521068,200,2500,200,2500,100.0
12022021,521070,301650,6304485,769945,16176419,39.18
12022021,521080,8350,12409,8350,12409,100.0
12022021,521082,6629,5316,6629,5316,100.0
12022021,521097,7641,788170,9363,973541,81.61
12022021,521105,1255,37649,1255,37649,100.0
12022021,521109,10077,185921,10077,192420,100.0
12022021,521113,200,2166,200,2166,100.0
12022021,521141,620,3899,620,3899,100.0
12022021,521151,1,24,1,23,100.0
12022021,521163,4887,526330,9108,989921,53.66
12022021,521180,11521,53112,14246,65783,80.87
12022021,521188,12,45,12,45,100.0
12022021,521194,950,202160,1342,286005,70.79
12022021,521200,1017,29748,1024,29848,99.32
12022021,521206,42083,45029,42083,45028,100.0
12022021,521210,835,6542,835,6542,100.0
12022021,521216,9829,240320,12975,314839,75.75
12022021,521220,1314,41983,1470,46946,89.39
12022021,521222,150,1539,150,1539,100.0
12022021,521228,17224,7061,17224,7061,100.0
12022021,521234,25,353,25,353,100.0
12022021,521240,1142,101227,1142,101227,100.0
12022021,521244,20,72,20,72,100.0
12022021,521248,4620,488565,7408,784385,62.36
12022021,522001,255,2933,295,3130,86.44
12022021,522004,2091,28522,2619,36320,79.84
12022021,522005,2353,97532,2354,97895,99.96
12022021,522014,950,256263,3774,1029758,25.17
12022021,522017,1046,96389,1423,130799,73.51
12022021,522027,600,1926,600,1926,100.0
12022021,522029,27251,569546,32502,694117,83.84
12022021,522034,7808,959604,9138,1121357,85.45
12022021,522064,2024,2164162,2619,2820568,77.28
12022021,522073,1788,325238,1799,329116,99.39
12022021,522074,1336,224716,2945,495290,45.36
12022021,522101,11739,233607,18660,374123,62.91
12022021,522105,45255,453003,45258,453032,99.99
12022021,522108,6978,3701829,8873,4764670,78.64
12022021,522113,5769,8266112,9127,13029292,63.21
12022021,522122,1591,1734190,2303,2534227,69.08
12022021,522134,5635,184828,6403,215132,88.01
12022021,522152,20783,486323,34286,805658,60.62
12022021,522165,18045,283481,18045,283481,100.0
12022021,522183,1452,134456,1555,143004,93.38
12022021,522195,9864,3297536,13994,4636659,70.49
12022021,522205,22167,2817426,77057,9891231,28.77
12022021,522207,246,13567,357,19847,68.91
12022021,522209,4068,9694,4068,9694,100.0
12022021,522215,3777,5257018,6601,9112098,57.22
12022021,522217,1788,423309,2200,523670,81.27
12022021,522229,11291,364700,12652,412597,89.24
12022021,522231,5336,139003,6212,162216,85.9
12022021,522241,142,69304,253,125147,56.13
12022021,522249,46792,17802017,55360,20950209,84.52
12022021,522251,2910,130077,4235,191142,68.71
12022021,522257,33123,685647,50537,1065568,65.54
12022021,522263,4364,332319,6873,527250,63.49
12022021,522267,3056,84552,3056,84552,100.0
12022021,522275,10430,1218224,20167,2367618,51.72
12022021,522281,7059,598604,11218,946064,62.93
12022021,522285,7599,39439,8599,43955,88.37
12022021,522287,10688,3892570,18380,6651540,58.15
12022021,522289,1,3,1,3,100.0
12022021,522292,50219,3289345,71282,4635453,70.45
12022021,522294,11592,1143551,13107,1287923,88.44
12022021,522295,1813,422158,2294,536865,79.03
12022021,522650,661,110387,661,110387,100.0
12022021,523007,850,40545,3505,160887,24.25
12022021,523011,3781,185648,4366,212989,86.6
12022021,523019,2088,54288,2164,56162,96.49
12022021,523021,522,10039,522,10039,100.0
12022021,523023,13332,645936,15274,734568,87.29
12022021,523025,3440,1868092,5362,2839067,64.16
12022021,523062,10,56,10,56,100.0
12022021,523100,9315,179085,9315,179085,100.0
12022021,523116,389,80874,389,78932,100.0
12022021,523120,665,57057,665,57057,100.0
12022021,523127,410,114021,594,164961,69.02
12022021,523144,40367,1404772,44697,1539333,90.31
12022021,523160,681,572006,749,628187,90.92
12022021,523204,11286,327294,12740,368566,88.59
12022021,523207,13087,823173,19342,1217214,67.66
12022021,523229,26492,2210758,34491,2891342,76.81
12022021,523232,7940,166701,7940,166701,100.0
12022021,523248,590,47289,690,55536,85.51
12022021,523260,1001,15066,1001,15270,100.0
12022021,523261,1433,2329987,2556,4183150,56.06
12022021,523269,10102,528840,11781,605651,85.75
12022021,523277,114431,45102,114431,45102,100.0
12022021,523283,2156,273920,2587,330588,83.34
12022021,523289,6781,43060,6781,44943,100.0
12022021,523301,278,106377,290,110944,95.86
12022021,523319,18642,2130781,52500,6026616,35.51
12022021,523323,16783,18363120,22033,24402001,76.17
12022021,523329,1664,3693997,1922,4275812,86.58
12022021,523367,7087,3356049,10897,5123122,65.04
12022021,523369,17054,3403126,18830,3759878,90.57
12022021,523371,49612,1704173,70911,2479023,69.96
12022021,523373,1301,4293,1301,4293,100.0
12022021,523384,8521,653281,8521,653281,100.0
12022021,523385,14078,26430038,41364,78185741,34.03
12022021,523391,1162,107021,1750,164894,66.4
12022021,523395,116,2403242,169,3518707,68.64
12022021,523398,330,832293,531,1342734,62.15
12022021,523405,44427,4087284,89576,8198542,49.6
12022021,523411,1009,201195,1244,249646,81.11
12022021,523419,23961,181863,23961,181863,100.0
12022021,523425,600,1017,600,1017,100.0
12022021,523445,6811,2620873,16236,6344800,41.95
12022021,523449,922,26508,1109,32302,83.14
12022021,523457,7665,9005609,14846,17348265,51.63
12022021,523465,5428,220377,7560,314149,71.8
12022021,523475,348,6108,348,6094,100.0
12022021,523483,1932,352494,6242,1150432,30.95
12022021,523489,5061,57558,5061,57558,100.0
12022021,523519,24,70,24,69,100.0
12022021,523537,3696,86117,4723,111732,78.26
12022021,523539,5278,939748,9179,1658677,57.5
12022021,523550,2407,23589,2648,25906,90.9
12022021,523566,200,4510,200,4507,100.0
12022021,523574,265467,3002432,418708,4725495,63.4
12022021,523586,3377,431750,3418,436230,98.8
12022021,523594,150,2708,150,2708,100.0
12022021,523598,106930,9356375,374818,33209470,28.53
12022021,523606,2732,933798,3568,1228978,76.57
12022021,523610,8833,1101917,17092,2150242,51.68
12022021,523618,2709,806876,28935,8734860,9.36
12022021,523620,50,1525,50,1525,100.0
12022021,523628,626,125590,626,125590,100.0
12022021,523630,30776,1252584,83616,3424736,36.81
12022021,523638,2957,242327,4407,361868,67.1
12022021,523642,5404,12022009,9295,20827182,58.14
12022021,523648,182,43025,269,63670,67.66
12022021,523650,105,679,105,679,100.0
12022021,523660,20370,2318106,28528,3239413,71.4
12022021,523672,7402,565513,9460,729115,78.25
12022021,523676,380,7372,380,7372,100.0
12022021,523694,3806,698021,8943,1641071,42.56
12022021,523696,3700,195730,3700,196118,100.0
12022021,523704,9640,11474974,39346,47883543,24.5
12022021,523708,414,159577,2415,912635,17.14
12022021,523710,100,22284,100,22284,100.0
12022021,523716,11662,1160369,18329,1871144,63.63
12022021,523722,8035,19123,8035,19123,100.0
12022021,523732,1818,7121,1818,7121,100.0
12022021,523736,17024,1584935,24485,2375761,69.53
12022021,523752,226,482,226,435,100.0
12022021,523754,6350,965200,15254,2347770,41.63
12022021,523756,58581,431742,106749,789974,54.88
12022021,523782,1022,18396,1045,18891,97.8
12022021,523792,5888,3317300,8649,4942967,68.08
12022021,523796,8955,24556,8955,24556,100.0
12022021,523826,7,39,7,38,100.0
12022021,523828,6263,367325,7249,419246,86.4
12022021,523832,140,373,140,372,100.0
12022021,523836,2000,89900,2000,89900,100.0
12022021,523838,19321,719708,23055,861006,83.8
12022021,523840,51881,1105066,52581,1102056,98.67
12022021,523842,14669,45034,15569,47945,94.22
12022021,523850,84867,25349773,128160,37099013,66.22
12022021,523862,476,911,476,911,100.0
12022021,523874,32157,9326,32157,9073,100.0
12022021,524000,10327,1012563,10327,1012562,100.0
12022021,524013,1807,14638,1807,14638,100.0
12022021,524019,8267,4946560,11118,6723952,74.36
12022021,524037,61249,6927262,93284,10271618,65.66
12022021,524051,22925,21038273,58859,54510667,38.95
12022021,524075,1658,697107,5938,2503393,27.92
12022021,524080,54,1519,54,1519,100.0
12022021,524091,72606,19331348,111100,29156933,65.35
12022021,524109,26118,3461941,38433,5012269,67.96
12022021,524129,4553,544767,6957,839005,65.44
12022021,524136,4790,628927,7833,1031138,61.15
12022021,524164,10509,7044709,21299,14369357,49.34
12022021,524174,53405,313158,53405,313158,100.0
12022021,524200,9790,14478431,27686,40303400,35.36
12022021,524202,21103,482204,25206,580062,83.72
12022021,524208,2552,3093918,5208,6365238,49.0
12022021,524212,16570,1042243,16570,1042243,100.0
12022021,524218,13284,1918874,16498,2380899,80.52
12022021,524226,6707,872246,12123,1586966,55.32
