security_id,company_name,rate_of_growth,model,parameters,accuracy,precision,recall,f1_score,confusion matrix
500209,INFOSYS LTD,0.01,knn,"metric = euclidean, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6585094549499444,0.19402985074626866,0.21195652173913046,0.2025974025974026,"[[553 162]
 [145  39]]"
500209,INFOSYS LTD,0.01,svm,"C = 100, gamma = 0.01, kernel = sigmoid",0.6473859844271412,0.1691542288557214,0.18478260869565216,0.1766233766233766,"[[548 167]
 [150  34]]"
500209,INFOSYS LTD,0.01,bpnn,"batch_size = 32, epochs = 100",0.7808676307007787,0.1176470588235294,0.010869565217391304,0.01990049751243781,"[[700, 15], [182, 2]]"
500209,INFOSYS LTD,0.01,logistic,"C = 0.001, penalty = l2, p_f_value = p_0.05",0.7942157953281423,0.0,0.0,0.0,"[[714   1]
 [184   0]]"
500325,RELIANCE INDUSTRIES LTD,0.01,rnn,"batch_size = 32, epochs = 100",0.8367103694874851,0.8473684210526315,0.5985130111524164,0.7015250544662309,"[[541, 29], [108, 161]]"
500325,RELIANCE INDUSTRIES LTD,0.01,cnn,"batch_size = 32, epochs = 100",0.5472747497219133,0.2738693467336684,0.4801762114537445,0.34880000000000005,"[[383 289]
 [118 109]]"
500325,RELIANCE INDUSTRIES LTD,0.01,svm,"C = 1000, gamma = 1e-05, kernel = sigmoid",0.6407119021134594,0.2876106194690265,0.28634361233480177,0.2869757174392936,"[[511 161]
 [162  65]]"
500325,RELIANCE INDUSTRIES LTD,0.01,knn,"metric = manhattan, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6262513904338154,0.2640692640692641,0.2687224669603524,0.2663755458515284,"[[502 170]
 [166  61]]"
500325,RELIANCE INDUSTRIES LTD,0.01,bpnn,"batch_size = 32, epochs = 100",0.7441601779755284,0.38461538461538464,0.022026431718061675,0.04166666666666667,"[[664, 8], [222, 5]]"
500325,RELIANCE INDUSTRIES LTD,0.01,logistic,"C = 0.001, penalty = l2, p_f_value = p_0.05",0.7474972191323693,0.0,0.0,0.0,"[[672   0]
 [227   0]]"
500387,SHREE CEMENT LTD,0.01,cnn,"batch_size = 64, epochs = 100",0.4051383399209486,0.2783783783783784,0.7518248175182481,0.4063116370808678,"[[102 267]
 [ 34 103]]"
500387,SHREE CEMENT LTD,0.01,svm,"C = 1000.0, gamma = 1e-05, kernel = sigmoid",0.6284584980237155,0.29600000000000004,0.27007299270072993,0.282442748091603,"[[281  88]
 [100  37]]"
500387,SHREE CEMENT LTD,0.01,rnn,"batch_size = 25, epochs = 100",0.672645739910314,0.25,0.24489795918367346,0.24742268041237114,"[[276, 72], [74, 24]]"
500387,SHREE CEMENT LTD,0.01,knn,"metric = manhattan, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6047430830039525,0.24390243902439024,0.21897810218978106,0.23076923076923075,"[[276  93]
 [107  30]]"
500387,SHREE CEMENT LTD,0.01,bpnn,"batch_size = 25, epochs = 100",0.7213438735177866,0.375,0.043795620437956206,0.0784313725490196,"[[359, 10], [131, 6]]"
500387,SHREE CEMENT LTD,0.01,logistic,"C = 0.001, penalty = l2, p_f_value = p_0.05",0.7292490118577075,0.0,0.0,0.0,"[[369   0]
 [137   0]]"
500680,PFIZER LTD,0.01,cnn,"batch_size = 100, epochs = 25",0.4852272727272727,0.22410147991543344,0.5520833333333334,0.318796992481203,"[[321 367]
 [ 86 106]]"
500680,PFIZER LTD,0.01,svm,"C = 10.0, gamma = 0.01, kernel = sigmoid",0.6806818181818182,0.24277456647398846,0.21875,0.23013698630136986,"[[557 131]
 [150  42]]"
500680,PFIZER LTD,0.01,knn,"metric = euclidean, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6727272727272727,0.2303370786516854,0.21354166666666666,0.22162162162162166,"[[551 137]
 [151  41]]"
500680,PFIZER LTD,0.01,rnn,"batch_size = 25, epochs = 100",0.7207317073170731,0.24778761061946905,0.16279069767441862,0.19649122807017544,"[[563, 85], [144, 28]]"
500680,PFIZER LTD,0.01,bpnn,"batch_size = 32, epochs = 100",0.7659090909090909,0.2083333333333333,0.026041666666666668,0.0462962962962963,"[[669, 19], [187, 5]]"
500680,PFIZER LTD,0.01,logistic,"C = 0.001, penalty = none, p_f_value = p_0.01",0.7806818181818181,0.0,0.0,0.0,"[[687   1]
 [192   0]]"
500770,TATA CHEMICALS LTD,0.01,rnn,"batch_size = 48, epochs = 100",0.7142857142857143,0.6041666666666666,0.2416666666666667,0.3452380952380952,"[[492, 38], [182, 58]]"
500770,TATA CHEMICALS LTD,0.01,cnn,"batch_size = 32, epochs = 50",0.4795180722891566,0.23325635103926096,0.5024875621890548,0.3186119873817035,"[[297 332]
 [100 101]]"
500770,TATA CHEMICALS LTD,0.01,knn,"metric = euclidean, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6168674698795181,0.2445414847161572,0.27860696517412936,0.26046511627906976,"[[456 173]
 [145  56]]"
500770,TATA CHEMICALS LTD,0.01,svm,"C = 1000, gamma = 0.1, kernel = rbf",0.655421686746988,0.21476510067114093,0.15920398009950248,0.18285714285714288,"[[512 117]
 [169  32]]"
500770,TATA CHEMICALS LTD,0.01,bpnn,"batch_size = 25, epochs = 100",0.7313253012048193,0.19444444444444445,0.03482587064676617,0.05907172995780593,"[[600, 29], [194, 7]]"
500770,TATA CHEMICALS LTD,0.01,logistic,"C = 0.001, penalty = l2, p_f_value = p_0.01",0.7566265060240964,0.0,0.0,0.0,"[[628   1]
 [201   0]]"
500790,NESTLE INDIA LTD,0.01,rnn,"batch_size = 25, epochs = 100",0.7497020262216925,0.4268292682926829,0.3763440860215054,0.4,"[[559, 94], [116, 70]]"
500790,NESTLE INDIA LTD,0.01,cnn,"batch_size = 100, epochs = 50",0.4549499443826474,0.19548872180451127,0.6265060240963856,0.2979942693409742,"[[305 428]
 [ 62 104]]"
500790,NESTLE INDIA LTD,0.01,knn,"metric = euclidean, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6952169076751946,0.2032967032967033,0.22289156626506024,0.21264367816091956,"[[588 145]
 [129  37]]"
500790,NESTLE INDIA LTD,0.01,svm,"C = 1000, gamma = 0.1, kernel = rbf",0.7274749721913237,0.2158273381294964,0.18072289156626506,0.1967213114754098,"[[624 109]
 [136  30]]"
500790,NESTLE INDIA LTD,0.01,bpnn,"batch_size = 100, epochs = 75",0.8131256952169077,0.25,0.006024096385542169,0.011764705882352941,"[[730, 3], [165, 1]]"
500790,NESTLE INDIA LTD,0.01,logistic,"C = 0.001, penalty = l2, p_f_value = p_0.01",0.8153503893214683,0.0,0.0,0.0,"[[733   0]
 [166   0]]"
500825,BRITANNIA INDUSTRIES LTD,0.01,rnn,"batch_size = 48, epochs = 100",0.8102189781021898,0.5689655172413793,0.2391304347826087,0.33673469387755106,"[[522, 25], [105, 33]]"
500825,BRITANNIA INDUSTRIES LTD,0.01,cnn,"batch_size = 48, epochs = 25",0.4308724832214765,0.21982758620689646,0.6219512195121951,0.3248407643312102,"[[219 362]
 [ 62 102]]"
500825,BRITANNIA INDUSTRIES LTD,0.01,svm,"C = 10, gamma = 0.01, kernel = sigmoid",0.6845637583892618,0.2585034013605442,0.23170731707317074,0.2443729903536977,"[[472 109]
 [126  38]]"
500825,BRITANNIA INDUSTRIES LTD,0.01,knn,"metric = manhattan, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6885906040268457,0.24242424242424246,0.1951219512195122,0.2162162162162162,"[[481 100]
 [132  32]]"
500825,BRITANNIA INDUSTRIES LTD,0.01,bpnn,"batch_size = 25, epochs = 100",0.7597315436241611,0.2,0.03048780487804878,0.052910052910052914,"[[561, 20], [159, 5]]"
500825,BRITANNIA INDUSTRIES LTD,0.01,logistic,"C = 0.001, penalty = none, p_f_value = p_0.01",0.7785234899328859,0.0,0.0,0.0,"[[580   1]
 [164   0]]"
501425,BOMBAY BURMAH TRADING CORP.LTD,0.01,rnn,"batch_size = 25, epochs = 75",0.7611731843575419,0.6716981132075471,0.6793893129770993,0.6755218216318786,"[[367, 87], [84, 178]]"
501425,BOMBAY BURMAH TRADING CORP.LTD,0.01,knn,"metric = euclidean, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.5721649484536082,0.3820224719101124,0.379182156133829,0.3805970149253732,"[[342 165]
 [167 102]]"
501425,BOMBAY BURMAH TRADING CORP.LTD,0.01,cnn,"batch_size = 25, epochs = 25",0.5554123711340206,0.3652482269503545,0.3828996282527881,0.3738656987295826,"[[328 179]
 [166 103]]"
501425,BOMBAY BURMAH TRADING CORP.LTD,0.01,svm,"C = 1000, gamma = 1e-05, kernel = sigmoid",0.5657216494845361,0.3606557377049181,0.3271375464684015,0.3430799220272905,"[[351 156]
 [181  88]]"
501425,BOMBAY BURMAH TRADING CORP.LTD,0.01,bpnn,"batch_size = 25, epochs = 75",0.634020618556701,0.2972972972972973,0.04089219330855018,0.0718954248366013,"[[481, 26], [258, 11]]"
501425,BOMBAY BURMAH TRADING CORP.LTD,0.01,logistic,"C = 0.1, penalty = l2, p_f_value = p_0.2",0.6572164948453608,0.7142857142857143,0.01858736059479554,0.036231884057971016,"[[505   2]
 [264   5]]"
506395,COROMANDEL INTERNATIONAL LTD,0.01,rnn,"batch_size = 25, epochs = 75",0.7535885167464115,0.6345177664974619,0.4826254826254826,0.5482456140350876,"[[505, 72], [134, 125]]"
506395,COROMANDEL INTERNATIONAL LTD,0.01,cnn,"batch_size = 100, epochs = 50",0.5412946428571429,0.29620253164556964,0.468,0.3627906976744187,"[[368 278]
 [133 117]]"
506395,COROMANDEL INTERNATIONAL LTD,0.01,knn,"metric = euclidean, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6149553571428571,0.3107569721115538,0.312,0.31137724550898205,"[[473 173]
 [172  78]]"
506395,COROMANDEL INTERNATIONAL LTD,0.01,svm,"C = 1000, gamma = 0.0001, kernel = sigmoid",0.5948660714285714,0.2784313725490196,0.284,0.2811881188118812,"[[462 184]
 [179  71]]"
506395,COROMANDEL INTERNATIONAL LTD,0.01,bpnn,"batch_size = 25, epochs = 75",0.703125,0.19230769230769232,0.02,0.036231884057971016,"[[625, 21], [245, 5]]"
506395,COROMANDEL INTERNATIONAL LTD,0.01,logistic,"C = 0.001, penalty = none, p_f_value = p_0.05",0.7176339285714286,0.2,0.004,0.007843137254901959,"[[642   4]
 [249   1]]"
507685,WIPRO LTD,0.01,rnn,"batch_size = 32, epochs = 75",0.8241626794258373,0.7947368421052632,0.5830115830115831,0.6726057906458798,"[[538, 39], [108, 151]]"
507685,WIPRO LTD,0.01,cnn,"batch_size = 64, epochs = 100",0.5703125,0.2575757575757576,0.5284974093264249,0.3463497453310696,"[[409 294]
 [ 91 102]]"
507685,WIPRO LTD,0.01,svm,"C = 1000, gamma = 0.01, kernel = sigmoid",0.6629464285714286,0.24413145539906106,0.2694300518134715,0.25615763546798026,"[[542 161]
 [141  52]]"
507685,WIPRO LTD,0.01,knn,"metric = manhattan, n_neighbors = 1, weights = uniform, algorithm = ball_tree",0.6707589285714286,0.2371134020618557,0.2383419689119171,0.23772609819121446,"[[555 148]
 [147  46]]"
507685,WIPRO LTD,0.01,bpnn,"batch_size = 25, epochs = 100",0.7522321428571429,0.2542372881355932,0.07772020725388601,0.11904761904761905,"[[659, 44], [178, 15]]"
507685,WIPRO LTD,0.01,logistic,"C = 0.001, penalty = none, p_f_value = p_0.01",0.7845982142857143,0.5,0.0051813471502590676,0.010256410256410256,"[[702   1]
 [192   1]]"
524715,SUN PHARMACEUTICAL INDUSTRIES LTD,0.01,rnn,"batch_size = 25, epochs = 100",0.794044665012407,0.6073298429319371,0.5603864734299517,0.5829145728643217,"[[524, 75], [91, 116]]"
