root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.5941676057897872,0.35303514376996803,0.35303514376996803,0.646964856230032,0.08695652173913043,0.2318840579710145,0.1264822134387352,"[[389 168]
 [ 53  16]]",25,100,0.01
0.4304689470530909,0.1853035143769968,0.1853035143769968,0.8146964856230032,0.038834951456310676,0.19047619047619047,0.06451612903225806,"[[506  99]
 [ 17   4]]",25,100,0.02
0.309591093811518,0.09584664536741214,0.09584664536741214,0.9041533546325878,0.018518518518518517,0.125,0.03225806451612903,"[[565  53]
 [  7   1]]",25,100,0.03
0.2076800192973206,0.04313099041533546,0.04313099041533546,0.9568690095846646,0.037037037037037035,0.5,0.06896551724137931,"[[598  26]
 [  1   1]]",48,100,0.04
0.1787425013507906,0.03194888178913738,0.03194888178913738,0.9680511182108626,0.05555555555555555,0.25,0.0909090909090909,"[[605  17]
 [  3   1]]",25,100,0.05
