root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.43228960753537937,0.18687430478309233,0.18687430478309233,0.8131256952169077,0.006024096385542169,0.25,0.011764705882352941,"[[730 165]
 [  3   1]]",100,75,0.01
0.27904174178717744,0.0778642936596218,0.0778642936596218,0.9221357063403782,0.0,0.0,0.0,"[[829  65]
 [  5   0]]",100,100,0.02
0.18866665225463128,0.035595105672969966,0.035595105672969966,0.96440489432703,0.0,0.0,0.0,"[[867  31]
 [  1   0]]",48,75,0.03
0.12025186767632363,0.014460511679644048,0.014460511679644048,0.985539488320356,0.0,0.0,0.0,"[[886  12]
 [  1   0]]",32,100,0.04
0.07457704245544709,0.0055617352614015575,0.0055617352614015575,0.9944382647385984,0.0,0.0,0.0,"[[894   5]
 [  0   0]]",32,100,0.05
