root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.5483321543076436,0.30066815144766146,0.30066815144766146,0.6993318485523385,0.04980842911877394,0.37142857142857144,0.08783783783783784,"[[615 248]
 [ 22  13]]",32,100,0.01
0.3990523295166316,0.15924276169265034,0.15924276169265034,0.8407572383073497,0.022058823529411766,0.23076923076923078,0.04026845637583894,"[[752 133]
 [ 10   3]]",25,100,0.02
0.2889964203198437,0.08351893095768374,0.08351893095768374,0.9164810690423163,0.05405405405405406,0.4444444444444444,0.0963855421686747,"[[819  70]
 [  5   4]]",25,100,0.03
0.21626511816819396,0.0467706013363029,0.0467706013363029,0.9532293986636972,0.024390243902439025,0.3333333333333333,0.04545454545454545,"[[855  40]
 [  2   1]]",25,100,0.04
0.16003897075511436,0.025612472160356347,0.025612472160356347,0.9743875278396437,0.047619047619047616,0.25,0.08,"[[874  20]
 [  3   1]]",25,100,0.05
