root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.5038314736557788,0.25384615384615383,0.25384615384615383,0.7461538461538462,0.03125,0.3333333333333333,0.05714285714285714,"[[96 31]
 [ 2  1]]",32,75,0.01
0.3616202853397895,0.13076923076923078,0.13076923076923078,0.8692307692307693,0.05555555555555555,1.0,0.10526315789473684,"[[112  17]
 [  0   1]]",64,50,0.02
0.19611613513818404,0.038461538461538464,0.038461538461538464,0.9615384615384616,0.0,0.0,0.0,"[[125   5]
 [  0   0]]",100,100,0.03
0.12403473458920845,0.015384615384615385,0.015384615384615385,0.9846153846153847,0.0,0.0,0.0,"[[128   2]
 [  0   0]]",48,25,0.04
0.0,0.0,0.0,1.0,0.0,0.0,0.0,[[130]],100,50,0.05
