root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.483829421481279,0.2340909090909091,0.2340909090909091,0.7659090909090909,0.026041666666666668,0.20833333333333334,0.0462962962962963,"[[669 187]
 [ 19   5]]",32,100,0.01
0.30151134457776363,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0,"[[800  72]
 [  8   0]]",25,100,0.02
0.1616674476707158,0.026136363636363635,0.026136363636363635,0.9738636363636364,0.0,0.0,0.0,"[[857  23]
 [  0   0]]",25,100,0.03
0.10112997936948631,0.010227272727272727,0.010227272727272727,0.9897727272727272,0.0,0.0,0.0,"[[871   9]
 [  0   0]]",32,100,0.04
0.06741998624632421,0.004545454545454545,0.004545454545454545,0.9954545454545455,0.0,0.0,0.0,"[[876   4]
 [  0   0]]",25,100,0.05
