root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.5242392486626094,0.2748267898383372,0.2748267898383372,0.7251732101616628,0.11274509803921569,0.2875,0.1619718309859155,"[[605 181]
 [ 57  23]]",25,100,0.01
0.3415086756140032,0.11662817551963048,0.11662817551963048,0.8833718244803695,0.04597701149425287,0.18181818181818182,0.07339449541284404,"[[761  83]
 [ 18   4]]",25,100,0.02
0.23542992955888514,0.05542725173210162,0.05542725173210162,0.9445727482678984,0.0,0.0,0.0,"[[818  39]
 [  9   0]]",25,100,0.03
0.13592553320611697,0.018475750577367205,0.018475750577367205,0.9815242494226328,0.0625,0.5,0.1111111111111111,"[[849  15]
 [  1   1]]",32,100,0.04
0.10745856927604473,0.011547344110854504,0.011547344110854504,0.9884526558891455,0.0,0.0,0.0,"[[856   9]
 [  1   0]]",25,100,0.05
