root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.4977628523130841,0.24776785714285715,0.24776785714285715,0.7522321428571429,0.07772020725388601,0.2542372881355932,0.11904761904761905,"[[659 178]
 [ 44  15]]",25,100,0.01
0.3390506704651344,0.11495535714285714,0.11495535714285714,0.8850446428571429,0.0425531914893617,0.23529411764705882,0.07207207207207207,"[[789  90]
 [ 13   4]]",25,100,0.02
0.23857837885513192,0.056919642857142856,0.056919642857142856,0.9430803571428571,0.08,0.4444444444444444,0.13559322033898308,"[[841  46]
 [  5   4]]",25,100,0.03
0.1889822365046136,0.03571428571428571,0.03571428571428571,0.9642857142857143,0.12,0.23076923076923078,0.15789473684210525,"[[861  22]
 [ 10   3]]",25,100,0.04
0.1494035761667992,0.022321428571428572,0.022321428571428572,0.9776785714285714,0.14285714285714285,0.2,0.16666666666666666,"[[874  12]
 [  8   2]]",25,100,0.05
