root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,precision,recall,f1_score,confusion matrix,batch_size,epochs,rate_of_growth
0.49273569135842143,0.24278846153846154,0.24278846153846154,0.7572115384615384,0.02564102564102564,0.29411764705882354,0.04716981132075471,"[[625 190]
 [ 12   5]]",32,100,0.01
0.3361261210182411,0.11298076923076923,0.11298076923076923,0.8870192307692307,0.0,0.0,0.0,"[[738  94]
 [  0   0]]",25,75,0.02
0.22996655275194997,0.052884615384615384,0.052884615384615384,0.9471153846153846,0.045454545454545456,0.5,0.08333333333333334,"[[786  42]
 [  2   2]]",25,100,0.03
0.15504341823651058,0.02403846153846154,0.02403846153846154,0.9759615384615384,0.0,0.0,0.0,"[[812  20]
 [  0   0]]",25,100,0.04
0.13427153888239365,0.018028846153846152,0.018028846153846152,0.9819711538461539,0.0,0.0,0.0,"[[817  13]
 [  2   0]]",32,100,0.05
