Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,Dividend Value,% Return of Company,Close Price of SP500,% Return of SP500,Beta,Rate,% YTD of Company,% YTD of SP500,Alpha,Lower Band,Upper Band,Band Area,Previous 30 days LB,Previous 30 days UB,Previous 60 days LB,Previous 60 days UB,Previous 90 days LB,Previous 90 days UB,Previous 180 days LB,Previous 180 days UB,Previous 360 days LB,Previous 360 days UB,Previous 720 days LB,Previous 720 days UB,Previous 1080 days LB,Previous 1080 days UB,Next 30 days LB,Next 30 days UB,Next 60 days LB,Next 60 days UB,Next 90 days LB,Next 90 days UB,Next 180 days LB,Next 180 days UB,Next 360 days LB,Next 360 days UB,Next 720 days LB,Next 720 days UB,Next 1080 days LB,Next 1080 days UB,Revenue,Income,Expenditure,Net Profit,EPS,year,Revenue last 2 quarters,Income last 2 quarters,Expenditure  last 2 quarters,Net Profit  last 2 quarters,EPS last 2 quarters,Revenue last 4 quarters,Income last 4 quarters,Expenditure  last 4 quarters,Net Profit  last 4 quarters,EPS last 4 quarters,Revenue last 8 quarters,Income last 8 quarters,Expenditure  last 8 quarters,Net Profit  last 8 quarters,EPS last 8 quarters,p/e,Next Day Open Price,Next Day High Price,Next Day Low Price,Next Day Close Price,Open Price GR,High Price GR,Low Price GR,Close Price GR,Next Day Open Price GR,Next Day High Price GR,Next Day Low Price GR,Next Day Close Price GR,WAP GR,No.of Shares GR,No. of Trades GR,Total Turnover (Rs.) GR,Deliverable Quantity GR,% Deli. Qty to Traded Qty GR,Spread High-Low GR,Spread Close-Open GR,Alpha GR,Beta GR,Sequential Increase,Sequential Decrease,Sequential Increase %,Sequential Decrease %,Max Inc % in 90 days,Max Dec % in 90 days,Min Inc % in 90 days,Min Dec % in 90 days,Avg Inc % in 90 days,Avg Dec % in 90 days,Max Inc % in 180 days,Max Dec % in 180 days,Min Inc % in 180 days,Min Dec % in 180 days,Avg Inc % in 180 days,Avg Dec % in 180 days,Max Inc % in 365 days,Max Dec % in 365 days,Min Inc % in 365 days,Min Dec % in 365 days,Avg Inc % in 365 days,Avg Dec % in 365 days,Revenue GR,Dividend Value GR,Income GR,Expenditure GR,Net Profit GR,EPS GR,CP % LV 7 days,CP % HV 7 days,CP % BA 7 days,CP % LV 30 days,CP % HV 30 days,CP % BA 30 days,CP % LV 90 days,CP % HV 90 days,CP % BA 90 days,CP % LV 180 days,CP % HV 180 days,CP % BA 180 days,CP % LV 365 days,CP % HV 365 days,CP % BA 365 days
2021-04-23,5.33,5.33,5.33,5.33,5.33,100.0,1.0,533.0,100.0,100.0,0.0,0.0,1619116200.0,0,,19270.89,-0.2104959003787487,2.375504385089362e-10,0.03,146.15384615384613,-69.67368917574642,146.12384617040428,4.61,20107.64,20103.03,0.8649155722326455,3727.7654784240153,0.8649155722326455,3761.1163227016887,0.8649155722326455,3772.5403377110692,0.8649155722326455,3772.5403377110692,0.8649155722326455,3772.5403377110692,0.8649155722326455,3772.5403377110692,0.8649155722326455,3772.5403377110692,,,,,,,,,,,,,,,,,,,,2021,30.96,35.89,-37.849999999999994,-6.3,-0.7,51.25,46.559999999999995,-73.44,-13.57,-1.51,76.92,66.27000000000001,-131.49,-46.64,-5.1899999999999995,,,,,,,,,,,,,,,,,,,,,,,,2,0,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.04724409448818902,,0,,,,,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf,1.0,1.0,inf
2021-04-22,5.08,5.08,5.08,5.08,5.079545454545455,352.0,2.0,1788.0,352.0,100.0,0.0,0.0,1619029800.0,0,-4.690431519699811,19311.54,0.636130127616874,2.3785158585683017e-10,0.03,158.26771653543307,-69.73752481676759,158.2377165520274,4.61,20107.64,20103.03,0.90748031496063,3911.2185039370083,0.90748031496063,3946.2106299212596,0.90748031496063,3958.1968503937005,0.90748031496063,3958.1968503937005,0.90748031496063,3958.1968503937005,0.90748031496063,3958.1968503937005,0.90748031496063,3958.1968503937005,1.0492125984251968,1.0492125984251968,1.0492125984251968,1.0492125984251968,1.0492125984251968,1.0492125984251968,1.0492125984251968,1.0492125984251968,1.0492125984251968,1.0492125984251968,1.0492125984251968,1.0492125984251968,1.0492125984251968,1.0492125984251968,,,,,,2021,30.96,35.89,-37.849999999999994,-6.3,-0.7,51.25,46.559999999999995,-73.44,-13.57,-1.51,76.92,66.27000000000001,-131.49,-46.64,-5.1899999999999995,,5.33,5.33,5.33,5.33,-0.04690431519699812,-0.04690431519699812,-0.04690431519699812,-0.04690431519699812,,,,,-0.0469895957700835,2.52,1.0,2.354596622889306,2.52,0.0,,,0.08290139288762194,0.0012677196042416485,1,0,0.04989154013015174,-0.0475206611570247,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.04738237782260686,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.04738237782260686,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.04738237782260686,,0,,,,,1.0,0.9530956848030019,20.32,1.0,0.9530956848030019,20.32,1.0,0.9530956848030019,20.32,1.0,0.9530956848030019,20.32,1.0,0.9530956848030019,20.32
2021-04-20,4.62,4.84,4.42,4.84,4.766203703703704,864.0,4.0,4118.0,864.0,100.0,0.42,0.22,1618857000.0,0,-4.7244094488189,19189.47,-0.1885495055581776,2.3784466165380376e-10,0.03,171.07438016528926,-69.54501609476448,171.0443801818373,4.61,20107.64,20103.03,0.9524793388429753,4105.1632231404965,0.9524793388429753,4141.890495867769,0.9524793388429753,4154.471074380165,0.9524793388429753,4154.471074380165,0.9524793388429753,4154.471074380165,0.9524793388429753,4154.471074380165,0.9524793388429753,4154.471074380165,1.0495867768595042,1.1012396694214877,1.0495867768595042,1.1012396694214877,1.0495867768595042,1.1012396694214877,1.0495867768595042,1.1012396694214877,1.0495867768595042,1.1012396694214877,1.0495867768595042,1.1012396694214877,1.0495867768595042,1.1012396694214877,,,,,,2021,30.96,35.89,-37.849999999999994,-6.3,-0.7,51.25,46.559999999999995,-73.44,-13.57,-1.51,76.92,66.27000000000001,-131.49,-46.64,-5.1899999999999995,,5.08,5.08,5.08,5.08,-0.0905511811023622,-0.04724409448818902,-0.1299212598425197,-0.04724409448818902,-0.04690431519699812,-0.04690431519699812,-0.04690431519699812,-0.04690431519699812,-0.06168696660866683,1.4545454545454546,1.0,1.303131991051454,1.4545454545454546,0.0,inf,inf,0.08093306645763675,-2.9111443598164945e-05,0,0,0.0,0.0,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.04738237782260686,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.04738237782260686,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.04738237782260686,,0,,,,,1.0,0.9080675422138836,9.87755102040816,1.0,0.9080675422138836,9.87755102040816,1.0,0.9080675422138836,9.87755102040816,1.0,0.9080675422138836,9.87755102040816,1.0,0.9080675422138836,9.87755102040816
2021-04-19,4.61,4.61,4.61,4.61,4.595744680851064,47.0,2.0,216.0,47.0,100.0,0.0,0.0,1618770600.0,0,-4.752066115702469,19225.72,-1.809648085679039,2.3789040741541556e-10,0.02,184.5986984815618,-69.60243881633562,184.5786984981243,4.61,20107.64,20103.03,1.0,4309.976138828633,1.0,4348.53579175705,1.0,4361.744034707158,1.0,4361.744034707158,1.0,4361.744034707158,1.0,4361.744034707158,1.0,4361.744034707158,1.0498915401301518,1.1561822125813448,1.0498915401301518,1.1561822125813448,1.0498915401301518,1.1561822125813448,1.0498915401301518,1.1561822125813448,1.0498915401301518,1.1561822125813448,1.0498915401301518,1.1561822125813448,1.0498915401301518,1.1561822125813448,,,,,,2021,30.96,35.89,-37.849999999999994,-6.3,-0.7,51.25,46.559999999999995,-73.44,-13.57,-1.51,76.92,66.27000000000001,-131.49,-46.64,-5.1899999999999995,,4.62,4.84,4.42,4.84,-0.002164502164502118,-0.0475206611570247,0.042986425339366606,-0.0475206611570247,-0.0905511811023622,-0.04724409448818902,-0.1299212598425197,-0.04724409448818902,-0.035764107757329015,-0.9456018518518519,-0.5,-0.9475473530840214,-0.9456018518518519,0.0,-1.0,-1.0,0.0791275241074782,0.00019233461576860123,0,1,-0.9997633917206605,4225.394793926247,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.04738237782260686,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.04738237782260686,0.10195227765726675,-0.04724409448818902,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.04738237782260686,,0,,,,,1.0,0.8649155722326455,6.40277777777778,1.0,0.8649155722326455,6.40277777777778,1.0,0.8649155722326455,6.40277777777778,1.0,0.8649155722326455,6.40277777777778,1.0,0.8649155722326455,6.40277777777778
2021-04-16,4.61,4.61,4.61,4.61,4.0,1.0,1.0,4.0,1.0,100.0,0.0,0.0,1618511400.0,0,0.0,19580.05,0.4946190863327704,2.373173637467139e-10,0.02,184.5986984815618,-70.15252770038892,184.5786984982149,4.61,20107.64,20103.03,1.0,4309.976138828633,1.0,4361.744034707158,1.0,4361.744034707158,1.0,4361.744034707158,1.0,4361.744034707158,1.0,4361.744034707158,1.0,4361.744034707158,1.0,1.1561822125813448,1.0,1.1561822125813448,1.0,1.1561822125813448,1.0,1.1561822125813448,1.0,1.1561822125813448,1.0,1.1561822125813448,1.0,1.1561822125813448,,,,,,2021,30.96,35.89,-37.849999999999994,-6.3,-0.7,51.25,46.559999999999995,-73.44,-13.57,-1.51,76.92,66.27000000000001,-131.49,-46.64,-5.1899999999999995,,4.61,4.61,4.61,4.61,0.0,0.0,0.0,0.0,-0.002164502164502118,-0.0475206611570247,0.042986425339366606,-0.0475206611570247,-0.1296296296296297,-0.9787234042553191,-0.5,-0.9814814814814815,-0.9787234042553191,0.0,,,4.907391193660304e-13,-0.0024088557202770313,3,0,4225.394793926247,-0.00414295451372642,0.10195227765726675,-0.00414295451372642,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.032969236719646716,0.10195227765726675,-0.00414295451372642,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.032969236719646716,0.10195227765726675,-0.00414295451372642,0.10195227765726675,-0.0475206611570247,0.10195227765726675,-0.032969236719646716,,0,,,,,1.0,0.8649155722326455,6.40277777777778,1.0,0.8649155722326455,6.40277777777778,1.0,0.8649155722326455,6.40277777777778,1.0,0.8649155722326455,6.40277777777778,1.0,0.8649155722326455,6.40277777777778
2021-04-15,19375.09,19508.14,19193.72,19483.68,0.4160189991630147,-70.00489640560717,3.0,5186.0,400.0,100.0,0.62,0.62,1522175400.0,0,422539.4793926247,19483.68,0.4160189991630147,2.3733768598349366e-10,0.02,-99.93266159165005,-70.00489640560717,-99.9526615750305,4.61,20107.64,20103.03,0.00023660827933942664,1.0197760382022287,0.00023660827933942664,1.0320247509710692,0.00023660827933942664,1.0320247509710692,0.00023660827933942664,1.0320247509710692,0.00023660827933942664,1.0320247509710692,0.00023660827933942664,1.0320247509710692,0.00023660827933942664,1.0320247509710692,0.00023660827933942664,0.0002735622839217232,0.00023660827933942664,0.0002735622839217232,0.00023660827933942664,0.0002735622839217232,0.00023660827933942664,0.0002735622839217232,0.00023660827933942664,0.0002735622839217232,0.00023660827933942664,0.0002735622839217232,0.00023660827933942664,0.0002735622839217232,,,,,,2021,30.96,35.89,-37.849999999999994,-6.3,-0.7,51.25,46.559999999999995,-73.44,-13.57,-1.51,76.92,66.27000000000001,-131.49,-46.64,-5.1899999999999995,,4.61,4.61,4.61,4.61,4201.8394793926245,4230.700650759219,4162.496746203904,4225.394793926247,0.0,0.0,0.0,0.0,-0.8959952502092463,-71.00489640560717,2.0,1295.5,399.0,0.0,inf,inf,-1.5415178587143261,8.563316421064993e-05,2,0,4207.885032537961,-0.013557209827778818,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.0475206611570247,2103.993492407809,-0.028116229996679742,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.0475206611570247,2103.993492407809,-0.028116229996679742,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.0475206611570247,2103.993492407809,-0.028116229996679742,,0,,,,,4226.394793926247,1.0,1.0002366642760665,4226.394793926247,1.0,1.0002366642760665,4226.394793926247,1.0,1.0002366642760665,4226.394793926247,1.0,1.0002366642760665,4226.394793926247,1.0,1.0002366642760665
2021-04-13,19178.88,19424.5,19119.52,19402.96,1.3743533799270624,-69.88011107583586,3.0,5186.0,400.0,100.0,0.62,0.62,1522175400.0,0,-0.4142954513726371,19402.96,1.3743533799270624,2.4395755105682187e-10,0.03,-99.93238145107756,-69.88011107583586,-99.96238143402246,4.61,20107.64,20103.03,0.00023759261473507137,1.024018500270062,0.00023759261473507137,1.0363181700111737,0.00023759261473507137,1.0363181700111737,0.00023759261473507137,1.0363181700111737,0.00023759261473507137,1.0363181700111737,0.00023759261473507137,1.0363181700111737,0.00023759261473507137,1.0363181700111737,0.00023759261473507137,1.0041601899916301,0.00023759261473507137,1.0041601899916301,0.00023759261473507137,1.0041601899916301,0.00023759261473507137,1.0041601899916301,0.00023759261473507137,1.0041601899916301,0.00023759261473507137,1.0041601899916301,0.00023759261473507137,1.0041601899916301,,,,,,2021,30.96,35.89,-37.849999999999994,-6.3,-0.7,51.25,46.559999999999995,-73.44,-13.57,-1.51,76.92,66.27000000000001,-131.49,-46.64,-5.1899999999999995,,19375.09,19508.14,19193.72,19483.68,-0.01012692070075541,-0.004287441037433575,-0.0038658477877139357,-0.00414295451372642,4201.8394793926245,4230.700650759219,4162.496746203904,4225.394793926247,2.303583208199897,-0.0017825228830896263,0.0,0.0,0.0,0.0,0.0,0.0,9.72446239929373e-05,0.02789217837823112,1,0,4150.824295010845,-0.9997591420231339,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997591420231339,2103.993492407809,-0.2224448124019706,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997591420231339,2103.993492407809,-0.2224448124019706,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997591420231339,2103.993492407809,-0.2224448124019706,,0,,,,,4208.885032537961,0.9958570454862736,0.9960927292730094,4208.885032537961,0.9958570454862736,0.9960927292730094,4208.885032537961,0.9958570454862736,0.9960927292730094,4208.885032537961,0.9958570454862736,0.9960927292730094,4208.885032537961,0.9958570454862736,0.9960927292730094
2021-04-12,19668.59,19671.39,19070.65,19139.91,-4.032027581144471,-69.46615736437633,3.0,5186.0,400.0,100.0,0.62,0.62,1522175400.0,0,-1.355720982777886,19139.91,-4.032027581144471,2.43686796131976e-10,0.02,-99.931452133265,-69.46615736437633,-99.95145211633212,4.61,20107.64,20103.03,0.00024085797686613993,1.047379533132601,0.00024085797686613993,1.0505608438075205,0.00024085797686613993,1.0505608438075205,0.00024085797686613993,1.0505608438075205,0.00024085797686613993,1.0505608438075205,0.00024085797686613993,1.0505608438075205,0.00024085797686613993,1.0505608438075205,0.00024085797686613993,1.0179608995026623,0.00024085797686613993,1.0179608995026623,0.00024085797686613993,1.0179608995026623,0.00024085797686613993,1.0179608995026623,0.00024085797686613993,1.0179608995026623,0.00024085797686613993,1.0179608995026623,0.00024085797686613993,1.0179608995026623,,,,,,2021,30.96,35.89,-37.849999999999994,-6.3,-0.7,51.25,46.559999999999995,-73.44,-13.57,-1.51,76.92,66.27000000000001,-131.49,-46.64,-5.1899999999999995,,19178.88,19424.5,19119.52,19402.96,0.025533816364667755,0.012710237071739268,-0.002556026511125749,-0.013557209827778818,-0.01012692070075541,-0.004287441037433575,-0.0038658477877139357,-0.00414295451372642,-3.933763353758734,-0.005923770084027098,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001093343069017846,-0.0011098444121650257,0,2,-0.010729613733905541,4308.976138828633,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997591420231339,2103.993492407809,-0.2224448124019706,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997591420231339,2103.993492407809,-0.2224448124019706,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997591420231339,2103.993492407809,-0.2224448124019706,,0,,,,,4151.824295010846,0.9823560025621443,0.9825884911343303,4151.824295010846,0.9823560025621443,0.9825884911343303,4151.824295010846,0.9823560025621443,0.9825884911343303,4151.824295010846,0.9823560025621443,0.9825884911343303,4151.824295010846,0.9823560025621443,0.9825884911343303
2021-04-09,4.61,4.61,4.61,4.61,4.61,100.0,1.0,461.0,100.0,100.0,0.0,0.0,1617906600.0,0,-99.97591420231339,19944.06,-0.1076854343178945,2.406242504545551e-10,0.02,184.5986984815618,-70.69729032102792,184.5786984985781,4.61,20107.64,20103.03,1.0108459869848156,4348.53579175705,1.0108459869848156,4361.744034707158,1.0108459869848156,4361.744034707158,1.0108459869848156,4361.744034707158,1.0108459869848156,4361.744034707158,1.0108459869848156,4361.744034707158,1.0108459869848156,4361.744034707158,1.0,4226.394793926247,1.0,4226.394793926247,1.0,4226.394793926247,1.0,4226.394793926247,1.0,4226.394793926247,1.0,4226.394793926247,1.0,4226.394793926247,,,,,,2021,30.96,35.89,-37.849999999999994,-6.3,-0.7,51.25,46.559999999999995,-73.44,-13.57,-1.51,76.92,66.27000000000001,-131.49,-46.64,-5.1899999999999995,,19668.59,19671.39,19070.65,19139.91,-0.9997656161422858,-0.9997656495041783,-0.9997582672850689,-0.9997591420231339,0.025533816364667755,0.012710237071739268,-0.002556026511125749,-0.013557209827778818,-2.1433453534788263,-2.439549901622773,-0.6666666666666666,-0.911106826070189,-0.75,0.0,-1.0,-1.0,-2.846683510748293,-0.012567548697887983,0,1,-0.9997654636697688,4262.731759656653,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997591420231339,2103.993492407809,-0.2224448124019706,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997591420231339,2103.993492407809,-0.2224448124019706,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997591420231339,2103.993492407809,-0.2224448124019706,,0,,,,,1.0,0.00023660827933942664,0.0002366642760665679,1.0,0.00023660827933942664,0.0002366642760665679,1.0,0.00023660827933942664,0.0002366642760665679,1.0,0.00023660827933942664,0.0002366642760665679,1.0,0.00023660827933942664,0.0002366642760665679
2021-04-08,4.66,4.66,4.66,4.66,4.659574468085106,47.0,1.0,219.0,47.0,100.0,0.0,0.0,1617820200.0,0,1.0845986984815648,19965.56,0.4860337641722001,2.4067706833576686e-10,0.01,181.54506437768237,-70.72884507121263,181.5350643947076,4.66,20107.64,20102.98,1.0,4301.877682403433,1.0,4314.944206008583,1.0,4314.944206008583,1.0,4314.944206008583,1.0,4314.944206008583,1.0,4314.944206008583,1.0,4314.944206008583,0.9892703862660944,4181.0472103004295,0.9892703862660944,4181.0472103004295,0.9892703862660944,4181.0472103004295,0.9892703862660944,4181.0472103004295,0.9892703862660944,4181.0472103004295,0.9892703862660944,4181.0472103004295,0.9892703862660944,4181.0472103004295,,,,,,2021,30.96,35.89,-37.849999999999994,-6.3,-0.7,51.25,46.559999999999995,-73.44,-13.57,-1.51,76.92,66.27000000000001,-131.49,-46.64,-5.1899999999999995,,4.61,4.61,4.61,4.61,0.010845986984815578,0.010845986984815578,0.010845986984815578,0.010845986984815578,-0.9997656161422858,-0.9997656495041783,-0.9997582672850689,-0.9997591420231339,0.010753680712604245,-0.53,0.0,-0.5249457700650759,-0.53,0.0,,,-0.01648962815659866,0.00021950356671032067,1,0,4262.731759656653,-0.9997654636697688,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997654636697688,2103.993492407809,-0.351998254279937,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997654636697688,2103.993492407809,-0.351998254279937,4207.885032537961,-0.00414295451372642,0.10195227765726675,-0.9997654636697688,2103.993492407809,-0.351998254279937,,0,,,,,1.0108459869848156,0.00023917452965764168,0.00023923113372455667,1.0108459869848156,0.00023917452965764168,0.00023923113372455667,1.0108459869848156,0.00023917452965764168,0.00023923113372455667,1.0108459869848156,0.00023917452965764168,0.00023923113372455667,1.0108459869848156,0.00023917452965764168,0.00023923113372455667
