root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,recall,precision,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.4538230216588765,0.20595533498759305,0.20595533498759305,0.794044665012407,0.5603864734299517,0.6073298429319371,0.5829145728643217,"[[524, 75], [91, 116]]",100,25,0.01
0.3890562482058219,0.1513647642679901,0.1513647642679901,0.8486352357320099,0.06422018348623854,0.25925925925925924,0.10294117647058824,"[[677, 20], [102, 7]]",50,32,0.02
0.2925883463958367,0.08560794044665013,0.08560794044665013,0.91439205955335,0.06557377049180327,0.25,0.10389610389610388,"[[733, 12], [57, 4]]",50,32,0.03
0.15752427045264394,0.02481389578163772,0.02481389578163772,0.9751861042183624,0.0,0.0,0.0,"[[786, 0], [20, 0]]",25,48,0.04
0.12201777521731262,0.014888337468982632,0.014888337468982632,0.9851116625310172,0.0,0.0,0.0,"[[794, 0], [12, 0]]",50,100,0.05
