root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,recall,precision,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.4963985125416761,0.2464114832535885,0.2464114832535885,0.7535885167464115,0.4826254826254826,0.6345177664974619,0.5482456140350876,"[[505, 72], [134, 125]]",75,25,0.01
0.4496144015129485,0.2021531100478469,0.2021531100478469,0.7978468899521531,0.18072289156626506,0.4761904761904762,0.2620087336244541,"[[637, 33], [136, 30]]",100,25,0.02
0.3543982027668903,0.1255980861244019,0.1255980861244019,0.8744019138755981,0.18181818181818185,0.5714285714285714,0.27586206896551724,"[[711, 15], [90, 20]]",75,25,0.03
0.303488489333442,0.09210526315789473,0.09210526315789473,0.9078947368421052,0.04,0.375,0.07228915662650602,"[[756, 5], [72, 3]]",75,32,0.04
0.33886949683494305,0.11483253588516748,0.11483253588516748,0.8851674641148325,0.0425531914893617,0.03773584905660377,0.04,"[[738, 51], [45, 2]]",100,100,0.05
