root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,recall,precision,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.5558798728952365,0.30900243309002434,0.30900243309002434,0.6909975669099757,0.0934959349593496,0.4259259259259259,0.15333333333333332,"[[545, 31], [223, 23]]",75,100,0.01
0.4820374439020282,0.23236009732360094,0.23236009732360094,0.767639902676399,0.2246376811594203,0.26956521739130435,0.2450592885375494,"[[600, 84], [107, 31]]",50,32,0.02
0.34704172112928955,0.12043795620437955,0.12043795620437955,0.8795620437956204,0.13157894736842105,0.2325581395348837,0.1680672268907563,"[[713, 33], [66, 10]]",75,32,0.03
0.23397548065437385,0.054744525547445265,0.054744525547445265,0.9452554744525548,0.021739130434782608,1.0,0.042553191489361694,"[[776, 0], [45, 1]]",50,48,0.04
0.17439502660378894,0.03041362530413625,0.03041362530413625,0.9695863746958636,0.0,0.0,0.0,"[[797, 1], [24, 0]]",100,64,0.05
