root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,recall,precision,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.4886991054242458,0.2388268156424581,0.2388268156424581,0.7611731843575419,0.6793893129770993,0.6716981132075471,0.6755218216318786,"[[367, 87], [84, 178]]",75,25,0.01
0.4358258070355773,0.18994413407821228,0.18994413407821228,0.8100558659217877,0.2977099236641221,0.4698795180722892,0.3644859813084113,"[[541, 44], [92, 39]]",100,25,0.02
0.3445505533283653,0.11871508379888268,0.11871508379888268,0.8812849162011173,0.2465753424657534,0.375,0.2975206611570248,"[[613, 30], [55, 18]]",100,32,0.03
0.2506973514243284,0.06284916201117319,0.06284916201117319,0.9371508379888268,0.02631578947368421,0.1111111111111111,0.0425531914893617,"[[670, 8], [37, 1]]",100,25,0.04
0.18308345930920605,0.0335195530726257,0.0335195530726257,0.9664804469273744,0.0,0.0,0.0,"[[692, 0], [24, 0]]",50,32,0.05
