root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,recall,precision,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.485504156,0.23571428600000002,0.23571428600000002,0.764285714,0.42600896899999996,0.575757576,0.489690722,"[[547, 70], [128, 95]]",25,25,0.01
0.35690468200000003,0.127380952,0.127380952,0.872619048,0.0,0.0,0.0,"[[733, 0], [107, 0]]",25,25,0.02
0.25819889,0.066666667,0.066666667,0.933333333,0.018518519,0.25,0.034482759,"[[783, 3], [53, 1]]",50,25,0.03
0.185805838,0.03452381,0.03452381,0.96547619,0.0,0.0,0.0,"[[811, 1], [28, 0]]",75,25,0.04
0.138013112,0.019047619,0.019047619,0.9809523809999999,0.0,0.0,0.0,"[[824, 0], [16, 0]]",75,25,0.05
