root_mean_squared_error,mean_absolute_error,mean_squared_error,accuracy,recall,precision,f1_score,confusion matrix,epochs,batch_size,rate_of_growth
0.40409111659688207,0.1632896305125149,0.1632896305125149,0.8367103694874851,0.5985130111524164,0.8473684210526315,0.7015250544662309,"[[541, 29], [108, 161]]",100,32,0.01
0.3382631089404865,0.11442193087008345,0.11442193087008345,0.8855780691299165,0.5068493150684932,0.7551020408163265,0.6065573770491803,"[[669, 24], [72, 74]]",75,25,0.02
0.3009718069944139,0.09058402860548273,0.09058402860548273,0.9094159713945172,0.1839080459770115,0.7619047619047619,0.2962962962962963,"[[747, 5], [71, 16]]",75,25,0.03
0.2513373052318177,0.0631704410011919,0.0631704410011919,0.9368295589988082,0.061224489795918366,0.3,0.10169491525423728,"[[783, 7], [46, 3]]",100,25,0.04
0.1952962970037096,0.038140643623361135,0.038140643623361135,0.9618593563766388,0.03125,0.5,0.05882352941176471,"[[806, 1], [31, 1]]",100,32,0.05
