threshold,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5,0.5016025641025641,0.4916467780429594,0.6776315789473685,0.5698478561549102,"[[107 213]
 [ 98 206]]",25,25,adam,relu,0.2,32,2,0.001
0.47,0.5272435897435898,0.48484848484848486,0.3888888888888889,0.4315992292870906,"[[217 119]
 [176 112]]",25,25,adam,relu,0.2,32,2,0.002
0.4099999999999999,0.5368589743589743,0.46303501945525294,0.44074074074074077,0.4516129032258065,"[[216 138]
 [151 119]]",25,25,adam,relu,0.2,32,2,0.003
-3.0878077872387166e-16,0.40544871794871795,0.40544871794871795,1.0,0.5769669327251995,"[[  0 371]
 [  0 253]]",25,25,sgd,relu,0.2,32,2,0.004
0.3799999999999999,0.5272435897435898,0.3831417624521073,0.42735042735042733,0.4040404040404041,"[[229 161]
 [134 100]]",25,25,adam,relu,0.2,32,2,0.005
