threshold,accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,optimizer,activation,dropout_rate,neurons,layers,rate_of_growth
0.5,0.5233219567690558,0.5296610169491526,0.28868360277136257,0.3736920777279522,"[[335 111]
 [308 125]]",25,25,adam,relu,0.2,32,2,0.001
0.47,0.5096700796359499,0.4421052631578947,0.3165829145728643,0.3689604685212299,"[[322 159]
 [272 126]]",25,25,sgd,relu,0.2,32,2,0.002
0.42999999999999994,0.5483503981797497,0.4393305439330544,0.28532608695652173,0.3459637561779242,"[[377 134]
 [263 105]]",25,25,adam,relu,0.2,32,2,0.003
0.3999999999999999,0.38680318543799774,0.38540478905359177,1.0,0.5563786008230452,"[[  2 539]
 [  0 338]]",25,25,sgd,sigmoid,0.1,32,2,0.004
0.3599999999999999,0.5620022753128555,0.38338658146964855,0.38461538461538464,0.384,"[[374 193]
 [192 120]]",25,25,adam,relu,0.2,32,2,0.005
