root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,std,best-std,direction
0.012385755192281502,0.008422720563403553,0.00015340693168312816,-0.02955159718834177,0.0,0.24099999999999983,1.0
0.012368191808971708,0.008420535058506175,0.00015297216862351486,-0.026633795512026825,0.1,0.43399999999999966,1.0
0.012362372140694258,0.008413399092926066,0.00015282824494501353,-0.025667888356146973,0.2,0.16399999999999987,1.0
0.012342397486191266,0.008394851277409783,0.00015233477570714046,-0.022356095098558626,0.30000000000000004,0.45799999999999963,1.0
0.012367276578012058,0.008422326583326733,0.00015294952995704566,-0.02648186186101209,0.4,0.1539999999999999,1.0
0.012368028723878656,0.008408245037436151,0.00015296813451468752,-0.02660672161685862,0.5,0.20699999999999985,1.0
0.012382091335151542,0.008433455989569572,0.00015331618583203487,-0.02894257949333756,0.6000000000000001,0.41999999999999965,1.0
0.012381322655853283,0.008416980094450684,0.00015329715070834578,-0.028814830102995348,0.7000000000000001,0.23299999999999982,1.0
0.012369371852581797,0.008408987465966971,0.00015300136002744283,-0.026829706193561398,0.8,0.20999999999999985,1.0
0.012391894587234662,0.008442198904623712,0.00015355905146113573,-0.030572510381072115,0.9,0.4089999999999997,1.0
0.012363233326796688,0.008405540711792591,0.00015284953829281629,-0.025810793243164154,1.0,0.19399999999999984,1.0
