units,epochs,batch_size,layers,direction,root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj
25,25,64,3,0.5229050279329609,0.05537466129619808,0.01876030956108122,0.0030663531136686578,0.02565824867757982
25,25,48,3,0.5340782122905028,0.05510359021527256,0.018851616858984368,0.0030364056546126816,0.0351741324074043
25,25,32,3,0.5150837988826815,0.055115196779505216,0.018606131647549196,0.003037684916043582,0.03476764372955887
25,25,25,3,0.5195530726256983,0.054593591239775134,0.018809502744361963,0.002980460204455652,0.05295094605666617
25,50,64,3,0.5307262569832403,0.05437853972134728,0.01887845830545269,0.002957025582226144,0.06039735878809471
25,50,48,3,0.5385474860335195,0.054413730813417334,0.018692070134149776,0.002960854101035043,0.05918083688635911
25,50,32,3,0.4983240223463687,0.054235554022849145,0.01903753011867458,0.002941495320165388,0.06533214032624235
25,50,25,3,0.5195530726256983,0.05373770371936074,0.01899702112600312,0.0028877408010297974,0.08241277989204976
25,75,64,3,0.5083798882681564,0.049816175651320405,0.01960266673567772,0.002481651356523208,0.21144876690553172
25,75,48,3,0.5262569832402234,0.0512735501258431,0.01918916895550773,0.002628976942507345,0.1646356752160868
25,75,32,3,0.4983240223463687,0.04143628795824395,0.019080347824353944,0.0017169659597585127,0.4544295590958284
25,75,25,3,0.511731843575419,0.04874012498597477,0.018857766634344308,0.002375599783648442,0.24514693258145737
25,100,64,3,0.524022346368715,0.03552628265042707,0.018576696375806855,0.0012621167589580355,0.5989590866704626
25,100,48,3,0.5027932960893855,0.04838640878988386,0.018649591012752636,0.00234124455558175,0.25606339648522913
75,25,25,3,0.5251396648044693,0.05442411941629348,0.018556335481231753,0.002961984774238973,0.05882156250769088
25,100,32,3,0.5106145251396648,0.04609716182508477,0.01848799128546956,0.0021249483283280524,0.324792090492247
75,25,32,3,0.5229050279329609,0.05476039759560776,0.01869129298230552,0.002998701144829044,0.04715483936890286
25,100,25,3,0.5094972067039106,0.04502046124916444,0.01882448662108143,0.0020268419310875167,0.3559656557535914
75,25,48,3,0.5307262569832403,0.05488841231434634,0.0186659668955684,0.0030127378063896865,0.04269465331050282
75,50,25,3,0.5128491620111731,0.05008400586180939,0.0184605153311302,0.0025084076431657575,0.20294688658718973
75,25,64,3,0.524022346368715,0.05465049339776077,0.018601882261575692,0.0029866764286186932,0.05097572451070931
75,50,32,3,0.48379888268156424,0.04704001407004753,0.01863518189842698,0.0022127629237102694,0.2968887722882938
75,50,48,3,0.5150837988826815,0.047161551499710595,0.02028059664203122,0.0022242119398598547,0.2932508173520604
75,50,64,3,0.5162011173184358,0.051133476123132494,0.01939462450119457,0.002614632380434961,0.1691936974703594
75,75,25,3,0.49385474860335193,0.04771256310021409,0.01902698979450501,0.002276488677591911,0.2766397467065357
75,75,32,3,0.5083798882681564,0.04663440288245964,0.018514731713414466,0.00217476753220356,0.3089619076808894
75,75,48,3,0.529608938547486,0.04374909249012553,0.018137055131516405,0.0019139830937095577,0.39182684759509145
75,75,64,3,0.5229050279329609,0.04274761112578167,0.018305826463047865,0.0018273582569610525,0.41935211686995866
75,100,64,3,0.5027932960893855,0.0425525594411669,0.01840246450320561,0.0018107203149940422,0.4246388666060784
75,100,48,3,0.5094972067039106,0.043150559571544254,0.018192383590601817,0.0018619707913373896,0.4083538932108449
75,100,32,3,0.5162011173184358,0.0435151696904718,0.01862996611281198,0.0018935699931905555,0.39831316387123916
75,100,25,3,0.529608938547486,0.043407361723626456,0.018260950546702088,0.001884199051805751,0.4012908050958294
50,25,25,3,0.5307262569832403,0.0552801399463633,0.018675125952019745,0.0030558938724895113,0.02898170001870759
50,25,32,3,0.5206703910614525,0.05490473022693688,0.018685676282486824,0.0030145294012927162,0.04212536932696653
50,25,48,3,0.529608938547486,0.05494729088284429,0.018722515571487856,0.003019204775363903,0.04063975694256716
50,25,64,3,0.5340782122905028,0.05481399636347436,0.018570356236699424,0.0030045741973349803,0.04528866151784772
50,50,25,3,0.4849162011173184,0.05232016736926464,0.02054804254927414,0.0027373999135478643,0.13018399154785842
50,50,64,3,0.5340782122905028,0.05412075981510346,0.018894392192474515,0.0029290566429641175,0.06928456265959848
50,50,48,3,0.5363128491620112,0.05273588158458943,0.01898616697044108,0.002781073206503839,0.1163066880647543
50,50,32,3,0.5039106145251396,0.0531357594466369,0.019203348853010338,0.0028234089319708624,0.10285440016250003
50,75,64,3,0.5273743016759777,0.044796671510144104,0.019140299205703783,0.0020067417783877564,0.3623525320386587
50,75,48,3,0.5162011173184358,0.04639788476488336,0.019370150371739243,0.002152763710655395,0.31595367973984
50,75,25,3,0.4972067039106145,0.049026649015891995,0.018665642163464242,0.0024036123137274636,0.23624587761342375
50,75,32,3,0.5162011173184358,0.047990911995958424,0.018849164713373168,0.002303127634203826,0.2681751483134298
50,100,64,3,0.5229050279329609,0.04424948644278334,0.018999723448624387,0.0019580170504500667,0.37783494224767644
50,100,48,3,0.4960893854748603,0.04162521363598083,0.0182101638385377,0.0017326584102410445,0.44944324176090233
50,100,32,3,0.4972067039106145,0.0338780518051297,0.018008890775188798,0.0011477223941110514,0.6353081963961439
50,100,25,3,0.49385474860335193,0.04171802725992364,0.018518979237081182,0.0017403937984597322,0.44698530184832075
100,25,25,3,0.5441340782122905,0.0550544628219174,0.018582169021355795,0.003030993876609885,0.03689373907419957
100,25,32,3,0.5173184357541899,0.05477040958666609,0.01860016709522019,0.002999797766291165,0.04680638502058343
100,25,48,3,0.506145251396648,0.05445994421816468,0.018702063308671652,0.002965885524245608,0.057582088953261
100,25,64,3,0.5217877094972067,0.05453435321446554,0.01870398570011209,0.0029739956805200883,0.05500506550715145
100,50,48,3,0.5162011173184358,0.0428841157345049,0.020267932455252376,0.0018390473823304107,0.41563786659883406
100,50,32,3,0.4849162011173184,0.05196636060958926,0.018784087868855655,0.00270050263500587,0.14190819866326976
100,50,64,3,0.524022346368715,0.05165145585116993,0.019333066089383243,0.0026678728915453566,0.15227638530387522
100,50,25,3,0.5139664804469274,0.05140509912479366,0.018484105511061444,0.0026424842160298616,0.16034370359649275
100,75,48,3,0.5262569832402234,0.048668010194160685,0.019601237822604232,0.0023685752162589287,0.24737900730959983
100,75,64,3,0.5273743016759777,0.04062725608211975,0.01889060034518312,0.001650573936762136,0.47552579868799105
100,75,32,3,0.5027932960893855,0.04657823967590811,0.018960078319311353,0.00216953241130634,0.31062538108864657
100,75,25,3,0.5139664804469274,0.04026335917926224,0.018284515077798193,0.0016211380923982813,0.4848791155063591
100,100,64,3,0.5217877094972067,0.04043551039347126,0.018313456291851816,0.0016350305007805225,0.48046476627407375
100,100,48,3,0.4972067039106145,0.04649811540317606,0.018498652839628732,0.002162074736047079,0.3129950769793487
100,100,32,3,0.5050279329608939,0.05190502737471885,0.01918014857489391,0.0026941318667703133,0.14393252699396075
100,100,25,3,0.4949720670391061,0.04584453824254874,0.01854426517809095,0.0021017216866725144,0.33217241685032894
