root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,std,best-std,direction
0.055800893436601065,0.037348176324866346,0.003113739708322908,-0.0010087605908437602,0.0,0.9789999999999992,1.0
0.055797982200883646,0.03734920734272484,0.003113414817690128,-0.0009043143621569882,0.1,0.8829999999999992,1.0
0.055798983395995594,0.03734882920157006,0.003113526548026592,-0.0009402335641781612,0.2,0.9129999999999993,1.0
0.05579859403709498,0.037348973093512546,0.0031134830965165315,-0.0009262647208236885,0.30000000000000004,0.9009999999999992,1.0
0.05579729734683335,0.037349482047709964,0.003113338391210936,-0.0008797446863397784,0.4,0.8639999999999993,1.0
0.05579624763490941,0.03734993085013,0.003113221250136134,-0.0008420860336950664,0.5,0.8369999999999993,1.0
0.05580073445767458,0.03734822752917513,0.003113721966015911,-0.0010030567727983275,0.6000000000000001,0.9729999999999992,1.0
0.05580130451646544,0.037348046386815735,0.003113785585739307,-0.0010235093174653098,0.7000000000000001,0.9949999999999992,1.0
0.055797982200883646,0.03734920734272484,0.003113414817690128,-0.0009043143621569882,0.8,0.8829999999999992,1.0
0.05580001321052677,0.03734846675542126,0.003113641474294962,-0.000977180198205696,0.9,0.9469999999999992,1.0
0.055800463403426995,0.037348316085554244,0.0031136917160371953,-0.0009933319735091484,1.0,0.9629999999999992,1.0
