root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,std,best-std,direction
0.008226814574062198,0.0032579626107339904,6.768047803600217e-05,-0.0004774444496791208,0.0,0.5059999999999996,1.0
0.008238401707507554,0.0032679526425732804,6.787126269426337e-05,-0.003297692664176566,0.1,0.3869999999999997,1.0
0.008222132528916907,0.003249774744544809,6.760346332307352e-05,0.0006610150501916712,0.2,0.5879999999999995,1.0
0.008224429939882033,0.0032547124816343317,6.7641247836028e-05,0.00010247063594615025,0.30000000000000004,0.5329999999999996,1.0
0.008240577848185972,0.0032693388274874125,6.790712327201334e-05,-0.0038277967684161585,0.4,0.3669999999999997,1.0
0.008226713392907365,0.0032578425820361102,6.767881324904139e-05,-0.0004528349632746398,0.5,0.5069999999999996,1.0
0.008240223206452419,0.0032691204339959346,6.790127849215697e-05,-0.003741397106597155,0.6000000000000001,0.3699999999999997,1.0
0.0082343679078612,0.003264947928623837,6.780481484201445e-05,-0.0023154363424673363,0.7000000000000001,0.43099999999999966,1.0
0.008238501846491468,0.0032680189566811264,6.787291267464332e-05,-0.003322083274317267,0.8,0.3859999999999997,1.0
0.00822383080266649,0.003253696715231972,6.763139307088616e-05,0.00024814735884859385,0.9,0.5419999999999996,1.0
0.008240945445930218,0.0032695614566101293,6.791318184279798e-05,-0.003917356765501534,1.0,0.3639999999999997,1.0
