root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,units,epochs,batch_size,direction
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,25,25,25,1.0
0.03407987684277187,0.013485091516569783,0.0011614380056184982,-0.014673808697682977,25,50,25,0.9977703455964325
0.034257092185655695,0.01359939434713981,0.0011735483650165126,-0.025253852088408246,25,75,25,0.9966555183946488
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,25,100,25,1.0
0.03388464751496054,0.013366072119227431,0.001148169337213122,-0.003081825103121716,25,25,32,0.9977703455964325
0.0359351215535472,0.013716356715993416,0.0012913329610682127,-0.12815469062094165,25,50,32,0.9988851727982163
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,25,75,32,1.0
0.033834250978238375,0.013325106802491252,0.0011447565392584246,-0.00010028266843598033,25,100,32,0.9988851727982163
0.03530440843461133,0.013666396675448963,0.0012464012549178556,-0.0889007440561489,25,25,48,0.9977703455964325
0.03515840579445443,0.013623740877579197,0.001236113498007527,-0.07991299142823305,25,50,48,1.0
0.04391300727800609,0.014453078884689599,0.0019283522081982153,-0.6846775033516324,25,75,48,0.9966555183946488
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,25,100,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,25,25,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,25,50,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,25,75,64,1.0
0.03422860464554366,0.01347811260257764,0.0011715973759809334,-0.023549398242501685,25,100,64,0.9988851727982163
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,25,25,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,50,25,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,75,25,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,100,25,1.0
0.03632430255501972,0.013747801588229722,0.0013194549561086123,-0.15272307195320578,75,25,32,0.9988851727982163
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,50,32,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,75,32,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,100,32,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,25,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,50,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,75,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,100,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,25,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,50,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,75,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,75,100,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,25,25,1.0
0.03421082940473579,0.013447969235469743,0.0011703808485599352,-0.022486596348919807,50,50,25,0.9988851727982163
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,75,25,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,100,25,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,25,32,1.0
0.03495923031957592,0.013585226480875337,0.0012221477845371566,-0.06771204431817623,50,50,32,0.9988851727982163
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,75,32,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,100,32,1.0
0.03385500982827998,0.01335622906642857,0.0011461616904729337,-0.0013278730587320542,50,25,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,50,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,75,48,1.0
0.03385496050927685,0.013357287623011322,0.0011461583510846952,-0.001324955649652848,50,100,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,25,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,50,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,75,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,50,100,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,25,25,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,50,25,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,75,25,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,100,25,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,25,32,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,50,32,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,75,32,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,100,32,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,25,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,50,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,75,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,100,48,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,25,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,50,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,75,64,1.0
0.033832926682573775,0.013317921826371194,0.0011446669279084123,-2.199498594279703e-05,100,100,64,1.0
