root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,std,best-std,direction
0.07085735515126518,0.04962819001894045,0.0050207647790325265,0.0003899985037560949,0.0,0.8359999999999993,1.0
0.07085335726884795,0.04963620578860257,0.0050201982362670095,0.00050279443019563,0.1,0.8939999999999992,1.0
0.07086278601303814,0.04962266864818015,0.005021534441529633,0.00023676242046100082,0.2,0.7899999999999994,1.0
0.0708678284937117,0.0496194976656759,0.005022249115414137,9.447430416809066e-05,0.30000000000000004,0.7529999999999993,1.0
0.07086098241298938,0.04962419997915319,0.00502127882853399,0.00028765373248262893,0.4,0.8039999999999994,1.0
0.07085765840292448,0.04962779364380599,0.005020807754345533,0.0003814423266418343,0.5,0.8329999999999993,1.0
0.07085765840292448,0.04962779364380599,0.005020807754345533,0.0003814423266418343,0.6000000000000001,0.8329999999999993,1.0
0.07086265411866867,0.049622772705233534,0.005021515748742069,0.00024048406412047196,0.7000000000000001,0.7909999999999994,1.0
0.07096904023496531,0.04974411326631186,0.005036604671872124,-0.002763647604345776,0.8,0.4009999999999997,1.0
0.07085807580755103,0.04962727105580993,0.005020866907148649,0.0003696652894344954,0.9,0.8289999999999993,1.0
0.0708591807818343,0.049625998467936146,0.005021023501072676,0.0003384881959996866,1.0,0.8189999999999993,1.0
