accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",25,25,0.01
0.1514476614699332,0.1514476614699332,1.0,0.26305609284332687,"[[  0 762]
 [  0 136]]",25,25,0.02
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",25,25,0.03
0.045657015590200446,0.045657015590200446,1.0,0.0873269435569755,"[[  0 857]
 [  0  41]]",25,25,0.04
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",25,25,0.05
0.2906458797327394,0.2906458797327394,1.0,0.45038826574633306,"[[  0 637]
 [  0 261]]",50,25,0.01
0.1514476614699332,0.1514476614699332,1.0,0.26305609284332687,"[[  0 762]
 [  0 136]]",50,25,0.02
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",50,25,0.03
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",50,25,0.04
0.02338530066815145,0.02338530066815145,1.0,0.04570184983677911,"[[  0 877]
 [  0  21]]",50,25,0.05
0.2906458797327394,0.2906458797327394,1.0,0.45038826574633306,"[[  0 637]
 [  0 261]]",100,25,0.01
0.1514476614699332,0.1514476614699332,1.0,0.26305609284332687,"[[  0 762]
 [  0 136]]",100,25,0.02
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",100,25,0.03
0.045657015590200446,0.045657015590200446,1.0,0.0873269435569755,"[[  0 857]
 [  0  41]]",100,25,0.04
0.02338530066815145,0.02338530066815145,1.0,0.04570184983677911,"[[  0 877]
 [  0  21]]",100,25,0.05
0.2906458797327394,0.2906458797327394,1.0,0.45038826574633306,"[[  0 637]
 [  0 261]]",25,32,0.01
0.1514476614699332,0.1514476614699332,1.0,0.26305609284332687,"[[  0 762]
 [  0 136]]",25,32,0.02
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",25,32,0.03
0.045657015590200446,0.045657015590200446,1.0,0.0873269435569755,"[[  0 857]
 [  0  41]]",25,32,0.04
0.02338530066815145,0.02338530066815145,1.0,0.04570184983677911,"[[  0 877]
 [  0  21]]",25,32,0.05
0.2906458797327394,0.2906458797327394,1.0,0.45038826574633306,"[[  0 637]
 [  0 261]]",50,32,0.01
0.1514476614699332,0.1514476614699332,1.0,0.26305609284332687,"[[  0 762]
 [  0 136]]",50,32,0.02
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",50,32,0.03
0.045657015590200446,0.045657015590200446,1.0,0.0873269435569755,"[[  0 857]
 [  0  41]]",50,32,0.04
0.02338530066815145,0.02338530066815145,1.0,0.04570184983677911,"[[  0 877]
 [  0  21]]",50,32,0.05
0.2906458797327394,0.2906458797327394,1.0,0.45038826574633306,"[[  0 637]
 [  0 261]]",100,32,0.01
0.2906458797327394,0.2906458797327394,1.0,0.45038826574633306,"[[  0 637]
 [  0 261]]",100,32,0.02
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",100,32,0.03
0.045657015590200446,0.045657015590200446,1.0,0.0873269435569755,"[[  0 857]
 [  0  41]]",100,32,0.04
0.02338530066815145,0.02338530066815145,1.0,0.04570184983677911,"[[  0 877]
 [  0  21]]",100,32,0.05
0.2906458797327394,0.2906458797327394,1.0,0.45038826574633306,"[[  0 637]
 [  0 261]]",25,64,0.01
0.1514476614699332,0.1514476614699332,1.0,0.26305609284332687,"[[  0 762]
 [  0 136]]",25,64,0.02
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",25,64,0.03
0.045657015590200446,0.045657015590200446,1.0,0.0873269435569755,"[[  0 857]
 [  0  41]]",25,64,0.04
0.02338530066815145,0.02338530066815145,1.0,0.04570184983677911,"[[  0 877]
 [  0  21]]",25,64,0.05
0.2906458797327394,0.2906458797327394,1.0,0.45038826574633306,"[[  0 637]
 [  0 261]]",50,64,0.01
0.1514476614699332,0.1514476614699332,1.0,0.26305609284332687,"[[  0 762]
 [  0 136]]",50,64,0.02
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",50,64,0.03
0.045657015590200446,0.045657015590200446,1.0,0.0873269435569755,"[[  0 857]
 [  0  41]]",50,64,0.04
0.02338530066815145,0.02338530066815145,1.0,0.04570184983677911,"[[  0 877]
 [  0  21]]",50,64,0.05
0.2906458797327394,0.2906458797327394,1.0,0.45038826574633306,"[[  0 637]
 [  0 261]]",100,64,0.01
0.1514476614699332,0.1514476614699332,1.0,0.26305609284332687,"[[  0 762]
 [  0 136]]",100,64,0.02
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",100,64,0.03
0.045657015590200446,0.045657015590200446,1.0,0.0873269435569755,"[[  0 857]
 [  0  41]]",100,64,0.04
0.02338530066815145,0.02338530066815145,1.0,0.04570184983677911,"[[  0 877]
 [  0  21]]",100,64,0.05
0.2906458797327394,0.2906458797327394,1.0,0.45038826574633306,"[[  0 637]
 [  0 261]]",25,100,0.01
0.1514476614699332,0.1514476614699332,1.0,0.26305609284332687,"[[  0 762]
 [  0 136]]",25,100,0.02
0.08240534521158129,0.08240534521158129,1.0,0.15226337448559668,"[[  0 824]
 [  0  74]]",25,100,0.03
0.045657015590200446,0.045657015590200446,1.0,0.0873269435569755,"[[  0 857]
 [  0  41]]",25,100,0.04
0.02338530066815145,0.02338530066815145,1.0,0.04570184983677911,"[[  0 877]
 [  0  21]]",25,100,0.05
0.2906458797327394,0.2906458797327394,1.0,0.45038826574633306,"[[  0 637]
 [  0 261]]",50,100,0.01
