units,epochs,batch_size,layers,direction,root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj
25,25,25,3,0.4782608695652174,0.034119483193408136,0.014840439037965473,0.0011641391333852603,-0.01703361058604891
25,50,25,3,0.5061315496098104,0.034142597910522564,0.013957337901566858,0.0011657169920796196,-0.018412084411812746
25,75,25,3,0.5105908584169454,0.03376993393782622,0.01380575707001777,0.0011404084381651473,0.00369837406190765
25,100,25,3,0.5195094760312151,0.0342261720033506,0.013792067103377324,0.00117143085000294,-0.02340391518828655
25,25,32,3,0.5128205128205128,0.03426963944324322,0.013829294550044686,0.0011744081875698915,-0.026005023843439057
25,50,32,3,0.49498327759197325,0.03452672681522727,0.014437544116055495,0.0011920948645733336,-0.04145673786646298
25,75,32,3,0.5183946488294314,0.034215557413334874,0.01378641466246489,0.0011707043691052152,-0.022769235475831318
25,100,32,3,0.5128205128205128,0.03456748095349525,0.014035630810793773,0.0011949107394702571,-0.043916786954452114
25,25,48,3,0.5117056856187291,0.03450119094023564,0.014132281765855195,0.001190332176294598,-0.0399167903008768
25,50,48,3,0.5228539576365663,0.03432867496895614,0.013952062853616057,0.0011784579251242358,-0.029543019507964008
25,75,48,3,0.5128205128205128,0.03414900714528003,0.013862938601366212,0.0011661546890083866,-0.01879447211362595
25,100,48,3,0.5172798216276477,0.03454036570273185,0.01399577847264467,0.0011930368628784546,-0.04227970129922487
25,25,64,3,0.5195094760312151,0.03437258767845796,0.013989413743208137,0.0011814747837132799,-0.03217865514244411
25,50,64,3,0.5206243032329989,0.034281482043865136,0.0139494092876088,0.0011752200111238478,-0.02671426195472737
25,75,64,3,0.5183946488294314,0.03459301473838403,0.014060520951061174,0.001196676668690055,-0.045459565922141065
25,100,64,3,0.5195094760312151,0.034517747780006616,0.014155454590816028,0.0011914749118041518,-0.040915124939664205
75,25,25,3,0.4782608695652174,0.03418782441057302,0.013976822325078042,0.0011688073379281722,-0.021111921146252932
75,50,25,3,0.47491638795986624,0.03403563231402887,0.014068875633030074,0.001158424267015766,-0.012040898794905885
75,75,25,3,0.496098104793757,0.03418475670401308,0.014073233573071716,0.001168597590912567,-0.020928678646732868
75,100,25,3,0.48494983277591974,0.03410401965504301,0.013935568168545211,0.0011630841566315601,-0.016111945137194716
75,25,32,3,0.48272017837235226,0.03402893803401649,0.013822985225172713,0.001157968623722934,-0.011642832507158474
75,50,32,3,0.4882943143812709,0.03351324433884022,0.013828498982368646,0.0011231375461148057,0.018786843469273284
75,75,32,3,0.48272017837235226,0.03452942399768402,0.014473257458593368,0.001192281121611837,-0.04161945868129835
75,100,32,3,0.5083612040133779,0.03437749377952814,0.014202980671787864,0.001181812078561496,-0.032473327993373546
75,25,48,3,0.5005574136008919,0.034735493874208524,0.014076715617677241,0.0012065545346851777,-0.05408922317684661
75,50,48,3,0.5217391304347826,0.03419320124081482,0.01392580448995507,0.00116917501109486,-0.021433133583416364
75,75,48,3,0.5217391304347826,0.03421782073197548,0.0138625384143371,0.0011708592556456112,-0.022904549900793603
75,100,48,3,0.5239687848383501,0.03411455863664711,0.01382220439704526,0.0011638031109732342,-0.016740049380914446
75,25,64,3,0.5284280936454849,0.0344479941921693,0.014255430240260167,0.0011866643038637296,-0.036712405674885096
75,50,64,3,0.5027870680044593,0.03429715119611097,0.013829694133592805,0.0011762945801688965,-0.027653043930496723
75,75,64,3,0.5273132664437012,0.03441467561537094,0.013968651499216405,0.0011843698977112072,-0.034707930344977544
75,100,64,3,0.5161649944258639,0.034258418034566904,0.013967208161294617,0.0011736392062311387,-0.025333214224642964
50,25,25,3,0.4738015607580825,0.034127376185415635,0.014311322323590937,0.0011646778053008742,-0.017504213650190392
50,50,25,3,0.4927536231884058,0.03392979641467342,0.014002242896797724,0.0011512310847411854,-0.005756677321269388
50,75,25,3,0.496098104793757,0.034171780620157736,0.01400990022109453,0.001167710590752188,-0.020153763561559845
50,100,25,3,0.49052396878483834,0.03441307704629138,0.014106124362858906,0.0011842598717939866,-0.03461180776594919
50,25,32,3,0.48272017837235226,0.03435275311470875,0.014264132912166183,0.0011801116465601318,-0.030987769739804216
50,50,32,3,0.5027870680044593,0.03422067362789198,0.013928153034269239,0.0011710545035467017,-0.023075125454961265
50,75,32,3,0.5005574136008919,0.03426120990707931,0.014127496094398865,0.0011738305042969495,-0.02550033906134863
50,100,32,3,0.5061315496098104,0.034198053504409874,0.01400454338502348,0.0011695068634904806,-0.02172305171297717
50,25,48,3,0.5250836120401338,0.03447194452184122,0.013940604918176414,0.0011883149591168987,-0.03815447717975884
50,50,48,3,0.5273132664437012,0.03408906983751715,0.013897617794023032,0.0011620646823871218,-0.015221295951040048
50,75,48,3,0.5273132664437012,0.0343912078264439,0.014136270890233766,0.001182755175761656,-0.03329725146017015
50,100,48,3,0.5183946488294314,0.0345212205473806,0.01432874762686763,0.0011917146680808924,-0.041124584603720926
50,25,64,3,0.5228539576365663,0.03443529704381333,0.01411579662942735,0.0011857896824956594,-0.035948305145700576
50,50,64,3,0.49052396878483834,0.03448935700936086,0.014048803132732128,0.001189515746919149,-0.03920352837909369
50,75,64,3,0.5239687848383501,0.034377236512537566,0.014181854242541349,0.001181794390238946,-0.03245787484174212
50,100,64,3,0.5183946488294314,0.0344886100188142,0.01417915692713267,0.0011894642210298512,-0.03915851351813049
100,25,25,3,0.48494983277591974,0.03416482362402747,0.013872475940253216,0.0011672351732609058,-0.019738421826342556
100,50,25,3,0.4972129319955407,0.03394275665629949,0.013924261040056283,0.0011521107294287635,-0.0065251664021568345
100,75,25,3,0.4972129319955407,0.033891805210619526,0.01377606558491847,0.001148654460434577,-0.003505646111577443
100,100,25,3,0.4972129319955407,0.03411258404478391,0.014237573469832874,0.0011636683902124458,-0.01662235250273536
100,25,32,3,0.483835005574136,0.03413034952515786,0.014026003740297504,0.0011648807587094434,-0.017681521011465584
100,50,32,3,0.47157190635451507,0.034268582334173715,0.014348601306907786,0.0011743357351940429,-0.02594172685488183
100,75,32,3,0.48606465997770343,0.0341837524714833,0.014043678006279408,0.0011685289330316405,-0.02086869666474178
100,100,32,3,0.5250836120401338,0.03407658040296991,0.013724822099580812,0.0011612133319600728,-0.014477525748781028
100,25,48,3,0.47714604236343366,0.03435445319862479,0.014042456795323921,0.001180228454576501,-0.03108981740337513
100,50,48,3,0.5295429208472687,0.03418395952722514,0.013859554245318163,0.0011685430889589665,-0.020881063789483623
100,75,48,3,0.5239687848383501,0.034085080011983966,0.013960889475097148,0.001161792679423349,-0.014983664427107302
100,100,48,3,0.5172798216276477,0.03435812374279392,0.014067776625721366,0.0011804806671251392,-0.03131015931236214
100,25,64,3,0.5183946488294314,0.03481803890173681,0.014287011795964836,0.0012122958329628581,-0.05910502682895902
100,50,64,3,0.5228539576365663,0.03466680949288348,0.014103560139827732,0.001201787680415876,-0.04992472868506903
100,75,64,3,0.5217391304347826,0.034766978419421696,0.014300583220135114,0.0012087427884165337,-0.0560009599525082
100,100,64,3,0.5150501672240803,0.034618285055341626,0.014211954358457433,0.0011984256601728892,-0.046987547476629477
