root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,units,epochs,batch_size,direction
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,25,25,25,1.0
0.0427433183320422,0.014614850972259449,0.0018269912620342947,0.004085430215164054,25,50,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,25,75,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,25,100,25,1.0
0.04608010260346553,0.014901891959590055,0.0021233758559459108,-0.15747732132622771,25,25,32,0.9988839285714286
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,25,50,32,1.0
0.06403351180757896,0.01620708138404118,0.004100290634411354,-1.2351169751166124,25,75,32,0.9977678571428571
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,25,100,32,1.0
0.1315211072883906,0.02038683555971705,0.01729780166236435,-8.42923650418293,25,25,48,0.9933035714285714
0.042855976932947924,0.014700669171170808,0.0018366347588773646,-0.0011713540997175809,25,50,48,0.9977678571428571
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,25,75,48,1.0
0.043295372274805226,0.015008948678710101,0.0018744892604139732,-0.021806291111005294,25,100,48,0.9977678571428571
0.042954410088812275,0.014771889602585107,0.0018450813460778575,-0.0057756887961857295,25,25,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,25,50,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,25,75,64,1.0
0.0428473193040614,0.014681057916736573,0.0018358927715441931,-0.0007668880187585714,25,100,64,0.9988839285714286
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,25,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,50,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,75,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,100,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,25,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,50,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,75,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,100,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,25,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,50,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,75,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,100,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,25,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,50,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,75,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,75,100,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,25,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,50,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,75,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,100,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,25,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,50,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,75,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,100,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,25,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,50,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,75,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,100,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,25,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,50,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,75,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,50,100,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,25,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,50,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,75,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,100,25,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,25,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,50,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,75,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,100,32,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,25,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,50,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,75,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,100,48,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,25,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,50,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,75,64,1.0
0.04283647289610636,0.014666404973797311,0.001834963410178855,-0.0002602821342263528,100,100,64,1.0
