root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,std,best-std,direction
0.03412584214462826,0.011601479583922847,0.0011645731020800863,0.0928753579361602,0.0,0.3729999999999997,1.0
0.03404554531648744,0.011611867561038366,0.0011590991558969995,0.09713919630160084,0.1,0.23499999999999982,1.0
0.03410832275214653,0.011613187938145319,0.0011633776809645967,0.09380651111973204,0.2,0.29199999999999976,1.0
0.0341254319028826,0.011602183665463185,0.0011645451025582775,0.09289716769301737,0.30000000000000004,0.3679999999999997,1.0
0.03412534699480231,0.011602330664528546,0.0011645393075156631,0.09290168164405044,0.4,0.3669999999999997,1.0
0.0340755968073108,0.01161385198334705,0.0011611462977744102,0.09554460954746469,0.5,0.2529999999999998,1.0
0.034103893325364336,0.01161372273129924,0.00116307553994783,0.09404185878592641,0.6000000000000001,0.28399999999999975,1.0
0.034126785564735265,0.01160020295992776,0.001164637492981423,0.09282520172593767,0.7000000000000001,0.3849999999999997,1.0
0.03406710298359834,0.01161339130842485,0.001160567505695095,0.09599544990848674,0.8,0.2469999999999998,1.0
0.03412316179979923,0.011605714445635506,0.0011643901712152778,0.09301784885834052,0.9,0.34599999999999975,1.0
0.03409372424040166,0.011614259138948535,0.0011623820325805518,0.09458205469220926,1.0,0.2699999999999998,1.0
