accuracy,precision,recall,f1_score,confusion matrix,epochs,batch_size,threshold
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",25,25,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",25,25,0.02
0.09242761692650334,0.09242761692650334,1.0,0.16921508664627932,"[[  0 815]
 [  0  83]]",25,25,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",25,25,0.04
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",25,25,0.05
0.29175946547884185,0.29175946547884185,1.0,0.4517241379310345,"[[  0 636]
 [  0 262]]",50,25,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",50,25,0.02
0.09242761692650334,0.09242761692650334,1.0,0.16921508664627932,"[[  0 815]
 [  0  83]]",50,25,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",50,25,0.04
0.035634743875278395,0.035634743875278395,1.0,0.06881720430107527,"[[  0 866]
 [  0  32]]",50,25,0.05
0.29175946547884185,0.29175946547884185,1.0,0.4517241379310345,"[[  0 636]
 [  0 262]]",100,25,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",100,25,0.02
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",100,25,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",100,25,0.04
0.035634743875278395,0.035634743875278395,1.0,0.06881720430107527,"[[  0 866]
 [  0  32]]",100,25,0.05
0.29175946547884185,0.29175946547884185,1.0,0.4517241379310345,"[[  0 636]
 [  0 262]]",25,32,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",25,32,0.02
0.09242761692650334,0.09242761692650334,1.0,0.16921508664627932,"[[  0 815]
 [  0  83]]",25,32,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",25,32,0.04
0.035634743875278395,0.035634743875278395,1.0,0.06881720430107527,"[[  0 866]
 [  0  32]]",25,32,0.05
0.29175946547884185,0.29175946547884185,1.0,0.4517241379310345,"[[  0 636]
 [  0 262]]",50,32,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",50,32,0.02
0.09242761692650334,0.09242761692650334,1.0,0.16921508664627932,"[[  0 815]
 [  0  83]]",50,32,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",50,32,0.04
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",50,32,0.05
0.29175946547884185,0.29175946547884185,1.0,0.4517241379310345,"[[  0 636]
 [  0 262]]",100,32,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",100,32,0.02
0.035634743875278395,0.035634743875278395,1.0,0.06881720430107527,"[[  0 866]
 [  0  32]]",100,32,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",100,32,0.04
0.035634743875278395,0.035634743875278395,1.0,0.06881720430107527,"[[  0 866]
 [  0  32]]",100,32,0.05
0.29175946547884185,0.29175946547884185,1.0,0.4517241379310345,"[[  0 636]
 [  0 262]]",25,64,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",25,64,0.02
0.09242761692650334,0.09242761692650334,1.0,0.16921508664627932,"[[  0 815]
 [  0  83]]",25,64,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",25,64,0.04
0.035634743875278395,0.035634743875278395,1.0,0.06881720430107527,"[[  0 866]
 [  0  32]]",25,64,0.05
0.29175946547884185,0.29175946547884185,1.0,0.4517241379310345,"[[  0 636]
 [  0 262]]",50,64,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",50,64,0.02
0.09242761692650334,0.09242761692650334,1.0,0.16921508664627932,"[[  0 815]
 [  0  83]]",50,64,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",50,64,0.04
0.035634743875278395,0.035634743875278395,1.0,0.06881720430107527,"[[  0 866]
 [  0  32]]",50,64,0.05
0.29175946547884185,0.29175946547884185,1.0,0.4517241379310345,"[[  0 636]
 [  0 262]]",100,64,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",100,64,0.02
0.09242761692650334,0.09242761692650334,1.0,0.16921508664627932,"[[  0 815]
 [  0  83]]",100,64,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",100,64,0.04
0.035634743875278395,0.035634743875278395,1.0,0.06881720430107527,"[[  0 866]
 [  0  32]]",100,64,0.05
0.29175946547884185,0.29175946547884185,1.0,0.4517241379310345,"[[  0 636]
 [  0 262]]",25,100,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",25,100,0.02
0.09242761692650334,0.09242761692650334,1.0,0.16921508664627932,"[[  0 815]
 [  0  83]]",25,100,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",25,100,0.04
0.09242761692650334,0.09242761692650334,1.0,0.16921508664627932,"[[  0 815]
 [  0  83]]",25,100,0.05
0.29175946547884185,0.29175946547884185,1.0,0.4517241379310345,"[[  0 636]
 [  0 262]]",50,100,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",50,100,0.02
0.09242761692650334,0.09242761692650334,1.0,0.16921508664627932,"[[  0 815]
 [  0  83]]",50,100,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",50,100,0.04
0.035634743875278395,0.035634743875278395,1.0,0.06881720430107527,"[[  0 866]
 [  0  32]]",50,100,0.05
0.29175946547884185,0.29175946547884185,1.0,0.4517241379310345,"[[  0 636]
 [  0 262]]",100,100,0.01
0.16369710467706014,0.16369710467706014,1.0,0.2813397129186603,"[[  0 751]
 [  0 147]]",100,100,0.02
0.09242761692650334,0.09242761692650334,1.0,0.16921508664627932,"[[  0 815]
 [  0  83]]",100,100,0.03
0.053452115812917596,0.053452115812917596,1.0,0.10147991543340382,"[[  0 850]
 [  0  48]]",100,100,0.04
0.035634743875278395,0.035634743875278395,1.0,0.06881720430107527,"[[  0 866]
 [  0  32]]",100,100,0.05
