units,epochs,batch_size,layers,direction,root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj
25,25,64,3,0.4783092324805339,0.02098735510854188,0.014453452190035241,0.00044046907445203896,-0.23241085830322517
25,25,48,3,0.5072302558398221,0.021324493274369742,0.014649900652523858,0.00045473401340864034,-0.2723234575816622
25,25,32,3,0.4872080088987764,0.02169738217898811,0.014741171409934535,0.0004707763934210708,-0.3172092497225556
25,25,25,3,0.4660734149054505,0.02151756335794067,0.01477663804406913,0.00046300553286299093,-0.2954667631653507
25,50,64,3,0.492769744160178,0.02001774128270065,0.01357300600177804,0.00040070996606113784,-0.12116682384210264
25,50,48,3,0.5061179087875417,0.020048605874586064,0.013691226003045115,0.0004019465975144868,-0.12462685797213213
25,50,32,3,0.5083426028921023,0.019921103690428432,0.013322191536116112,0.0003968503722448013,-0.11036786971845491
25,50,25,3,0.5061179087875417,0.019432779509618674,0.013185321791473217,0.00037763291946945547,-0.05659837977474158
25,75,64,3,0.4671857619577308,0.019908317290475493,0.013539627478650885,0.00039634109733824546,-0.10894294351794565
25,75,48,3,0.48164627363737483,0.01946190910177329,0.013219573445026396,0.0003787659058856861,-0.05976842017635153
25,75,32,3,0.5161290322580645,0.019569989271443374,0.013232165180999502,0.0003829844800844088,-0.07157178379621842
25,75,25,3,0.4860956618464961,0.019656938997873796,0.01329900227763826,0.00038639525076613164,-0.08111495281113013
25,100,64,3,0.4916573971078977,0.01980698758614621,0.013261376416025756,0.00039231675723775,-0.0976830373746469
25,100,48,3,0.5161290322580645,0.019580539356837783,0.013226062872127615,0.0003833975215046734,-0.07272745342386777
75,25,25,3,0.4838709677419355,0.020541041130226034,0.013955559289808097,0.0004219343707136377,-0.18055166666518363
75,25,32,3,0.48053392658509453,0.02009944375769763,0.014045274988327304,0.0004039876393688501,-0.13033759293507563
25,100,32,3,0.48164627363737483,0.019566354175918413,0.013227481824963944,0.0003828422157374799,-0.07117373513384018
25,100,25,3,0.48053392658509453,0.01945492646066661,0.013093244878026085,0.0003784941635899458,-0.059008098566151634
75,25,48,3,0.4961067853170189,0.023607183568107096,0.016129000111970545,0.0005572991160183057,-0.5592955822339674
75,50,25,3,0.5027808676307007,0.019500478462991085,0.013145482212184222,0.0003802686602855791,-0.06397305325324809
75,25,64,3,0.5116796440489433,0.02216636107393624,0.01518385140248702,0.0004913475632601158,-0.3747663735891469
75,50,32,3,0.4983314794215795,0.020324090285002278,0.013633992625862849,0.00041306864591292395,-0.1557458036775936
75,50,48,3,0.4994438264738598,0.0199637387519991,0.013343048504637306,0.00039855086495807057,-0.11512576489396897
75,50,64,3,0.4827586206896552,0.019560948206960988,0.013260709866488288,0.00038263069475541033,-0.07058190980447798
75,75,25,3,0.5105672969966629,0.019435676316387294,0.01304348434790302,0.000377745513875378,-0.05691341339796652
75,75,32,3,0.5094549499443827,0.019198382526052875,0.012987047975374583,0.00036857789161665234,-0.0312628561357311
75,75,48,3,0.5239154616240267,0.019445911678621433,0.013038832382970253,0.0003781434810127455,-0.05802690592170312
75,75,64,3,0.5038932146829811,0.019633135405611422,0.013224219734343836,0.00038546000585507284,-0.07849818343862514
75,100,64,3,0.5072302558398221,0.019568399061272536,0.013171843033578871,0.0003829222418212119,-0.07139764418957029
75,100,32,3,0.4983314794215795,0.01934992836553092,0.013050601518269261,0.0003744197277511781,-0.04760802700515976
75,100,48,3,0.5083426028921023,0.019356515010308578,0.0130341627177539,0.00037467467334430124,-0.048321352265582096
75,100,25,3,0.5061179087875417,0.019317711817522332,0.0131068395979166,0.000373173989864842,-0.04412251352244745
50,25,25,3,0.489432703003337,0.022370790513826275,0.01508880795003107,0.0005004522682134997,-0.40024089131813056
50,25,32,3,0.48164627363737483,0.020877744991482386,0.014044670706729061,0.0004358802359293678,-0.21957151327230462
50,25,48,3,0.4972191323692992,0.02399372815747813,0.01631109248616159,0.0005756989908949589,-0.6107775293323379
50,25,64,3,0.5016685205784205,0.022270074650690422,0.01528507936131839,0.0004959562249473242,-0.3876611828618013
50,50,25,3,0.4827586206896552,0.02003581669021114,0.013745755018511071,0.0004014339504437432,-0.12319249662168374
50,50,64,3,0.4994438264738598,0.020112717419291267,0.013771348928299898,0.0004045214019882624,-0.13183103455464562
50,50,48,3,0.4849833147942158,0.020178802041437686,0.013781789687867356,0.0004071840518275297,-0.13928099815959238
50,50,32,3,0.5027808676307007,0.01965540567466445,0.013338689116838514,0.0003863349722356314,-0.08094629644041107
50,75,64,3,0.5083426028921023,0.019388349222508927,0.013079008361603856,0.00037590808557396257,-0.051772379165687665
50,75,48,3,0.5105672969966629,0.0195561773596612,0.013090639425351379,0.0003824440729225253,-0.07005975107283469
50,75,25,3,0.4872080088987764,0.019511791731185512,0.013207381763815489,0.0003807100165611594,-0.06520794645677674
50,75,32,3,0.5061179087875417,0.019533011389175847,0.013192878535042812,0.0003815385339296734,-0.06752609740192472
50,100,64,3,0.5094549499443827,0.019400389626188716,0.01302766703182829,0.00037637511764793076,-0.05307911199329962
50,100,48,3,0.5339265850945495,0.01942163364051051,0.01307722350081749,0.0003771998532662096,-0.05538668178684447
100,25,25,3,0.5261401557285873,0.020042501026244136,0.013727414528852863,0.00040170184738699724,-0.12394205912430278
50,100,32,3,0.5094549499443827,0.019795539612928206,0.013390060550462091,0.0003918633885670098,-0.09641453407885958
100,25,32,3,0.5116796440489433,0.020010007236534413,0.013550933269093554,0.0004004003896061596,-0.12030064411072217
50,100,25,3,0.5050055617352615,0.019475537661112416,0.013127957675792518,0.000379296567189408,-0.06125318446678851
100,25,48,3,0.4827586206896552,0.024829374527639992,0.0166560391448501,0.0006164978394338177,-0.7249307057116556
100,25,64,3,0.4905450500556173,0.022381486539376147,0.01550014770560136,0.0005009309397122757,-0.40158019068525586
100,50,25,3,0.5094549499443827,0.019912676125655827,0.013466036988952509,0.0003965146704852636,-0.10942859266677885
100,50,32,3,0.5050055617352615,0.019305695849996297,0.013019272619156818,0.00037270989225256424,-0.04282399117466351
100,50,48,3,0.5105672969966629,0.0197114364444749,0.013345097277037352,0.00038854072670457324,-0.087117889217172
100,50,64,3,0.5027808676307007,0.01984627929737877,0.013409398882656458,0.0003938748019495651,-0.10204237003143213
100,75,64,3,0.5083426028921023,0.019945191358003576,0.013535668435172208,0.0003978106583073805,-0.11305470300424725
100,75,32,3,0.5094549499443827,0.019245034294725735,0.012958882462762542,0.0003703713450051697,-0.03628085071938969
100,75,25,3,0.4994438264738598,0.019324681841628177,0.013061532935068567,0.0003734433282801538,-0.0448761091931571
100,75,48,3,0.5228031145717463,0.01956573713800574,0.013116125316292516,0.000382818069753537,-0.07110617585551249
100,100,64,3,0.5027808676307007,0.019798669344666724,0.013483609042488826,0.00039198730781944593,-0.09676125406696579
100,100,48,3,0.5027808676307007,0.019442797631589695,0.013121271920412065,0.0003780223797429499,-0.057688070510758305
100,100,32,3,0.5350389321468298,0.01918266151255278,0.01292952818801998,0.0003679745027051738,-0.029574603567236846
