accuracy,precision,recall,f1_score,confusion matrix,root_mean_squared_error,mean_absolute_error,mean_squared_error,rsquared_adj,threshold,batch_size,epochs,units
0.7093541202672605,0.6666666666666666,0.007633587786259542,0.015094339622641508,"[[635   1]
 [260   2]]",0.5391158314617921,0.2906458797327394,0.2906458797327394,-0.4065605645974357,0.01,25,25,25
0.8363028953229399,0.5,0.006802721088435374,0.013422818791946308,"[[750   1]
 [146   1]]",0.40459498844778113,0.16369710467706014,0.16369710467706014,-0.19573901464713694,0.02,25,25,25
0.9064587973273942,0.0,0.0,0.0,"[[814   1]
 [ 83   0]]",0.3058450631816799,0.0935412026726058,0.0935412026726058,-0.1151156774336608,0.03,25,25,25
0.9465478841870824,0.5,0.020833333333333332,0.039999999999999994,"[[849   1]
 [ 47   1]]",0.23119713625587493,0.053452115812917596,0.053452115812917596,-0.05647058823529427,0.04,25,25,25
0.7048997772828508,0.2857142857142857,0.007633587786259542,0.014869888475836429,"[[631   5]
 [260   2]]",0.543231279214617,0.2951002227171492,0.2951002227171492,-0.42811704834605546,0.01,25,50,25
0.8318485523385301,0.16666666666666666,0.006802721088435374,0.0130718954248366,"[[746   5]
 [146   1]]",0.41006273625077166,0.16815144766146994,0.16815144766146994,-0.22827613069195696,0.02,25,50,25
0.9075723830734966,0.5,0.012048192771084338,0.023529411764705882,"[[814   1]
 [ 82   1]]",0.3040191061866069,0.09242761692650334,0.09242761692650334,-0.10184049079754587,0.03,25,50,25
0.9454342984409799,0.0,0.0,0.0,"[[849   1]
 [ 48   0]]",0.23359302549309996,0.05456570155902005,0.05456570155902005,-0.07848039215686309,0.04,25,50,25
0.7037861915367484,0.35714285714285715,0.019083969465648856,0.03623188405797102,"[[627   9]
 [257   5]]",0.5442552787647096,0.2962138084632517,0.2962138084632517,-0.4335061692832103,0.01,25,75,25
0.8340757238307349,0.3333333333333333,0.013605442176870748,0.0261437908496732,"[[747   4]
 [145   2]]",0.4073380367327179,0.16592427616926503,0.16592427616926503,-0.21200757266954695,0.02,25,75,25
0.9097995545657016,0.75,0.03614457831325301,0.0689655172413793,"[[814   1]
 [ 80   3]]",0.30033388991969995,0.09020044543429843,0.09020044543429843,-0.07529011752531578,0.03,25,75,25
0.9476614699331849,0.6666666666666666,0.041666666666666664,0.0784313725490196,"[[849   1]
 [ 46   2]]",0.2287761571204813,0.052338530066815145,0.052338530066815145,-0.03446078431372568,0.04,25,75,25
0.6993318485523385,0.3181818181818182,0.026717557251908396,0.04929577464788732,"[[621  15]
 [255   7]]",0.5483321543076436,0.30066815144766146,0.30066815144766146,-0.45506265303183,0.01,25,100,25
0.8318485523385301,0.16666666666666666,0.006802721088435374,0.0130718954248366,"[[746   5]
 [146   1]]",0.41006273625077166,0.16815144766146994,0.16815144766146994,-0.22827613069195696,0.02,25,100,25
0.9053452115812918,0.3333333333333333,0.024096385542168676,0.0449438202247191,"[[811   4]
 [ 81   2]]",0.307660183349598,0.09465478841870824,0.09465478841870824,-0.12839086406977573,0.03,25,100,25
0.9443207126948775,0.25,0.020833333333333332,0.038461538461538464,"[[847   3]
 [ 47   1]]",0.23596458909150436,0.0556792873051225,0.0556792873051225,-0.10049019607843168,0.04,25,100,25
0.7093541202672605,0.6666666666666666,0.007633587786259542,0.015094339622641508,"[[635   1]
 [260   2]]",0.5391158314617921,0.2906458797327394,0.2906458797327394,-0.4065605645974357,0.01,32,25,25
0.8351893095768375,0.3333333333333333,0.006802721088435374,0.01333333333333333,"[[749   2]
 [146   1]]",0.40596882937383577,0.16481069042316257,0.16481069042316257,-0.20387329365834206,0.02,32,25,25
0.9064587973273942,0.0,0.0,0.0,"[[814   1]
 [ 83   0]]",0.3058450631816799,0.0935412026726058,0.0935412026726058,-0.1151156774336608,0.03,32,25,25
0.9454342984409799,0.0,0.0,0.0,"[[849   1]
 [ 48   0]]",0.23359302549309996,0.05456570155902005,0.05456570155902005,-0.07848039215686309,0.04,32,25,25
0.7093541202672605,0.6666666666666666,0.007633587786259542,0.015094339622641508,"[[635   1]
 [260   2]]",0.5391158314617921,0.2906458797327394,0.2906458797327394,-0.4065605645974357,0.01,32,50,25
0.8340757238307349,0.0,0.0,0.0,"[[749   2]
 [147   0]]",0.4073380367327179,0.16592427616926503,0.16592427616926503,-0.21200757266954695,0.02,32,50,25
0.9064587973273942,0.3333333333333333,0.012048192771084338,0.023255813953488372,"[[813   2]
 [ 82   1]]",0.3058450631816799,0.0935412026726058,0.0935412026726058,-0.1151156774336608,0.03,32,50,25
0.9465478841870824,0.5,0.020833333333333332,0.039999999999999994,"[[849   1]
 [ 47   1]]",0.23119713625587493,0.053452115812917596,0.053452115812917596,-0.05647058823529427,0.04,32,50,25
0.7015590200445434,0.3333333333333333,0.022900763358778626,0.04285714285714286,"[[624  12]
 [256   6]]",0.5462975196314336,0.2984409799554566,0.2984409799554566,-0.44428441115752015,0.01,32,75,25
0.8329621380846325,0.0,0.0,0.0,"[[748   3]
 [147   0]]",0.40870265709359843,0.16703786191536749,0.16703786191536749,-0.22014185168075207,0.02,32,75,25
0.9086859688195991,0.6666666666666666,0.024096385542168676,0.046511627906976744,"[[814   1]
 [ 81   2]]",0.30218211591753885,0.09131403118040089,0.09131403118040089,-0.08856530416143071,0.03,32,75,25
0.9465478841870824,0.5,0.041666666666666664,0.07692307692307693,"[[848   2]
 [ 46   2]]",0.23119713625587493,0.053452115812917596,0.053452115812917596,-0.05647058823529427,0.04,32,75,25
0.6971046770601337,0.38095238095238093,0.061068702290076333,0.10526315789473685,"[[610  26]
 [246  16]]",0.5503592671518001,0.3028953229398664,0.3028953229398664,-0.4658408949061399,0.01,32,100,25
0.8318485523385301,0.0,0.0,0.0,"[[747   4]
 [147   0]]",0.41006273625077166,0.16815144766146994,0.16815144766146994,-0.22827613069195696,0.02,32,100,25
0.9064587973273942,0.3333333333333333,0.012048192771084338,0.023255813953488372,"[[813   2]
 [ 82   1]]",0.3058450631816799,0.0935412026726058,0.0935412026726058,-0.1151156774336608,0.03,32,100,25
0.9476614699331849,0.6666666666666666,0.041666666666666664,0.0784313725490196,"[[849   1]
 [ 46   2]]",0.2287761571204813,0.052338530066815145,0.052338530066815145,-0.03446078431372568,0.04,32,100,25
0.7093541202672605,1.0,0.003816793893129771,0.0076045627376425855,"[[636   0]
 [261   1]]",0.5391158314617921,0.2906458797327394,0.2906458797327394,-0.4065605645974357,0.01,48,25,25
0.8351893095768375,0.0,0.0,0.0,"[[750   1]
 [147   0]]",0.40596882937383577,0.16481069042316257,0.16481069042316257,-0.20387329365834206,0.02,48,25,25
0.9064587973273942,0.0,0.0,0.0,"[[814   1]
 [ 83   0]]",0.3058450631816799,0.0935412026726058,0.0935412026726058,-0.1151156774336608,0.03,48,25,25
0.9465478841870824,0.5,0.020833333333333332,0.039999999999999994,"[[849   1]
 [ 47   1]]",0.23119713625587493,0.053452115812917596,0.053452115812917596,-0.05647058823529427,0.04,48,25,25
0.7093541202672605,0.6666666666666666,0.007633587786259542,0.015094339622641508,"[[635   1]
 [260   2]]",0.5391158314617921,0.2906458797327394,0.2906458797327394,-0.4065605645974357,0.01,48,50,25
0.8351893095768375,0.3333333333333333,0.006802721088435374,0.01333333333333333,"[[749   2]
 [146   1]]",0.40596882937383577,0.16481069042316257,0.16481069042316257,-0.20387329365834206,0.02,48,50,25
0.9075723830734966,0.5,0.012048192771084338,0.023529411764705882,"[[814   1]
 [ 82   1]]",0.3040191061866069,0.09242761692650334,0.09242761692650334,-0.10184049079754587,0.03,48,50,25
0.9465478841870824,0.5,0.020833333333333332,0.039999999999999994,"[[849   1]
 [ 47   1]]",0.23119713625587493,0.053452115812917596,0.053452115812917596,-0.05647058823529427,0.04,48,50,25
0.7082405345211581,0.5,0.007633587786259542,0.015037593984962405,"[[634   2]
 [260   2]]",0.5401476330401179,0.29175946547884185,0.29175946547884185,-0.41194968553459055,0.01,48,75,25
0.8307349665924276,0.0,0.0,0.0,"[[746   5]
 [147   0]]",0.41141831924158695,0.16926503340757237,0.16926503340757237,-0.23641040970316207,0.02,48,75,25
0.9053452115812918,0.0,0.0,0.0,"[[813   2]
 [ 83   0]]",0.307660183349598,0.09465478841870824,0.09465478841870824,-0.12839086406977573,0.03,48,75,25
0.9465478841870824,0.5,0.020833333333333332,0.039999999999999994,"[[849   1]
 [ 47   1]]",0.23119713625587493,0.053452115812917596,0.053452115812917596,-0.05647058823529427,0.04,48,75,25
0.7037861915367484,0.35714285714285715,0.019083969465648856,0.03623188405797102,"[[627   9]
 [257   5]]",0.5442552787647096,0.2962138084632517,0.2962138084632517,-0.4335061692832103,0.01,48,100,25
0.8307349665924276,0.0,0.0,0.0,"[[746   5]
 [147   0]]",0.41141831924158695,0.16926503340757237,0.16926503340757237,-0.23641040970316207,0.02,48,100,25
0.9086859688195991,0.6666666666666666,0.024096385542168676,0.046511627906976744,"[[814   1]
 [ 81   2]]",0.30218211591753885,0.09131403118040089,0.09131403118040089,-0.08856530416143071,0.03,48,100,25
0.9465478841870824,0.5,0.020833333333333332,0.039999999999999994,"[[849   1]
 [ 47   1]]",0.23119713625587493,0.053452115812917596,0.053452115812917596,-0.05647058823529427,0.04,48,100,25
0.7082405345211581,0.5,0.007633587786259542,0.015037593984962405,"[[634   2]
 [260   2]]",0.5401476330401179,0.29175946547884185,0.29175946547884185,-0.41194968553459055,0.01,64,25,25
0.8351893095768375,0.3333333333333333,0.006802721088435374,0.01333333333333333,"[[749   2]
 [146   1]]",0.40596882937383577,0.16481069042316257,0.16481069042316257,-0.20387329365834206,0.02,64,25,25
0.9064587973273942,0.0,0.0,0.0,"[[814   1]
 [ 83   0]]",0.3058450631816799,0.0935412026726058,0.0935412026726058,-0.1151156774336608,0.03,64,25,25
0.9454342984409799,0.0,0.0,0.0,"[[849   1]
 [ 48   0]]",0.23359302549309996,0.05456570155902005,0.05456570155902005,-0.07848039215686309,0.04,64,25,25
0.7082405345211581,0.5,0.007633587786259542,0.015037593984962405,"[[634   2]
 [260   2]]",0.5401476330401179,0.29175946547884185,0.29175946547884185,-0.41194968553459055,0.01,64,50,25
0.8329621380846325,0.0,0.0,0.0,"[[748   3]
 [147   0]]",0.40870265709359843,0.16703786191536749,0.16703786191536749,-0.22014185168075207,0.02,64,50,25
0.9064587973273942,0.3333333333333333,0.012048192771084338,0.023255813953488372,"[[813   2]
 [ 82   1]]",0.3058450631816799,0.0935412026726058,0.0935412026726058,-0.1151156774336608,0.03,64,50,25
0.9465478841870824,0.5,0.020833333333333332,0.039999999999999994,"[[849   1]
 [ 47   1]]",0.23119713625587493,0.053452115812917596,0.053452115812917596,-0.05647058823529427,0.04,64,50,25
0.7082405345211581,0.5,0.022900763358778626,0.0437956204379562,"[[630   6]
 [256   6]]",0.5401476330401179,0.29175946547884185,0.29175946547884185,-0.41194968553459055,0.01,64,75,25
